author,message
Thulani Myeza,what time live on
Lesedi,9am today Team adv. Maleka💪💪 who's whispering vele another beast!
Mfundo Veerasamy,LETS DO THIS ONCE AGAIN SOUND PLEASE Legal Mind Best of the Best "FEDE SANDILE "@ Joel Mzayidume LOL WE THINK THEY WOULD BE OF GREAT HELP THANKS Mr Mabuza linani igama lakho buyiswa
Sebation Nantsika,Molweni @bridgette how sure are you? Boss is aj Gupta zuma @Andre greedy ANC individuals Remember during Zuma’s term we didn’t have the President of the ANC and the country Its like replacing barak Obama with trump and thabo mbeki with zuma🤗 @kabelo for ever President
Angelique,who's whispering He smiles all the time. I like it the advocate
Maria Raboshakga,Ready....
Some guy,sounded like the guptas... who? atul? 😂lol..... "iyes dark times all i wanted was the lights to be on...and stay on
Loyiso,Those suspensions were a ruse All these fools who wanted Koko and Brian back last week. Is this what u want? Nizovuka Nini?
Ron Burgandy Esquire,wadup ma glipglops
Sofia Sofia,MORNING ALL ❤ I mean emails can't be wrong - BLACK AND WHITE right ? what is the real truth about Loadshedding ? WHAT is he was not fired ? Would he still be here spewing out evidence ? Ouch im so hungry lol I just ordered Nando's @rohan barnard LOL @rohan barnard I ask the QUESTION AGAIN ... WOULD he testify if he was NOT fired ! ? OR am I wrong and he really is honest ? @rohan barnard CANDLEKOM LOOOOOOOOOOOLLLLLL HAHAHAHAHAHAHA @Bridgette Kekana what will we call it ? So when he first learnt of this WHY then dint he come forward ? BTW wer there any new names mentioned today ? Im so far back today .... Was a serious MONDAy for me ? @rohan barnard """Early retirement for 30 000 government employees""" this ehhhhh is annoying sorry but it is "BREAKING: 3 dead Three people have died and six others have been injured in a shooting near the KwaZulu-Natal High Court in Durban on Monday morning Rescue Care spokesperson Garrith Jamieson said the shooting happened in an apartment block in Baker [JN Singh] Street around 11:00. """On arrival It is not yet clear what led to the shooting. @Talloolah Moon Nope nothing
Desmond Masilela,SABC sound please Salim Isa? whose that Oh oky. Thank you @Derek Main Eskom is collapsing really Got stuck now. I'm off to my CIC Julius Malema addressing live I want to see Brian Molefe at this commission But why is he not speaking from his knowledge rather reading emails.
Amanda Bentsile,sound guys eish Babalas
Yonam Daudi,we want continously sounds please
Bongani Noholoza,bello
Derek Main,@Desmond Masilela Saleem Issa is a Gupta lieutenant
Dane hlasi,Dig deep No difference between ZANU PF and ANC these thugs must be stripped of their assets and money
