author,message
Dmitry Nikashin,who's going to take the stand today?🤔 our finance minister ? @Bridgette Kekana thanks She is brilliant!🎓 @Sandile Khowane absolutely! She is very well prepared. "@Risuna Manganyi 
danie schoeman,what happened to the inscriptions on screen
Thapelo Motabogi,THE TRUTH SHALL SET YOU FREE "JABU MABUZA WAS LYING "TITO MBOWENI sure "just wait and hear give it some time 😂😂😂😂 your really funny
Sendo Sityebi,mboweninis also involved hebana isa gonna be lit koko hemadoda yeeeeeer
Desmond Masilela,Guys who is this Mboweni they talking about? @Thapelo Motabogi. Thank you bra @Thapelo Motabogi. yebana!!!! Tito mboweni as well!!! Tito Mboweni must step donw just now. Can we expert any witness taking place today? Thank you @Anne M. @Makwa Choma. They will vote for them. Who is this Is this Koko @Anne M.. Who is he? @makhosi nobhatyi. 😂😂😂😂 @Anne M. . Thank you Anne Can this guy turn the mic towards him @Anne M. 😂😂😂 @@Michael Wild. Yes because this is just waste of time "Guys @Michael Michael and @Anne M.. Thank you guys. What type of coal was Gupta supplied to Eskom? was it fake coal or what? @Anne M. @Michael Michael . No wonder we had load-shedding. @Thando Nkutha. Who gave Eskom tender? then that mean it was not legitimate tenders as far as I understand. @Thando Nkutha. 😱😱 really? @Thando Nkutha. Thank you so much Thando. Brian and Koko must come forward as well. @rohan barnard. This is Daniel Mashigo @Thando Nkutha. I think the whole bored of Eskom. under Molefe @Thando Nkutha. Minister of minerals i think. Who was the minister at that time? @Anne M. and @rohan barnard. Thank you @Thando Nkutha . Thank you @rohan barnard. Yes. Why? @rohan barnard. Sentencing is tomorrow. 27 Feb 19. 09:00am SA time. I like this Adv she's so organized @Michael Michael. That is where the corruption also take place. @Michael Michael 😁😁😁😁 like you statement bra your
Bridgette Kekana,Daniel Mashigo to take a stand l was waiting for Ben Ngubane s to b mention n it was mentioned yesterday l knew it Ben Ngubane n Brian Molefe same watsup group This guy rocks our last hope on CR he was part of 9 wasted yrs he is cleaning corruption l buy my electricity from municipality
T F,Tito
Felix Muyoba,@Thapelo Motabogi i agree with you "eskom was a playground for thieves does mabuza even understand this workflow? @makhosi nobhatyi no man..if you dont understand then you are not fit for the job @Sofia Sofia what will he do with kind of money? "@Ntombethemba Manase true @Sofia Sofia no man..you wont finish that money..just the 32 million without the 200 million is more than enough @Sofia Sofia do you believe in that crap? that guy pastor is from dr congo where ebola is killing people..why cant he go and raise his people? i see you guys are not commenting on what is going on here at the commission..are you guys lost or what? the technologist has lost you @Sthakathi Khumalo kikiki "@Makwa Choma hau
Joel Mzayidume,@Thapelo Motabogi what is the lie that Jabu Mabuza uttered this chap knows his story Totally boring who killed Dr van de Riet? anyone voting for ATM?
Gripson Teffu,aaaah
Sandile Khowane,@Thapelo Motabogi are you sure they're talking about Tito Mboweni? @Jean-Pierre Le Roux Fake News "@Jean-Pierre Le Roux Share your imaginary research with us "@Jean-Pierre Le Roux you are imagining things "@Norman Rongee Africa is not a country but a continent "@Jean-Pierre Le Roux All Trade Agreements and Sovereign Loan agreements are classified together with Full Cabinet Minutes "How much does Tegeta owe us? it appears they supplied every coal order to Eskom the issue here really is how the tender was awarded "@Jean-Pierre Le Roux it is you who said you have access to South African classified Trade and Loan Agreements "@Dmitry Nikashin you can tell she prepares her arguments @Albert Noah she's very prepared. @Felix Muyoba the Entire Board and EXCO doesn't what this chap is talking about 😂 "@Sofia Sofia the Commission only to explain the process of coal operations "@makhosi nobhatyi Fake News "@makhosi nobhatyi but why are you lying Mashing is a Eskom's primary energy acting General Manager "@makhosi nobhatyi Eskom sold some of it mines "@makhosi nobhatyi oh Ok
Glenn Llewellyn,@Thapelo Motabogi Well done on that beautiful bible verse. Hopefully we can make things better. John 8:32 buddy does wonders. @Jean-Pierre Le Roux Yep. Big time. Ooh crap - she just dropped a truth bomb. Great speech.
Nelson Musoliwa,Does false and lie mean the same thing before one just jump into some anxiety Are some who get sense that load shedding should never have happened if relevant managers constantly operated within Energy wheel diagram. Planning in advance Is it not a propaganda for people to play lotto en mass for those who are in such business to get more rich i doubt if there is such a winne Coal of poor quality results in a chain of multiple burdens on Eskom like ash handling and plants maintenance frequent etc Which human skin color do SAns admire the most Some members of Eskom board and exc behaved like coal from gupta mines during combustion process of the coals!!!!!!!
sikhumbuzo crispen sibanda,no its not Chairman Jabu Mabuza but the statement released by Ben Ngubane @Bridgette Kekana pli add minister Brown to the group
