author,message
FieliesSA,Hi all @Heather Durr I agree. I hope it stays quiet here at work 🙂 "@tonia lathwood We (or atleaestI) "When SAA is back he is tired of wasting precious time. 2 days no smooth commision @annalie potgieter technical issues with video Need more time for Koko @Teunis van Ree make sure these woman are not married else you in troubl "@Paul Amoomo Its just curiosity. There had been people testifying that claim they are CA or Dr's @Paul Amoomo I did not cause or participate in state capture so my qualifications dont matter. But I see you are very sensitive to this. Just chill we all friends "@Minnib Prince We are all here together against corruption. But some completely miss it OK @VigoSun its over now. Let it go "The devil might be in the detail. She might have left Eskom for the right reason "Ah same old story. Implementation is my responsibility. Formulation Comon chat can we atleast pretend to stand togher against corruption? Even for just a few hours? Theres lots of space on facebook and twitter to take on race issues @dee dee cocroft I cant wait for Koko @Power Electronics Thanks for the history lessons. But you can let it go now. we have moved on @nkosingiphile ndlovu I think she was in the wrong place at the wrong time. But she did act biased and that bodes ill for her from WHO at coal operations...? @Santa Kriel Huh? Where is this coming from? WHy am I dragged into this? "@Santa Kriel  @VigoSun We call it the Amoeba Effect. One part cant move without the rest softning and moving with it. Just like these crooks "To all these ppl saying its a waste of time: You are missing the value of the information that reaches the public. Even if this information changes your vote Huh? How can a 1960's contract and finance model be used in 2015...? I find this to be madness Oef ouch this is dammning... "@wandy Zouloe @Heather Durr I agree she was an enabler. But Im still determining whether she was hopelessly naïve and followed instructions(political influence)
Anthony Ramasike,Hi
Heather Durr,"Hi @Teunis van Ree @FieliesSA Hi there Selekas' junior was gorgeous "We have the Oscars of looters this week-Anoj Singh Oiii DCJ is on a mission oh dear poor Koko @ALTA @Lerato Moleke Hi @Sal SA Hi-DCJ expects them to know that he wants to be told what the consequences of his requests are "@melds melds Yes to June @Valencia J Hi @ALTA I am delighted for you muah MOST IMPORTANT-Tomorrow I turn *0 having been born on Friday 13th January. All gifts will be welcome @Pastor J.J @mpho mcmillan Hi there @Manelisi mnguni He is coming this week-be calm @Diane Louw Hi there girlfriend @FieliesSA If you look at his twitter he cant WAIT to be here to clear his name and tell DCJ about what he thinks is important not what he has been subpoenaed for She is very attractive "@Diane Louw Oh I forgot your arm DCJ' midriff has grown not shrunk as I thought @Diane Louw The pet dog @Paul Amoomo Because she is a woman  @VigoSun as much as you are ruled by your emotions @Paul Amoomo I have a BA LLB and diplomas in Financial management.. Sometimes women are discriminated against becausethey are women "No @Paul Amoomo Apologies-your English is not that clear.  @Lerato Moleke @Louis C Louis your running solo now with the level 3 @Lerato Moleke Amazing what technology has taught us about ourselves during the lockdown Adv Seleka asks her such a damning question with such directness @dee dee cocroft Hey there @Diane Louw That's why the truth is always best-much as it may implicate you. When the EL comes back at you later with a / related to that aspect and you have been lying your answer will make no sense question Tea Time @Lerato Moleke He seems to be more settled "DCJ she is correct She was an ensabler enabler* J. R What a superb actor Larry Hagman-He won an Emmy @Lerato Moleke Lord girlfriend you are a youngster And Matrix (Trilogy) for the 5th time "@Lerato Moleke I turn *0 tomorrow I have some sympathy for her as she is not a lawyer-these contracts are pretty complicated and always in favour of the purchaser Monitoring Koko's Twitter-looks like he is on his way with much to say @dee dee cocroft Krummel pap en sous asseblief Koko has it in for Rama who was a s/h? in Optimum which owed Eskom Billions--Tegeta and McKinsey is his ambit for the evidence. He wants to talk about 2 other 'HUGE' looting scandals at Eskom....... @Diane Louw @ALTA The lockdown is when the looting shifts into top gear-how much was lost from the COVID? fund "'Because 1.'.. what about 2. So many witnesses say 'for 2 reasons :1...."" and then never give reason 2" @Louis C I very much doubt it as they basically sit and listen-maybe it is negotiated DCJ Great point-You ALWAYS go to the client Was Zuma's son their colleague in Dubai born by then "Ok Lady @Diane Louw SNAP Ja this is a Vetkoek Franchise opening That's confidential info Maybe this was for the Alexkor coal mine "You dont disclose' trade secrets i.e pricing structures
Teunis van Ree,Hi there @Heather Durr 🌹 Would like to see Seleka's junior again. She's glowing! Hi @ALTA 🌹 Hello @Valencia J 🌹🌹 hi @Diane Louw 🌹 @corrie ferreira 🌹 @Diane Louw lol I want to see the junior 😍 @Diane Louw I'm handing out 🌹and 😘 so watch out! @Diane Louw 🤭 @FieliesSA Aaaw.. I am harmless 😁 ADSL on the blink again. Soon I will fire Telkom🥵
Pastor J.J,Blessed Greeting Dearest Friends. Have an amazing day. Let the fun and games begin........ @Salmaan Abrahams Greetings bro @Salmaan Abrahams You needed to send me the email with your details to be included bro @Sal SA @Heather Durr Blessed greetings to you too @Herb Tuck Someone needs to wake you up from that bad dream you are having. hahahahaha @Teunis van Ree .....naughteeeeeeee. me toooo @Diane Louw .....hahahahaha. no one can accuse me of not having a sense of humour @Salmaan Abrahams I was also young once you know.......a very long time ago though. @Louis C Unisa is close to Midrand. @melds melds 100% correct The quality of the chat has hit an all time low today. Congratulations to the few who ensured we reached this unbelievable low. @Gray Lawrence Congratulations on the ocassion of your birthday. @Power Electronics Calm down bro. Can we just have 5 mins of peace. That means dont post anything for 5 mins. Please spare us bro @ALTA I greeted you twice sister. @Louis C Yes they do but with a Proviso that it must be paid back if they are found to have been naughtee @Kevin Davis Luxury? hehehehe. Those buggers where Vegetarians @Power Electronics Well done. I also developed a machine where the ladies can get their manicure and pedicure done via bluetooth. I am currently developing a bluetooth fishing rod as well @Lerato Moleke I just had to. The man was trying to sell us wireless electricity. Someone dropped him on his head
tonia lathwood,What’s happening today friends  Yes please. I miss Kate hofmeyr. When will she be back on 
s'celo Mundau,Hi guys
Lerato Moleke,A fruitful & blessed day to all "Eish Happy ChooseDay Kelly 💐 "Yooh Heya Heather - I did greet when I joined the chat a few mins ago "Thank you @Melds. I suspect 2020 took a shower "@Heather Hey Louis C - how are you doing? How many KMs did you run during the holidays 🙃 @Heather D - running solo incl. virtual races is the best thing ever for me. I don't miss the crowds at races  @Nkosingiphile just 'loadshed' on what vexes your soul  "@Heather Many happy & healthy returns Lawrence .. You didn't miss much on the chatgroup - refer to Pastor JJ's 11:33 post "😆🤣 I'm dead - is Days of our lives still ON in 2021 Hahaha @Heather just googled Dallas  "@Heather "Joburg is cool I feel like removing that butterfly clip on her headphones "It's a pity she didn't have a driver - Gigaba's driver spilled the beans on bags of money "@Neil @Pastor JJ - the BT mani & pedi 🙌🏽 "Uncomfortable It was part of Eskom's 'value added services' to give suppliers home ground advantage 
sandy aitken,hope to see some action today:):)
Mntase,"Happy new year to everyone. We're back
Peter Lukas,Eskom looters are back this week
Sal SA,"@Tonia. Matshela Koko Yeh Adv Seleka on time. DCJ is 9n fire today 🔥 on Support staff must get their act together. It reflects poorly on the commission @Salman. Salaams n hope u well. Dr continuing from yesterday n later Koko @Heather. Hi hope u well. Definitely n the witness must be able to see him. Crazy @Salmaan. Yeh me too:goodvibes: @Pastor. Morning. Hope u n the family are well. "@Valencia "@Eric Ngidi. If u follow the line of questioning "This commission is nit a waste of time @Louis. This week I think Dr Ntheta colluded with Koko. She was soft on his involvement yesterday. Now she allows lower quality coal at same price. I think the penalties were a ruse "Reserving right to issue penalty Yes she must have received brown envelopes from Gupta's "There u go "@Heather. Agree Zondo deserves a national award for his role in unraveling the greatest robbery this country has witnessed "@Diane Louw No clean draft agreement!! What were the legal specialists at Eskom doing Surely this should have been in place. need Why didn't she take a legal colleague to the meeting @Diane Louw. Not necessarily from my non-legal experience Koko must have arranged a kick back for her This mama is singing "No way. These contracts must bread n butter issues Rush for Koko to sign i suppose "@Diane Louw. Totally agree @Kevin Davis. nil integrity @Diane Louw. Second world hahaha Sexy Went alone - brown envelope for sure @Kevin Davis. Come to Durbs for the best bunny chow Adv ask her how much she received "@Kevin. These Gupta crooks are from India How much Dr? "Forget the contract @Louis C. Hahaha "Fire for lack of trust yes "Too late @Bongani. Koko to follow shortly "Progress reports should be routine "I think she spilled the beans on this issue Let's get to the massive pre payment Surely the CEO could have engaged with her on the cost plus issue She means they all collect brown envelopes. One would always confide in your immediate boss!!!
