author,message
Johnny Classens,mäü
Amanda Bentsile,who dis I wonder if they have a backup of those affidavd
Andre Gerber,let the fun begin morning al all those holders looks like a library they have not said who mmmm unnamed whistleblower "she speaks clearly
Tile Thandile,morning
welton paulse,goodest of a morning to all
KhouryTonya,morning all
P V,morning who is testifying today and is it interesting all those files the files are thick a library indeed "i like the chairman
Sofia Sofia,Morning ALL ❤ who is testifying today ? Confident lady ! Woman power ❤ @Lebo Pie Morning hun 😃 Whats everyones thoughts on the budget speech ? ❤ 😃 😗 @Lebo Pie @gcina nkosi LOL haha @gcina nkosi y do you want more problems lol JJ @Dilip Badal Word! @gcina nkosi Grants have been increased ... I see the plan lol Y am I feeling like we having a postmonement ! LOL Cant they just do their homework after school !
Slindile Ngcobo,More Nobody is testifying today.... same as Yesterday Whistle-blower is a HER
Gareth Morgan,whos testifying today muppet she said her evidence so no testimony today ?
Lebo Pie,Morning All Heeeey @SofiaSofia 👋🏻✋🏻👋🏻✋🏻😁 @SofiaSofia I'm yet to see the highlights!!! But i heard something disturbing about SinTax 🙆🏻‍♀️ we going through a lot so wine mandatory 😶 Eish Laters.
Robert Russell,Where is crooked Lyn Brown ??????
Makatleho Moorosi,morning Lebo..just arrived from Bosasa
Dilip Badal,SANBONANI. "ITS great to see such great minds
Amanda TV,the budget remained me that I need a girlfriend an elderly woman will be perfect as girlfriend a girlfriend will help with my bills I also noticed that Sex tax was increased you got it right
Risuna Manganyi,those writing and listening skills with direct eye contact all at the same time??? WOMANDLA
Epnet Streaming,What on earth? Just paperwork? Does this need to happen during office hours? How much did this morning cost the state?
funicanz,Couldn't they do this in chambers?
Asanda Grootboom Booi,.
frans mofomadi,ai they should have done this via emails or phones
