author,message
Pastor J.J,"I wish you all a safe Not sure yet but we will find out the menu together with a few recipes soon enough.@Person of interest Talente Myeni.Son of Tannie Dudu I think.@Person of interest "For the sake of the safety and privacy of the witness If it sails your boat so be it ......@Mbuso Ndlovu ....But behaving responsibly is the adult thing to do. Did the SABC just run out of Data again? SABC...you can get Data kwik kwik now. Perfect broadcast on eNCA. @Horte Guzman Carrillo ...Please be sensible and sensitive to the rest of us and STOP man. Zuma and Son...Dudu and Son....Ace and Son...Jessie Duarte and Son in Law......and the list goes on and on @Antoinette Meyer ....Very true my friend @Colleen Arezio ...And i will happily be available to conduct the last rites....free of charge...hahahaha @Paul Buchel ...Exactly my thoughts. Why is it always MR X. Whats wrong with Y or Z?
Anne M.,@SABC Digital News Wow - check the sound. You nearly deafened me. @SABC Digital News Please check the sound "Yes Quite right @Pastor J Correct. Our comments are public. She got a bit emotional about a witness who has received death threats "@anya van loggerenberg Yes @Mbuso Ndlovu The witness protection has only now been put in place. JZ had 24 hour protection and as far as I know still has protection paid for by us. @Yolo More Do you know that as a fact or are you guessing? @Bongani Shibambu Thalente Cyril Myeni "Yes Yes "@Pastor J Yup "@Diana Sekatane Yes Looks like it. @Horte Guzman Carrillo ? @Pheladi Lamola I agree. "For people who don't know @BeachDude420 Peters 👍 "@Sthakathi Khumalo I don't have a problem with family members doing business with government or municipalities as long as they apply for work / tenders as everyone else must do and are subject to the same scrutiny as everyone. This whole middle man business is questionable. @FieliesSA Very hot He's Dudu's son @laura lee kruger yes "@Abel Matshidiso If you've done nothing wrong Yup "@Concerned South African SARS will definitely be knocking on his door @Michael Wild You don't - which is why SARS will come knocking Did he just take a cell phone out of his jacket pocket? "@Concerned South African Nah Scary and sad @Gareth Hellyar DCJ is reading the proposed order to protect the witness's identity
Person of interest,"hi Pastor Call Hlaudi about this equipment Hey Immanuel "Yes why is she emotional about threat on witness life? "Yes I am already frustrated No formula! what did you have to do for R2m? how vague can you be???? I can't recall... "Oh boy "He does certain work for R2m EQUIPMENT FAIL do we try enca? "For Pete's sake She is like a guided missile. Vat hom Katie! Team Z&H! Mr X after lunch "tshidiso "tshidiso
Thulani Bukani,Sound majita What’s going on? Why is Kate crying? I’m a little behind Isn’t this her son? This guy can’t recall anything
skeetpetegibbs,Sound engineers are surely from the 30% brigade. GET IT TOGETHER PEOPLE. The apple doesn't fall far from the tree. When did you start....at the beginning
Immanuel,morning amigos! morning amigas👋🙏🤝 is katie sobbing now????😳 this witness and ms myeni are they related? does anyone know???👋👋 this chap is so evasive and seems to be equivocating. i can smell a crook on the witness state. also the selective memory. i can discern that he was summoned to appear??? he seem to have graduated to zuma' s school of excellence he does not remember much hey😀 "he is the admin admin administrator to the same whatsap group of zuma and ms memela😅😆 does he even recall who his name is under the circumstances?? "dont remember no doubt he was breastfed by zuma😃😃😃 "oh no wonder verbal agreements are not worth the paper they are written on😄😄😄 "i believe him when he says he doesn't remember mommy dearest😀😀 "wow katie is aiming for the corrupt jugular now money laundering i heard gedleyihlekisa's name😁😁😁 why the loooooong silence now?
vincent kolobe,its gonna be messy today Advocate Hofmayer is gonna mop the floor with mini JZ regardless of how dump he plays "I'm here sobbing for Mini JZ
Mthobisi Zuma,ungenaphi u JZ lapho
Cedric Man Yan,Slight sound distortion. Lower volumne slightly. "For a ""professional""... I'd never pay such a loser 2 million Rand for any service!" "SOEs employ a lot of staff with similar 'professional' qualities
Mbuso Ndlovu,bribe Is she crying??????????? I will recognise the voice of Mr X😀😁😂😂😁😀 How long will he remain Mr X (forever) @Pastor J We are entitled to our opinions @Pastor J I am Mr X come and get me😀😁😂 @Anne M. The fact that he/she has received death threats means that people who want him/he dead they now him/her already why hiding his identity (he is already under witness protection) this is bull Zuma received death threats but no one protected him😀😁😂😂😂😂 @anya van loggerenberg 😀😁😂 Don't be judgmental!!!!!!!!! This bustaad looks confused It seems as if he does not want to testify @Jabu Malinga He is clueless This isn DUDU's Ben 10😀😁😂 @Ayanda Mqilingwa This is called selective amnesia😀😁😂 How did he remembered to come to the commission today if he can't remember what work her did to get 2million???????????????? why can;t bring people who still remember😀😁😂 Call Zondo to stop ans attend to the problem😀😁😁😂 This commission is captured😎 @Sithembile Dodo 😀😁😂😂😁😀 @Neville Watson 😀😁😂😂😁😀
Esha J,hebanna it's possible No Okay you going to prison
Nherera Karls,It’s getting serious. She is crying 😭
Zizi Skosana,yhhooo mbuso ndlovu 🤣🤣 "the death threats about the witness got her emotional "I'm pretty sure Judge sees where this guy is going. he cant remember anything what's going on now?? He Banna!! our ears tog any other platform we can use that's properly working? My ears can't take it anymore thank you @Tikvah
Welcome Kamogelo,I thought Mrs Hofmeyr cnt b emotional bt I'm convinced we are all human at the end of the day 🙏 "Mrs Memela must be on some ""uya zenzisa lo""😂🤣"
Eliot Chauke,Mr X. is Ace🤓
Simphiwe Zimu,@pastor J I agree "@Anne M yes That was in response to @Mbuso Ndlovu.
Rob Nel,The voice will be distorted. This guy does not know what is happening in his own business?? Does this dude know how old he is?
Vuyo Tshekela,"can someone correct Kate that it's Mhlathuze @Mbuso Zuma has high protection services 24/7! does he need more
anya van loggerenberg,@Anne M. she probably knows how it feels to receive death threats 😢 #StayStrongKate @Mbuso Ndlovu he probably sent death threats to himself 😒 pink suits Kate well👗 he is very soft spoken🤔 too soft he has difficulty keeping eye contact 🙄 amnesia...he got bonked by the same Zuma hammer 😵🔨 lol SABC whats going on with the signal its glitchy "im going to enca bidvest is suspicious @tshidiso mpho Bidvest looks like Bosas number 2 they however have a bank to hide their dealings @tshidiso mpho they probably are watching us now scary... but what is done in the dark will one day come to light for sure
