author,message
Bridgette Kekana,vuvuzela blowers sound system is poor can someone call Richard Le Roux Dennis Bloem was Anc member to spill the beans he is tired and Thuli Madonsela for prez from Anc to Cope Bloem is a vuvusela blower @ Felix our gov dont want to address the issue of population control ok @ Felix Bloem was Thabo Mbeki s clan bfore he joins Cope Arrest Agrizzi for kword @ Grant 😂😂😂😂 even the magistrate are implicated one doctor is going to implicated about JZ s medical status Bloem is angry n aggresive Havoc is the big word today 9 wasted yrs Malema is corrupt to the core he is a vbs his cuz @ Refugee😂😂😂 @ Hi cuz Eish l not sure about the eff even a blind man can see we are not fools @ Mudau it is true JZ is a drawback where is Ace Magashule s name JZ said he is not going down alone that is why he has formed this inquiry Sure @ Makhosi not the eff l m staunch mem of the Anc but this one is tooooo much ppl Dennis Bloem from Cope party Aowa l m waiting for Ace s to b call Denns Bloem No free education but free flow money modende must b R3000 per month Mugabe invested in education n skills but in SA dololo ok they pay bosasa for tenders Yes lets tender system n go back to investment @ Peter l agree with u Corrupt ppl must go n they must b stripped everything attached their properties @ Moeletsi one potato spoil the whole sack Eff is angry it was formed out of anger blood money @Frans😂😂😂 we want land but we are not going to develop it l think we are not yet well equipt @ Xulu it is obvious If u dont give me money l collapse money the root of all evil we hv power but not wealth so which party must we vote SureChoma l m disapointed by Gwede Mantashe @Yandi 😂😂😂 @Mzala his name was mentioned yesterday
The Vuka Experience,Volume we can’t see SABC y’all are starting with us. Volume we can’t see Volume we can’t see Maybe they are still not paid @TK I’d like to think someone is constantly monitoring YouTube live. They forgot to turn on their mics. The camera inbuilt mic is not enough eNCA didn’t make such mistakes but Zondo kicked them out lol There we go Back on Haw mess again @SABC Digital News the Sound my guy! @Yandisa Masina 👀 Fix the sound haybo 😩 Thanks 👌🏾 Nyuku 😂😂 He speaks like a preacher 😂 Is there more damning things that Bosasa? Bloem is that one guy who is coloured but all his friends are Xhosa so he’s stuck in the middle 😂 Motlante is a national treasure. Audio SABC @Phumlani Lukhele 😂 Audio SOUND SABC My sound sounds muffled 😢 Sound is muffled. Sounds far! Sound is muffled. Sounds far And now? Sound is still bad! They sound FAR! Am I the only one with bad sound? Fix the sound damnit SOUND SOUND Sound Sound Sound Sound Sound Sound Guys I really can’t hear anything. The volume is low I have just checked the sound kula PIC commission and it’s perfect. Here is muffled @ZAR not for me and others as well I’ll come back later 🤦🏾‍♂️ sound is too bad I’m back and the sound is better 😆😆 @Fils de l’homme the term call us black people. "@Fils de l’homme of course you see colour @Makwa Choma DA doesn’t even feature in this convo Why are white people suddenly emotional? Y’all are the descendants of the most horrible regime which you tell us to forget about. ANC messes up but your forefathers presided over the worst era EVER @Mike Lock what’s wrong with being a revolutionary? "The term “BANTU” is oppressive "@Carl du Preez the past generation never atoned @Fils de l’homme that term was given to us by your forefathers. You are being passive aggressive and intentionally being racist. "@Carl du Preez we are not talking about money "@Carl du Preez that’s nothing new There are a lot of passive egressive racists here. We see you 👀 I am very much againts what the ANC did and is doing but let’s wake up. There are still apartheid companies that benefit from protected apartheid contracts and make billions. But ok! The DA involved in millions of tender irregularity in Tshwane but ok. @Fils de l’homme continue with your passive aggressive racism. @Carl du Preez first of all don’t fight land expropriation without compensation.That’s a great start. Education must be decolonised and white schools must teach the truth All schools in fact @Ixole LOUDER @White people own 73% of the land and yet they only came here with a boat and spices. Yes Gov land should be expropriated too. "@Praesesza and @Carl du Preez those are official stats from the HRC. They are facts "@Carl du Preez they specifically presented the racial composition fam I’m driving now. Later "@Praesesza and which white person came here with agricultural land? This is my point "@Praesesza and which white person came here with agricultural land? This is my point
Sipho,Bad sound thanks lol Havoc Everybody knows
Mawonga Gayiya,Volume please
Thapelo Motabogi,"since yesterday
Lehlohonolo Mokoatle,Audio not audible "If this is meant for the people of South Africa Is someone checking the youtube live chat or we just complaining to ourselves? Justice Mokgoro enquiry sound is doing well. Maybe the I.T company hear is one of the Bossasa associate company. They don't want us to hear the evidence. And now
Felix Muyoba,"Creatures of the world mr bloem is a real politician..one can sense that @ZAR he is a preacher "overcrowding in south africa he was yenning to come to the commission passionately @Bridgette Kekana i think he meant in prisons not the general population of the country.. "@welton paulse hahaha shutdown bosasa now! this is a true patriot..you guys should value such people in your country regardless that he left ANC and is with COPE..he is truly a nationalist!
K,"IT Technicians please fix the cables there The sound is killing my eardrums yowehhhh Thank you for fixing the sound. Much better lol. Sound engineer has Accompanied himself like Van Tonder yday lol why is this guy shouting now??? Bloem is too loud yoh hhhaaahhaaa...Mogale Selecta -😂😂😂🤣🤣🤣 Oba tshwaretsi plaka BLOEM. 😂😂😂🤣🤣🤣-Havoc neh King the sound is fine on my side. ANC nnnnnehhh!!! I clapssss Vytjie Mentor must come back to explain more. Time to give ATM a chance "Guys please....Argggghhh maaan Take your fights elsewhere. You are boring us "Thanx Tshepo. Exactly my point. ntlxaaaa I like Bloem....KE NYUKU Baba It started @10:00 "Can they please not go on lunch ATM - I am willing to give u a chance. Malema has no backbone VIVA BLOEMMMM VIVVVVAAAA!!!! Thank You Mr BLOEM & Mr AGRIZZI... Bathabile Badakiwe she's too quiet maaaan....Mama Action must come forward too. They must summon her.
Thokozile Zwane,volume please
G Mann,Sound going to drive crazy have visuals but some sort of interference on the microphone fixed! Yebo yes He says Grizzly bear was telling the truth 😃 sound on but volume low Zondo for president this guy gonna drops bombs 😃 Bloem gonna bomb the snakes sheep and snails @Mudau Rudzani he excited to spill some beans 😃 Zondo likes this guy He's talking parliament...gonna drop some big names today 😃 popcorn time Zondo asking s many questions cause he wants to run for president lol President Zondo wants Bloem for deputy president...havoc everywhere
