author,message
Siphiwe Gomba,anyone watching senzo court ? i don't know am looking for it please check on your side
Thulani Bukani,is it on YouTube?
Pardon Tshepo,we still waiting on newsroom Court on at news 24
Maxwell Sibiya,Is Senzo court case being televised?
moegammat africa,The cumlocutive snouts are about to sniff out the incendiary! kwa lumi. 🌄 :buffering: South Africa's interest on overdraft is huge!:elbowcough::sanitizer::washhands: South Africa! claim you're insolvent!
Natalie Soine,Zondo drinking some redbull first Thank goodness she doesn't um um um um um er er er er er "U
johannes mailula,we knew all along that the killing of Senzo was planned an the obvious reason is we knew who killed him just after the day after his death so please NPA arrest that madam we know about it where Gerrie put his foot on the truth will always relieved come on Nel
Pastor J.J,Link for the Meyiwa case @Naledi Barron and @mrp ..I am in total confusion. If you are both in the UK then how are you 4 hours apart in the current time there? @Heather Durr Yes I know about that but i dont understand how they are 4 hours apart at the same place @Louis C Brilliant....hehehehehehewhe @Louis C I responded to you in 20 seconds. She is Celia Malahlela Former Exec for Supply Chain Management. Earlier news reports seem to indicate she is not implicated. @Cooler Cat I am not surprised at all @Cooler Cat The reports on the news says her name appears on the charge sheet/docket @too ez What dont you understand? @Anne M. Sadly and disturbingly so many chose to or continue to insult woman on this chat. @R E How are you doing Aunty Roza @R E You ignored my earlier message @Naledi Barron You are the sweetest girl around . Thats so nice to hear Goodbye til we chat later again. Off to lunch to celebrate my granddaughters birthday.
Heather Durr,Dear All Hello It was great to see Gerrie Nel again This evidence leader is lacking in evidence leadership skills With respect this lady has a trying name This leader is blind Where did they find this man Was Senzo assassinated like Gerrie said Level 3 waits for us Answer please-Was Senzo assassinated DCJ is not impressed with her offhand matter Oh Lord she is driving us all crazy I dont trust Cele Ok now I need a tequilla You must stock up this week @Paul Buchel But Gerrie has nothing to do with the case Look at DCJ madam Oh for heavens sake-get new glasses GET NEW GLASSES EVIDENCE CONFUSER @Naledi Barron Hi Naledi 😉 The first lady yesterday was way more beautiful @elton van neel Hiiiii:) "NOOOOOOOOO. You must say ""Is that correct??'" She is wearing foundation and powder that is why her face is not shiny DCJ has fallen asleep "USA sold to Saudis @elton van neel That was the USA who kidnapped a German to build the Atomic bomb on Nagasaki in WW2 @Naledi Barron correct I think he defected to the USA "Robert Oppenheimer was the 'father of the atom bomb' in 1945 Tea Time Evidence Misleader Senzo case all over the TV Tea yaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaay @Garrison Shilongo The first woman yesterday was to me the most beautiful Level 3 US Elections next week @Lee D. Hendrix Oppenheimers @Lee D. Hendrix 750 dollars People must see that justice is being done-it is about perception-wait till Zuma comes "Trump is bankrupt @Rob Nel 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 DCJ is back defensive Australia DCJ IS NOT INFLUENCED BY HER LOOKS @Louis C He spoke loudly😂😂😂😂😂😂😂😂 @Simphiwe Kubheka I am captured by Myburgh @Rob Nel Oh Rob how did you know I am so accomplished You guys like the foreign ladies not the local ones I see Why did they want Senzo dead?? Then why do they need Gerrie if it is so simple @Sanjay Maharaj Thank you! Cele is involved in everything-he ie corrupt to the bone @Tums tum tum That statement is unacceptable DCJ is annoyed that she is so disrespectful and offhand She finishes his sentences and acts like she is in charge
Gerard Victor,He should be taking on Malenema and Zupta "Its coming Keep this ones passport if she is in Europe @ JOHANNES MOSELANYANA All i want is Zuma in JAIL!!! "What was the reason behind the ""HIT""" @ Simphiwe Kubheka ​ and killed by his own people? @ Sibusiso Cilo Led by Cele its no surprise The educated liar is stumbling here "@Mzalwane Mzala Educated whites that had to pass properly and not with 30% "@ Vuyisani Sikobi then why was there a brain drain after 94 @ Sanjay Maharaj I totally agree I am not arguing the fact-just that post 94 it became reverse apartheid and the country started going downhill then just gathered pace into junk as being led by thugs "She is so condescending-Karma is coming
