author,message
Mzwamadoda Mankabane,haai mbeceni
Lucky123 Thwala,kulindwe u Jimmy Mnyi yini kodwa baba Zondo ngathi uthatha kancane akashitshwe kungene ubabu Maseneke please stop it. give it us all baba hey lobaba ngiyamnthanda yazi i like this man after tea this lady must rescue herself and Maleka back sis siyambonga manje "i wonder what Zizi Kodwa will say after all the prevous witness and Rama testifying now Zuma will still say there is nothing compromising him in this testimony Rama and he not coming in the inquiry. lomkhulu uyakhuluma viva Maleka viva after 2h00 no no no this man is not done half a day we need him for two days
Desmond Masilela,Labantu akaze basigcine iskhathi nakanye Eishhhh this old man is divulging everything here. Disclose Mfanakithi (my boy) Rama is on fire they even forgot to take short break @ 11:15 Whose he? is he reffering to Zuma?
lucky Molepo,what time are they starting "Zondo loves gossip
guru ji Jyotish Kendra,"ज्योतिष से संबंधित सुच्चा मोती
michael mbatha,"Will start at 10am Too much time at salon Now I see why Sipho Seepe was often defensive of Zuma in his analysis Camping there Come running 😂😂😂
Star Shine,It Has Started Ramatlhodi In The Witness Box She Not Prepared Not Enough Time At Salon @Singi Mathebula You Cannot Buy What Is Not For Sale @Valencia Makola Indeed "Yes Zuma Was Fishing Yes But It Takes Big Bait To Catch Big Fish "You Can Not Buy What Is Not For Sale Yes Swidler Degree Swindler Degree Haahaa Hoover Yes If Manyi Comes Back He Will Fry In Hotseat Haaahhaa Rama Haahha "After This Yes It Does Seem So @Mkhululi Zondo Is Fire Today @Lindokuhle Mnisi 😃 😃 "I Do Not Block Ppl Unless They Personally Offend Me
Tshepo Mahlangu,Counsel looks unsettled mus nje Ngathi it's going to be a looooooong day klaar Law school revisited "yoooooh mmawe ...added to body shaming. @Mfundo Kunene "JZ is a great politician The look on DCJ when it was mentioned that the Business indaba will be held at Gupta home. "Uyacula straight u Adv. Ramatlhodi 🙆🙆🙆 Ziyabuya hierso vandag.... Uyacula Adv. Ramatlhodi What happened to the evidence leader? Substantiate your argument that he is lying @Keatlaretse Phetwe
Tobo Lwandile,she's nervous who is she "this is important evidence it shouldn't have been lead by this woman you see now dcj is taking over we had no complaints sindi we might as well conclude after this evidence it's explosive they can't even take tea can't even work don't want to miss anything @nellie2 why would we doubt him manyi comes up again after denying everything yesterday
Tebogo Evans,lol what is she saying who is she vele yerrr I'm better that her boring day my grand mother can do better but this one nooo she must be fired thando onya mmago wakwa "thando
Vuyisile Ngesi,Counsel sounds and looks rattled.... @Keatlaretse Phetwe kindly substantiate...
Kwanele Mbambo,She is really nervous I salute Ramatlhodi
Siya_Map,A very loooooong one indeed.
holylady1000,who is the lady? who is she? who is the lday? she is beautiful She is my sis and i am proud of her but i feel she need to add some oomph to her voice to have that conviction.
Thanduxolo Fokwebe,"on page 6 WOW 😱😱😱😱😱
Kwame Okyere-Boateng,yawn....yawn......yawn @Thando Nkutha true that! you cannot practice in your room alone already fighting after only one question? hawu...no chill tuuu order @Tobo Lwandile she is also qualified to be in the space...allow her please to practice DCJ is there to support her remember they are all asking and responding the DCJ no doubt she beautifu she knows we know she is ahwa...DCJ must allow my sister to work here there is a canary in the seat.. he is singing can of worms 🐉 Pravin is ful of it........he has too much to say but he just remained high level blah blah
Nkosinathi Sihle Shange,😂😂😂 🤗
s'phiwo mlindazwe,"sorry for her
jacob phala,The DCJ is giving her some lessons😂 irrelevant cousel EH! Guptas mara The counsel has been reduced to passenger now
