author,message
kgotso selome,anything anyone??? morning MM who is this chap?
Mashao Mohale,Morning I feel for this man. Defending lies is difficult
Kay Kay,my favorite advocate is here Ms Hofmeyer is in the house Vuyo Mvoko🤔 So the ENCA Vuyo Mvoko worked for the Guptas?
Anne M.,Morning "@Mark Connelly Yes Mr Pretorius is not the athlete Oscar Pistorius
Person of interest,"Molo Tie in da house! "They have to build a narrative to nail the big fish. it could be a diversion "Yes listen to the questions here.. "Elvis "Niek Who put Gigaba in? Hey this JZ is slippery. Who is protecting him? Guptas were busy before Mandela. He won't catch up to Agrizzi "Brennan His meds making him thirsty But Hofmeyr will corner him "Yes Lola "Yes Lola No Mark. Multilayered thievery "Mark Yes Lalalala Lola 👍 JFK just enjoy the game for the game's sake I also can't stand the quota system in sport. ot fair to the players "Byebye Lalalala Lola this is crucial testimony Adv Hofmeyr 💕👍 He stopped the breakfasts "Very interesting Thando Who is this Donald that he spoke about? John Doe stop it Zondo will get clarification Advertising payment problems Donald Diphoko at Media Shop. Listen people! Litigation with ad agent "Danie "Judge Zondo for prez He is giving important evidence OK 16 Sept 2012 is crucial here... More after lunch Hope media people come to Zondo to say where the money went "Thando "Listen Danie I think he is Something fishy about the invoicing BAM!!!!!! BAMBAMBAM!
Constance constance,waste of time and money...when is this going to end
Humphrey zerbini,morning who is benefiting in these commission really because it's clear this is another way of wasting our tax money
SwaziPrince,state capture thingy is wasting tax payers money
Elvis Malakoane,his tie though He lives in you:you wake hot this morning is all OK yebo nobody is yet is benefiting but I think we must just be patient who else did not benefit from the Guptas except for me and my wife man is thirsty Rob Nel :ask him which HRC cos we don't have such a thing Hi person of interest big words this morning am wrong to think politics is a stove one group replaces the other or what? person of interest ohk guptas cleaned eskom person of interest me 2 jz but of what he says is not in a paper report form like that guy of yesterday this man is caught jfk yes Adv Hofmeyer is cool and very clever she is sinking him humbly lola cookie stay here JFK he is lying himself into a corner she will lola cookie he is confusing himself at least pretorias gave facts and figures this chap is thirsty and coducting a choir I have enough popcorn with me this guy must go on pension after this born free bokke will win adv Hofmeyr 11h35 that is not coming back lola cookie for sure no not in Zim this guy enjoys his voice Me o interesting tie u mean Elyou that too Hi yes they did thanks Elyou yes cos I read that politicians are Gewetenloos John Doe is all well this morning you are right But tell me guys was this a manager at eskom a immanuel something like millions but you pay still lola cookie lola you quite Elyou Rassouw he plays first man on the ball you can see he likes catering with his tie on Elyou Rassouw yes maybe he is missing them Guptas conman what is this man job at eskom He lives in you this chap can irritate even the pope that is grand I will thanks TNA was running Eskom a Gupta company owning New age this man Is buying time Davlin court so you guys from UJ must come and testify thando nkutha he will blame everyone exept for himself but he was their boss thando nkutha morning then maybe they have a confession to make I hear you Rob nel where? Rob Nel you caught me Mbuso ndlovu they wanted early food and then you will how you get lunch and supper when he comes back dies anybody remember what they must to him not to run away Zuma that is right He lives in you what is their defence of the man zuma he is lying about everything remember his evidence is judged against Pretorias evidence very arrogant and narcissistic Thando ndlovu don't know what? Thando ndlovu if you heard what Pretorias said yesterday and what he is saying there is fine line which makes big difference in evidence . Stay with me! follow this lady's logic you will benefit thando ndlovu sorry I misunderstood forgive me its hot today it affects my brain water Elyou Rassouw maybe he needs some water but this lady has suprises for him watch true Elyou Rassouw he says he is in charge but he is responsible for nothing thando nkutha I wonder if her husband takes chances of lying to her Elyou Rassouw you right he is gonna fall wonder if they chain for him for after lunch cos they are lying basisi she is humble and knowledgeable I hear you to mean he might be dead after lunch? adv Hofmeyer is trained in listening after telling her bulls hit story she comes for you Born free he might not come back I hear you he is going to send a doctors note "Simon Davies he is beginning to realise that this lady is coming for him 
Moshoeu Mabusela,This corruption seems like is pre-arranged in the ANC. That is why nobody is held accountable. The commission is just to pass time. "@arush197214 i agree with you. SA needs a saviour. Only prayer can save this country from digesting itself with corruption "Prayer in Jesus Christ name "Is divine to die for the truth
