author,message
qkslver69,🤷🏼‍♂️ 14:04
makhosi nobhatyi,Where is live?
Tile Thandile,it's 14:30 bro there hasn't been progress the whole day "she's learning at the wrong place who has time to calculate steps
Desmond Masilela,14:35 pm Here we go I'm not expecting this adv tomorrow!!! Where's every body??? Why I think Ms Mentor might have forgot the date she traveled. @Lebo Pie. She said so. But im not 100% sure of what she said. I think She's confusing Monday with Friday @Thando Nkutha 😂😂😂 "if we sill have this adv @Magugu Guguda Ngcobo. She's just a mess!! @Magugu Guguda Ngcobo. The Chair is lecturing her each and every question she's posing. @Thando Nkutha. 😂😂😂 Its now almost 15hrs and Ms Mentor has not answer any question from the adv. Bcause the Zondo is lecturing her. @Thando Nkutha mara Thando.😂😂😂 @Grayboy how. Absolutely @Thando Nkutha And now the adv is talking to the Chair.....another time waste for Ms Mentor. @Thando Nkutha. She's even confusing the Chair. Every time the chair has to ask which file she need to open... Jerrrrrrr @Thando Nkutha This adv always perform like this. @Will123Ben 😂😂😂😂 Can we see the map Zondo is tired really As I said about this advocate!!!! jerrrrrr Now she's testifying about toilet? Where would be the ceiling if the ceiling is not high? We are now in Brazil She was eating curry that is the reason she always ran to toilet Now we are on Media @Ron Burgandy. She's sleeping She keep on answering with no full stop Now the advocate is standing there doing nothing But she can remember the ceiling Mentor is tired now Contradicting herself this lady
Nooneisnoone,Adv looks bright and sharp
Grayboy how,here we go again.. who's legs us she talking about they closed the stream down @felix it is slow aftee lunch man...the pap was heavy what now still unprepared he is schooling an advocate now jarr this is an absolute disgrace to the law society not you again tomorrow aunty more admin jarrr poor Mentoor is sleepist there @desmond true...the judge is schooling an advocate who is getting paid from our tax money @goolamv the first waterrrr was bossasa supplied ms Mentoor has not spoken for nearly 30 minutes now zondo is thinking how did this happen "what is the advocate's name...I this advocate is questioning the chair the whole day according to her the chair is the witness shame man whose child is this hahaha step it up jarrr now we going to talk about steps jarrr I give up advocate bwing schooled again..have mercy on hwr take your time Zondo will have this woman removed too much yes or no Zondo is dealing with two rocket scientist the tree is also now included @goolamv hahahaha poor zondo has to help again this advocate should be investigated for being captured is there cricket today @nichol yip..look what your tax brought us zondo schooling again poor Zondo...is losing it with this avocado pear please jarrr going off the rail again sing aunty sing almost going home time now they working hiabo toilet seats
Brian Bhara,hey u thief
Lebo Pie,From 4.2k viewers to 571 @Desmond i thought she said she was clear 😪 @Thando stop it 🤣 "@Desmond must be the time difference Imagine Adv le Ms Buthelezi 🙈
Felix Muyoba,@Grayboy how it is a metaphor..not literally legs! "@Grayboy how hahaha i hear you there is no flow in these lead evidence..so many interruptions! she sounds articulate but there is no flow.. zondo you are right..did the advocates satisfied themselves for the video to come as evidence? this advocate is too monotonous that is where zondo is trying to leade her too.. yes please..let us get done with her "agg man..steps/stair case @Fikile Khumalo i thought steps are building blocks of staircases..pretty much like a chicken/egg situation @African Refugee haha..you want to remind us about the boers sjamboking us on the streets or what? wild goose chase hahaha the cross examiners will find it difficult with mentor..it is going to be war.. no 5 please she is too much into jargons..we laymen dont need that..we need straightfoward things no 5 thats what i think also..no 5 please..leave all the jargons.. @Sthakathi Khumalo you need to follow for you to understand what is happening..it is not that you are an expert when you do that..you are still a layman @African Refugee no man.. "me
dasilver Valo,My legs are sour from squats
