author,message
Ashraf Thebus,whats this about
Aubrey De Bliquy,about 10 o' clock @Gray Lawrence These are just the little cogs in the wheel. Zuma is happu as a clown lounging in his fire prevention swimming pool. "@pius194 Corrupt people aren't racits @Humphrey Khwidzhili Our poverty is created in the world fiat banking system backed no longer by gold or oil but pure fascist monopoly capital. I hope the ANC cleans up it's act. Corruption has bled this country to death. Eskom is the canary in the coal mine. We don't have time to change government. Our need is now. WMC must be the amest political slogan of the morally bankrupt. Way to go. Let's all hate one another for a skin clour we cant change. Way to solve problems. Sound program management LOL @Louis C and our ladies sit for hours at the beauty parlour with curlers in their hair while our black sisters are staightening their hair with all sort sof products. I prefer them proudly natural @Phumzile Kumalo so true. Nuance is everything. I am tired of politicians trying to make us hate one another for s akin colur nobody can or should change. It is nuts. @mervin harrison I havn't got your land. I promise. I can't even aford my rent. This witness is impressive. Denel was/is a world class company. State capture has destroyed it as it destroyed Eskom. I am diabetic. I can't drink but I can grow weed on my stoep which is perfect. @Louis C I don't know. I was working at High Rising when they were making carbon fiiber dishes for the large arrray teeopes in Chile. It would be sad if South Africa lost this brilliant ability. I have a solution which can save us all from this sorry state of scarcity. We must fast track plasma turbines which can end our need for Eskom or oil or coal or nuclear energy. The best kept secret. @Canis Africanis We can do better. We must insist. Let's just do ikt and not wait for leaders. Their are none who put people first. We are alone. @zip reeper must be the weed. "No @Mbuso Ndlovu He is professional @zip reeper I am watching this while I am making a magnet motor which I am hoping will not need fuel. @Canis Africanis Just give me a piece of land to nurture my family so I need not pay rent to live in the land of my birth. @ncamisile Radebe I see no reason why it wont work other than the fact that 99% od so called settled science says it is impossible. But they have been wrong before. @Rene Ngwenya Maybe because I know denel. It is sad. These people are professionals that should do us proud. Only ignorant bufoons damage such a gem. It is experimental. about 30cm diameter The idea is to reflect magnetic energy into the commutator at transition to achieve reversal. "@Rene Ngwenya But it is heartening in a sense to see the corruption is only at the top @zip reeper Let them come for me. What a blessing to die at the hands of your foe and the foe of humankind. 🙂 @Rene Ngwenya perhaps I would not know that if by chance I had not seen their facilities. They are awesome. We should use them toi fast track new energy for the masses. @zip reeper Life is precious. It is not less precious because it is precarious. @Jacqui Baumgardt Money is based on gold and then oil and now just blood and fiat fascist power. It threatens us all. @ncamisile Radebe Dont bother to make it work. Understand it and design experiments to understand it better. 360 degrees of propulsion needed. @Louis C I am so broke when they phone me to ask for oney I offer them my sympathy and prayers. LOL It is all fiat money. @Rene Ngwenya That iis why your words are more precious. @Singi Mathebula They wanted to win their case. I wish he would stop with this WMC thing. It is so dumb and sterile. I tried my best to stop being white. Staying alive is my first prize. LOL @Louis C My joy is following my dream to bring down he whole scam with free energy for all. It may be possible. We live in a dark age of arrogant delusion. cool more witneses "Appealing to WMC arguments is like the most racist exploitation of the dumbest and most desperate among us I can't laugh at the clowns without laughing at my children. It is their world. I will not be party to making it worse. "@zip reeper No "@zip reeper Be at peace with who we are. We have travelled a long road together and our children will be here when we are gone. I want them to live in peace and prosperity "Awesome 2009 I wonder whee he studied. @zip reeper All whites during Apartheid were not racist psychopaths. "@Sam Monkoe Yup "By the way "It is cool that our constitution protects our sovereignty to use dagga privately @Rene Ngwenya This guy is a professional. Looking for the bad guy among these rank and file professionals is like trying to pull hens teeth.]
Phetogo13 Pheto,I wonder why Nontsatsa Memela and mr Ndzeku were not arrested by the hawks after a damning evidence at Zondo commission
Heather Durr,I am in the wrong profession-i should have been a translator Ramaph in quarantine Morning all-is this the only guy for today that you know of @ALTA Hey Alta He is not a crook-this incompetent Evidence Misleader will never be given a competent x examiner @Teunis van Ree HI there *I mean a crook needs a proper x examiner not this Kennedy I am interested to know why he stayed on at Denel even with such fraud @SanFran Arnold when is Brown giving evidence 'baffles' Ramaphosa in quarantine-I suppose he can still do damage from there @SanFran Arnold basically deal with it or push off @SanFran Arnold Switch to Live Chat at the top refresh 73000 new Covid cases in USA in one day I think Celia should have been his boss Nothing as beautiful as Amy Lee Of Evanescence
Mr K Lakhan ʕ•ᴥ•ʔ,hi.. so small crowd today.. today..I'm defending mr malema. ..they came across 50 shades of white. he got epilepsy. 💫✨ therefore he pushed. thx schuster
Xolani J Masemula,"Hello Everybody "Our old friend Essa is back here we go
ALTA,xolani hi heather GM gray GM gray 😀 Valencia hallo paulo ... maryann GM sanB more😘 samuel GM pastor GM bongile GM sanB ... same here agree sanB naomi jacqui GM pastor yes i saw it now after i restarted my phone thank you a very GM to you Naledi hey hey😘😘 Naledi hoe gaan dit Naledi... very very hot today louis c ... more more gaan dit goed thando GM Louis C.... mooi Naledi... drink a warm cappuccino met net bietjie ....ietsie😁😁 yolo GM:virtualhug: khanyi GM😘😘 zip GM zip .... pastor is giving land😁 zip 🙄no alcohol is toooo expensive simphiwe GM simphiwe... thats why i drink rooibostea zip .... im in the corner😁😁 zip... let me finish my tea aubrey .... i smoke cigarettes only... Jacqui... 😂😂😂i did apologize louis c.... ek weet 😀😀 zip ... i agree zip .... i do feel for our country we lost billions money is the root of all evil Jacqui..i do agree louis c .... brilliant 😁 zip ... no onions only cheese&tomatoe ty zip ... ja asb louis c ...naledi...zip...elvis presley...bridge over trouble water louis c ... agree sanB my thoughts as well
Mazda MJ,Are we ready
alowis musodza,Yes yes mazda 🤣🤣🤣... are we ready... all rise Who is on the hot chair today? Fielies I would rather watch zondo... the eff story we can always catch it later on the news. For zondo we need blow for blow... Thanks Douglas We want another commission on the colors of the ties What’s happening now...
FieliesSA,"Ah man im torn in 2... Watch state capture @Valencia J eerste keer wat ek jou sien afrikaans tik. @Heather Durr Lawyers at that age has learned a trick or 2. Plus he might still have to get frustrated about the gross incompetence. I remember Hulley and Myburgh being calm at the beginning
Douglas Masuku,former group procurement executive "I think Kennedy is methodical but mild mannered. He reminds me of ""Slow Poison"" Seleka. Watch this space" No. he's a skelem catcher
