author,message
Askar Niko02,world religion have religion law can not accept new a witch mafia to be new religion
Tamar Linder,They are ALL corrupt in this government!! Bought by Deep State!! Money talks LOUDER than logic or real governance of the people!!
Alvino Theunissen,Let the Chair decide if the judgement is complete not defendants to tell the Judge! Mr Notshe is back.... Mr Notshe ....we jump from their Denis that should done in advance everyday the same old things! @Moloi : the file issue not he appoligise hehhee 🤣😁 This guy is a joke? Advocate Notshe Political Speech her view of her loyalty to ANC Ai the Chair helping the Adv Sound like an Inexperienced Prosecuting Adv why didnt the put an more experienced Advocate Agree @Doctor M Manaka agree the chair is assisting the Adv on his duties @Madla why then is an experienced Adv acting like his inexperienced and delaying the commission She deny everything! @Cain they swear under oath so truth is important! @ Jean-Pierre fully agree! Agree Fuzile If the child is not employed full or part time by Bosasa then it illegal to hire transport for child.
Sicelo Ucucho,Deep State? this is not America you clown
Thobeka Masimula,"thi commission seemed to be taking longer than expected
Zeetox,Hi
Arega Ali,Hi
JDTheKidd,poor
dennis oldude,so we take 30 minutes to get absolutely nowhere And that is probably the last honest thing that she will say - her full name that is - the rest is suspect. will GArizzi be allowed to crso examine? Can't they sort out the housekeeping and mechanics in advance - waiting for this to happen is a complete waste of time any excuse to waste time and taxpayer money and the 5 minutes is calendar time no one at the commission has a normal watch how long is 5 minutes? I am a hero - not a thief - despite all the proof that says i am a criminal "can we get to the point please""?" who cares about the background and which soccer team she supports and what has it got to do with Bosassa money. The commission is not about soccer its about stealing money do we have to listen top this diatribe? You won't survive the state capture punishment - if it ever gets finalised - Please Judge - stop her please get Kate or Paul to take over here/
DIAMOND KOKO,whacing from Botswana
dee dee cocroft,relax the party is about to begin one sentence one page blowing her own trumpet a skelm belief I'd say I. I. I. I. only truth will set her free can't do a full days work monoply money . all rise it's almost lunchtime dop en chop en ching ching ching sound please get Kate now!!!
Siji Siji,Watching from the UK
Ram Kumar,. .
BOIKANYO MOLOI,General Salute "another hour of sorting the files u survived all those and yet you stole from the poor no prosecution because of the incompetence of the ruling party and banana Republic
