author,message
Mike Moja,en nou?
Reinette Raubenheimer,don't think they will live stream Mr x @tikvah thanks
Person of interest,Ms Hofmeyr looking pale today. Needs a holiday. Getting some documentation sorted out in relation to Mr X Certification of translator for Mr X "@Mbuso "Mbuso 👍🏾 me too Anne rolling blackouts while hairdresser halfway "Mbuso Sounded like this witness daughter might have felt threatened and he reported the call to the commission? "Paul we are all victims of the propaganda machine of the global elites
Derek Main,"Going on Myeni's testimony JZ's Foundation is just as corrupt as the Clinton Foundation @Margareth Waterboer Yes - there were rumours that they were/are lovers. Doesn't bring a pretty picture to mind. @Elvis Malakoane Yes - that is the bottleneck at the moment. And the criminals keep on plundering in the meanwhile. @Mbuso Ndlovu You seem to have a real beef with the chair and the commission - care to explain? @Mbuso Ndlovu Of course we are - just trying to understand where you're coming from. Would you be critical no matter what? multi @Diss & Dad I think it should continue indefinitely - until all the criminals are behind bars. Exposes corruption and acts as deterrent. @Diss & Dad I don't think he has yet but I think he should be given one. @Diss & Dad I would like to see a permanent forum where the criminals can be grilled and shamed on national tv. Hopefully that'll put them off. "@Diss & Dad I'm not sure but I put my faith in Zondo. Perhaps the format could be relooked at for a more permanent ""live"" court?" @Diss & Dad I reckon he has assistance to manage it all. I'm sure he sits down after each session and organises the info. A mammoth task but not impossible. "@Diss & Dad If Zondo wasn't managing "@Diss & Dad Thought you said you were East German? What's with the ""our indigenous people""?" @Diss & Dad You never mentioned before that you're east german. You said you were in Germany but not that you originated from there. @Fana Nkosi Spot on. "@Diss & Dad I agree - Malema does raise relevant issues that resonate with a large amount of SAfns. If only he didn't always couch his comments in race politics
Pheladi Lamola,Time management is a serious challenge for this commission Yes Mr X!!💪💪 Judge never misses an opportunity to teach🤣🤣 Majola is coming to the commission. "I'm not sure when but Kate said something to the effect You wasted half an hour after lunch. So go on until 5 please.
Anne M.,They adjourned to sort out a document of the next witness They will be. Some legality that needs to be sorted out before he can start testifying. "@Mbuso Ndlovu No @Moleti Moseki They came back at 2. They've adjourned to sort out some documents. DCJ is making very sure that all the t's are crossed and the i's dotted. Nobody wants anything from the commission to be thrown out of court. I have an enormous amount of respect for Judge Zondo. @Mbuso Ndlovu I am happy to defend Judge Zondo. "@Norma Day Yes @Mbuso Ndlovu I won't be appearing before him because of any charges. "No "@Dominic Przybylski He wants to remain anonymous to the broader community. He knows the Myenis know who he is He's coming clean now @Sthakathi Khumalo And death threats mean they have something to hide and Mr X is telling the truth. "@Sthakathi Khumalo I think the commission already has the facts. If he lies under oath "I@Pastor J Who knows? Although Mr Y could be confusing as the person might think he is being asked ""why""." Looks like it @Sibusiso Mthokozisi Dubazana @Pastor J emotional challenges "@Dopey Tripod It's a commission of inquiry
Gareth Hellyar,What is up now? Why delay? I think swearing in of Mr.X Could this not have been done during lunch break? Mr. X is a sellout. Late start and now another break. Did not state how long adjournment to be. Could be another hour. "Same here And for Kate. "Same applies to you 👍 time management. More then half an hour wasted. Of coarse!! Behind the glass. Dudu knew he was coming here today. Called his daughter last night. Which mamdam? #madam. Judge is bi lingual. Do you know who he is @Dominic Przybylski ? They knew he was coming here today anyway. Remember the Afrikaans interpreter? Stick to the topic @fuzile dazana . True Craft!! Remember when Mandela publicly stated there was not going to be a gravy train and fat cats in the ANC?😂 "@Diss & Dad  Who is Majola? Please lets all stick to the topic. Get with the program. I dont think Terblanch was a government official either. Killing it or killing it? Liken in nailing it? Please stick with the subject @Diss & Dad "Inquiry Hard enough to follow what is going on here without all these other comments coming in. Bye until 9.30am tomorrow.
Eliot Chauke,i thought they wer busy with Mr X Mr X is Gupta🤣🤣🤣 Zondo is chowing our tax... with his delays Mr X is Zulu😁😁 the implicated persons knows who is this Mr X. its pointless fr him to hide his identity
Mohamed Mia,Mayeni gone for a snooze @person. We’ll said Shame everyone wants to kill Mr x acts dumb but he sure knows numbers
Margareth Waterboer,"@Deric Main...and the foundation is bankrupt @Deric Main...mention Dudu Mnyeni and Zumba comes to mind...and vice versa @Derek Main.. 😂😂😂👍🏼 @FieliesSA I’m always nervous with anonymity and a slip that might occur... "@Person of Interest...she worked on this witness over the weekend too.. They work very hard behind the scenes...long hours... We only see them during these sessions "@Fana @Paul Buchel I saw it as a mere joke...WITHOUT disrespect... This is such a beautiful and competent interpreter... "Oh "@Fezile...I do...not hearing it regularly hampers my learning..I even hve files still of my classes when I did isiXhosa Block @Sandlot Squinrts @Pumza And I love her tone of voice too..
