author,message
Doom Ruler,Oh we back whats happening? Die maag 😂😂😂😂😂 @Van Lier Dreyer heheheheh @Jane .Blamire are you an artist? woooow goes back to his father ...these are the WUPTAS So why does it seem like the corruption ran in these white dudes' families??? like freely ran corruption in the families Supported corruption and then they pray about it 😂😂😂... these why dudes are killer😂😂😂 wow A4 folders This lady conducting the Q&A doesnt look ready "@Yandi Masina I agree What a Tseke'Leke dude wow a prawn farm lol at call from the dealership and said YYYEEEYYY 😂😂😂😂😂😂 wow a prawn farm! Prawns on TAP... talk about opulence "Prawn farm start-up costs. A prawn farm in Queensland EFF!!! one way @Bronx Wavy @Rushay Booysen DA is fresh outta luck @Tshepo Chabedi black man liberation @Bongani Sondlo IFP???😂😂😂😂😂😂😂 🤣🤣🤣🤣 @Jack Sparrow WMC??? world class management ???🤔😂😂😂😂😂😂 @R Bauer WIF? Wonder In Frustration?😂😂😂😂 this lady... MOW ERRORS on the doccies @Robert Russell 😂😂😂 naaaah this Q and A lady ... naaaaahh wow Coleen to the STAND PLEASE wow a prawn farm this guy is now a king prawn himself insync PLUS section Buck SPENSER wow do whatever she wants Nomvula is a pure joke Oom Frans Oom Franz is funny poor Oom Franz likes bumper cars ... should get him bumper stickers as a gift aaaggg noh Askies Ooom Oom Franz is a true team player @Nelie Olivier 😂😂😂 wow rental amounted to the price of a new car the way Oom Franz sounds like he was a chilled easy going prawn farmer... just sticks to the script Ahahahahahaha it was not the first time he got fired telephonically 😂😂😂😂 jammer OOM "Frans is just a baby in a big body just cant trust anything with double acronyms in SA wwwwwwwwwwwwow since Mbeki ahahahah It was not a secret Oom Franz must have been a classroom monitor in his time... @Nomonde Nolutshungu 😂😂😂😂 oros - Frans
shubert ngobeni,yes we are
khanyisa bongani,is this live this bosasa haaiboo
Bongani Dube,"Lathi sikhona just to observe @King Snitch let the young ones rule. we tired of the old people leading us at the front @King Snitch that is true broe. Onething that i will say here from Zimbabwe i think these ruling parties that do not want to handover power are the cancer causing Corruption.prob having them out @Noreply Internet KKK the people who would preside the inquiry in Zimbabwe are also captured. kkk South Africans you should stand firm cause you myt find your selves in wher we are. @Rushay Booysen true that my brother i think some of our fellow brothers in south africa think that we are dump. i love South african people but believe me no one of you could survive living in ZIM. This Lady No MAnnnnn South Africans just be glad that some of these looters were doing infrastructure development for the communities so that it cant be seen. In Zim kkk kuyanyiwa badla bengenzi lutho
Julia Mabula,yes
Siyabonga Mndawe,I’m back Let’s come up with ways we can minimize corruption . True but still corruption can be carried out young or old Something than can minimize corruption full proof solutions "They are close to retirement  In person once said if we could close all borders we would have direction It’s not an excuse for corruption but we would have some space Nick I EFF are just teens with a microphone Who is this Never Malema leads angry people I’m not angry OUR COUNSEL IS NOT CONVINCING Never happening David you know it too it’s sad how you try so hard Malema is as corrupt Untrue These guys are DA SUPPORTERS Kekana why Just 25years kuphela ??? Give ANC 50 more years ANC ANC ANC ANC ANC ANC ANC ✊🏾ANC Vote EFF. for free WEED They out of line If malema takes office things he did in anc will come out you will be shocked ANC Opposite BP? Always vote ANC What Eh ANC ANC ANC ANC I’m where I am now becuase anc thank ANC MY PARENTS ARE WELL OFF No It’s time for the youth ✊🏾ANCYL Says who True DA BULLY PROBABLY HAS THE DA PUPPET ON SPEED DIAL Let’s not get to emotional in this matter Lol
Mahlatse Maponya,Yah neh
Njabulo Khuzwayo,@king snitch true bro young or old Njalo adjourn adjourn ay maaan
Rushay Booysen,Corruption = Radical Economical Transformation @Bongani Dube South Africans always think we special that it can't happen to us. It's election time people are gonna be fed all sorts of lies and believe without reasoning whats being said. That guy ate all the labola money from Bosassa Poelies Station @Nozipho Thembeka Big Punisher @david cele last hope of destruction? "Who can i vote for other than ANC "@Eslon Eslon Zuma had no character from the onset but he was hailed as a saviour
Julia Ndudula,Van Tonder is very slow I'm not sure weather he is telling the truth or what? let's give her chance guys can we please discuss the commission
Johnny Williams,NEXT
Noreply Internet,Different link every time they take a break Zimbabwe should also consider an inquiry Another break @Bongani Dube Money talks more than people's needs. Zimbabwe at the moment has vast economic opportunities for ZAR. Some of them don't see that. I wanna meet Gavin personally one on one
Mchangani Chikusi,His recount of events shows he knows what was happening inside BOSASA. So damning revelations. This is deep rooted corruption. What do you expect her in face of these allegations? Poor Nomnvula... She is afraid she will loose out her position. "Ms Nomvula Mokonyane is currently serving as the Minister of Communications Ms Mokonyane was the Premier of the Gauteng Province from 6 May 2009 until 20 May 2014 Ms Mokonyane was a founder member of the Congress of South African Students (COSAS). She has been part of the ANC cadres who became public representatives in 1994. Ms Mokonyane championed the process that led to Sterkfontein being awarded the status of a World Heritage Site 1996 until 1999 and she established three Metro Police structures during her tenure. "That being said "Yes Mzalwane Mzala But she had influence through her linkages with the ANC not necessarily a Premier. "The Presidency of Thabo Mbeki began on 14 June 1999
Phumelela Mantwana,@Julia Mabula I think he is just very fearful and nervious
peter sikoshule,are they still on lunch when will they call Watson she is on duty doing her work . please allow her to work. she can't ask the way u like file disappeared which minister now guys "iyoooooooo again 
kenneth mampa,They should be back by now
Corne Stuart,what happens
Theron Strauss,They adjourned for 10 min
Link Maseema,radical economical transformation=corruption
Nicko Opiyo,This is Africa’s problem with the so called liberation movements Independent movement "They have stollen  I know many in the ANC are passed off by those who expelled malema’s
Musa Bakiti,sangoma is working hard for Watson not be called @david cele when your house is burning you don't stand in the blaze of fire . broer vos Gavin is a born again boss Jesus protect Gavin Watson from all this hyenas may your father rest in peace and be proud of you oubass Mr Voster is the member of our church i pray he doesn't mention our church for receiving a car for our pastor Mrs Buthelezi take it easy. EFF all the to parliament
Masbu Mqu,the wicked don't care about the rights of the poor (proverbs 29v7) as long siphathwa ngabangena Christ can be youth kuyafana.
Bruce Andrew,No Pic - still at lunch?
Peter Sant,guys do you think land expropriation without compensation will damage our country.if so why not now? I think she is doing great job. I look the intelligent of the witness viva ANC vote ANC
Sofia Sofia,ok its back Who's this now ? @Kevin OConnell lol I feel I cant listen to this woman Octoberrrrr I seriously cant listen to this woman I know @Nthabiseng Malebo but ... ok let me try This volt ! Nor man I really cant do this woman ... im sorry p.s its not a colour thing or racism its just that I cant deal her .... please someone change this girl was only correctional services involved ? Ok let me try again driverrrrr appprooove Drooovvve @Piet Pedi they will all go through natural diets .... why dint they just buy a car dealership ! also a Realestate he ate the prawns the farmed ! this man has energy he needs someone of the same to ask questions otherwise we wasting a witness .... when we have problems with our cars we have to FIX here they just upgrade nice LIFE ! what was his role ... I cant seem to figure Herbex Hlasela Amafutha for everyone ..... @Yandi Masina thank you rrreeefund esspresive guy this one ... SOUNDS LIKE AN EXCLAMATION MARK this girl thinks its funny ! I really am for woman power but not stupitity "I feel like Grizzi  why is this girl laughing I don't get whats funny Do they all have body guards ? is this funny for her
Lorna Kavanagh,the rundown economy of Zimbabwe is due to poor governance and curruption and kicking farmers off land.
Sthakathi Khumalo,"This woman Another Agrizzi!! They have that Afrikaans racists thing in those bellies!! This one is written racism all over!! Desmond Masilela Tooo much my brother!! His accent even Myka'Al Daud DEAD woman here is BOSASA money Why is this guy wearing a tie?? Vusi Nhleko ever since he fostered his testimony... I have been laughing Eminem characters "But this guy is major funny Its a lady lols He was DRUNK.. POP DRONK That laugh is epic "You are a joke to be honest Eh... Mbheki "You've been saying nywe nywe Zuma The corruption stems back since his time... Mzalwane Mzala But you can't distance Mbheki from the discussion then Bophelo Malapela exactly Subtitles are life thanks for this hahaha A and C ON SUBTITLES "Nomvulas influence stems back since Mbheki times Subtitles are automated lols "Mchangani Chikusi leave them SALSA HATE OFFICE on subtitles
