author,message
Thulani Bukani,umoshile lomlungu? thanks @Yolo More 😂🤣 "ukuba angehliswa uRamaphosisa @Thando Nkutha 😂🤣😂 ayiko kodwa enye indlela. and then predictive text akancedi tu sbari 😂🤣 Ms Hofmeyer!!! how ive missed you my sister!!!✊🏿👊🏿 "I love her so much but id never date her even if she asked. Friday yes @sthakathi khumalo i like maleka too. only reason I like Hofmeyer more is she has a way with the DCJ
Yolo More,"Thulani Bukani no Ijaji liyothusa vele. Uma ubhek'ijaji ucinga ngetrongo. Ukhangeleka ehlukumezekile yena. Amasela ayahlukumeza. Yona yiyo Thando Nkutha qha khandifune kunaba ngayo ngoba izobangathi siyamcukuceza ngoku singenangxaki qha sibeka izinto ngononina. Hahaha Hahahaha@ ngemva. "Thando Nkutha Ucingo lwehla mhla kwaphatha uZuma. Xa noHlaudi bezibona bengaphatha ngubani ongenophatha? Very smart. I admire people like Pretorius who do not waste our time and data on ducking. He is straightforward. I agree Tsotsi is coming later in the week. This week is rich. Yes Elvis. Thuli Madonsela will go down in history as one of the heroes who rescued us from the iron fist of the crooks. Ja your fave "When Hofmeyer agrees with you ""mm"" you must know you are in trouble." I dont trust men with bow ties. The old man looks nervous. What was your question Elvis Malakoane? I didnt see it. "The evidence leader said some of the questions will be posed to Zola Tsotsi ""later in the week when he comes"" I think its between Thursday and Friday. Elvis Malakoane" Madala is implicated. He told Mr Pretorius to do as his boss says. The pastor conmen. Slender is heating up now Thando Nkutha. "The strategy of the conman is talk "Mr K Lakhan I said he plans to interrupt What is media shop Person? What is it with chicken? Is it only my phone that shows chicken. I dont want to be bewitched alone. Chicken must fall What you call it?
James Godloza Godloza,but engathi uthukile y kulula abelungu baxele but abakuthi befihla(yindlala na?) ibafanele kodwa engathi basenxakini abaveza inyani I wonder uyavikelwa na cacisa Thando
bongile sango,kulungile ukuyithetha inyani kuselithuba
André du Plessis,what lies have I missed today? @Goat all politicians lie. no exception. #NoLivesMatterToAnyGovernment so today's topic is the value for money regard 'the new age' / Gupta spin channel and money washing house contracts page 666 .... oh the devil is in the details... "Zuma might come back @nkanyiso #RememberMarikana #LackOfAccountability that's the failure of a party political electoral system of democracy "I agree @Born Free I bet Zuma will be out of the seat by 11am ooooo Mr Gigaba... said something worth noting.... please continue oh so about the business breakfasts.... I cant believe no one noticed till now... who ever sat through one of those? I'd love to read this guys report the guy in the hotseat... he wrote a report that was rejected "I agree yolo i never heard of the 49M campaign.... sorry for asking but what were they meant to have informed me about? "Section 195 of the constitution 1 How did they fail Section 195(1)g ? Brexit will happen the day Zuma sists a whole day in front of a judge @Thando yup #Jointbreak
nkanyiso shabalala,bani yena lo amanye amasela I want ramaphosa more than Zuma he was the deputy president he is more active more Dan a president 80%of his time was local leadership "let's blame dem fair let's not do its with racism. Zuma is nothing more adriss SAA AND ATLSA THEY DON'T ADVERTISE ALL TENDERS BUT THERE EXTEND DEM .
Paul Buchel,"@André du Plessis​ "If Zuma does not come back to the commission the darling is back..... @Thulani Bukani😎😂😂😂
Anne M.,@André du Plessis Correct "And @André du Plessis The business breakfasts were noticed by the press and one of the parliamentary committees. @Abel Matshidiso Adv Mbikiwa @Abel Matshidiso 👍 "@Robert Russell former Divisional Executive: Corporate Affairs of Eskom SOC Ltd
Rob Nel,I doubt we will ever see Zuma again at this commission. he will duck & dive His attorneys as well He is at his tailor
DJ DJ,who is on the stand
Elvis Malakoane,rob nel he will perish next to airport this whole state capture is like a mafia movie mabuza is not a presidential material born free you mean? born free I hear you people is Gigaba still around or Dubai shameless person Gigaba which guy andre ? andre du plessis OK yolo more you are right but my problem is that people who make sense like him are not fun like yesterday Thando maybe he is not used to this that will be fun cos there is few things on him Thando he must drive far from airport roads Thando. I can believed that Adv Refiloe molefe I am still imagining Zuma tight to the chair person of interest I hear you I know what you mean exactly yolo More do know perhaps know which day is tsotsi coming but problem is he will want to go to the looo as excuse lady advocate or gentleman yolo more you have not answer me about Tstsi's day please which day is tsotsi coming to the commission this week day yolomore: thanks I will check this guy has conman features Heather Cotton you read correct no remembers old things but not latest ones Thando are you guys OK Thando you are right when a woman question you you must careful with your because it may work against you he plays first man on the ball He is High on drugs Nyaope that must finsih with him now he won't come tomorrow
Born free,Zuma the artful Dodger Zuma must be cuffed to the chair when he returns on the 11th Nov. Elvis.. Zuma wants to run away People must stop stealing electricity. These thieves add to Elkins word and those who pay for their consumption. Eskoms woes Eskom will never recover so long as their is electricity theft. because of the parasites And get rid of parasites The parasites can all afford cellphones and DSTV dishes but resort to electricity theft Unions are the downfall of any country haha yes like our Chief of Police.. Cele.. a real hoodlum He bought his degree online Ahhh just like Estina same processes deviated.
unisa chris,I just get angry every time when I'm listening to these culprits....
Ismail Moolla,n
Naledzani Mashau,"""BREAKING NEWS ""The U.S .Federal has shown interest in the Scottish. m" "The USA Secretary of state
Mr K Lakhan ʕ•ᴥ•ʔ,Brexit on 31st.... "300 00 UK emigrants came to SA ☕ ...Let's migrate too the US impeachment issue brought up at a baseball game ⚾ what is on the tea break menu? "...as an entrepreneur electricity should be free.....Because it gets wasted when not used. ( eg. load must be high for a generator to work more efficient) @Heather Cotton agreed 👍 Those outta gang refused to pay toll fees state capture needed for Robert indiaphobia too @yolo the man got his degree from the US... How can you say that Capetown Liverpool university @yolo that why we need need to do anyway with degrees....Its only for the rich folks. pay for your degree 🍗... nando... flame grilled. 😪 I need grill chicken.... at cost price. Not R99 for two pieces combo insycn
DossieSG,Donkey court
Person of interest,"Yay Maleka hot favourite... but Hofmeyr my sweetheart 💕 "Elvis Zuma Still full from breakfast A Lot of Breakfast... This adv plays nicely with the chair Depends where they printed it Implicating media shop? "Wait guys
