author,message
Daysman Mestile,welcome
phibion chenyika,"This lady
makhosi nobhatyi,She is being caught 😂😂😂😃 @ Derek main she was told by her boss that project will carry on "😂😂😃😃 hey these guys they don’t play tjoo @ Derek main "I am praying NPA We want all thugs to go to jail doesn’t matter how big you are "@ Heather Cotton I don’t worry much about them sitting there at ANC headquarters but we will get them Remember those who worked for these people senior and investigators are still inside the department so first clean inside then run trials Nowonder Duduzane is doing business with whom coz I believe they were targeting government now his dad is out
Derek Main,"If she approved the finances for Estina @makhosi nobhatyi I think all FS officials fear for their lives when dealing with Mr 10%. @makhosi nobhatyi I don't blame them - people have already been killed for exposing corruption in FS. It's been run by a true gangster for years now. @makhosi nobhatyi I'd rather they take their time and get it right instead of having the cases thrown out of court for lack of evidence or bad investigation. @Diana Sekatane I agree - corruption knows no colour. The guilty must face the consequences. @Phill Rambau I'll take a guess that she is an ANC member. It was clear that she was corrupt the minute she said that the New Age subscription by FS government was above board. There is no denying that there was corruption under the Nat government but the ANC have taken it to an entirely new level. They have perfected corruption. "@David Tuer I don't think she's come out clean. Seems like she just shirked her responsibilities. If she was part of treasury with oversight @David Tuer Of course - deal with all the guilty. From what I've heard she did the barest minimum (and maybe not even that). @David Tuer She had a responsibility to flag any indications that money was not being used for the intended purpose and didn't. @Frans Phala I would be scared if I was her - Mr 10% is a gangster thug. @David Tuer I can't argue with that but that's very close to the argument that we should first deal with apartheid corruption before we worry about current corruption. All the guilty have to be punished. @David Tuer Well hopefully we'll make sushi of the snake. @Lady Bird I have to agree with that. The proof of the success will be the number of people going to jail. It can't just be another Seriti commission. "@Tholithemba Ntsele Yes - you're right but if people don't go to jail
Jabu Malinga,this lady is lik duduzane..guilty for listening to ter bosses and doin wront things to keep ter jobs this lady is beatin around d bush. answering things with confusion. no oversight "Makhosi "Anne
Diana Sekatane,"kuzoba lit It was very nice when they were doing corruption but now it's very difficult to substantiate what they have done with the taxpayers millions. @Paul collectively yes... @ Jabu let's have a bit of patience the puzzle will unravel itself. Investigators must be under raps because this fightback will be dealing with them. @Anne no.. @Anne remember USA is acting as the police of the world @Anne the capture was everywhere especially the law enforcement. "corruption knows no colour @i am free what are trying to say? "@i am free numbers don't lie Those who are found to be wanting must face the full might of the law period. The was money owed by the S. A government under apartheid which was to be serviced by the democratic government. @lady bird no. @lady bird fooled you how? Who said is not important... corruption is as old as humankind.
Easy D,Exactly @ Diana Sekatane "Ms Rockman will be heading straight to the pub after this session of questioning absolutely right @ Lady bird..
Paul Buchel,"@Diana Sekatane​ "@Derek Main​ "@I Am Free
Pumla Boyana-Nkonyeni,im glad this advocate is dealing with this Estina issue..she is So On Point and Chairperson flows well with her
Anne M.,"@Jabu Malinga I stand to be corrected "The NPA has put in an extradition request @Diana Sekatane What prompted the States to take action? "@Diana Sekatane Yes they are
Buyani Mhlongo,"@Anne M True
bongile sango,this advocate knows her story very well this dairy project is a headache
martin bekker,is the grin on miss Rothman's face nerves related or what?
Ming Well,Where is Agrizzi?
nonhlanhla ntombela,why USA didn't close ranks on steinhoff if their serious about fighting all corruption
TheC4RB1N3,and Eskom scared of implicating herself? lol haha yeah Zondo! Jump in! "yeah "education and health lol and somewhere in between Jonas got offered R600mil of our money "USA are stricter on the Guptas than our ""ANC"" government is" yeah it's about time someone does something about them lol hopefully UK will follow Let's hope they do more than this lady did "and ICC should nail them UAE yeeeah lol
