author,message
Pastor J.J,Your right hand is the other hand boet. Adv Nicholson for the Commission and Col Du Plooy from the Hawks Absolutely @Anne M. .This evidence has far reaching implications on the KZN ANC Leadersip and the NPA in KZN The Integrity of these Audit companies depended on who paid the Highest price@Granny Mokwena . "They are the watchdogs that should police integrity @Phumi Ts ...She is here at home cooking supper for us...hehehehehe POI ...you hear what I just said @Person of interest ...Refund the Lobola boet Data ran out @Anne M. ....They just ran out to the spaza shop to get some Ja but no racism or hatred here @Anne M. .....but it is still early days "Oh Lord...What does this day hold. For those who display Racism hahahahaha I wish you all and your families a blessed and safe evening.🙏🙏🙏
Granny Mokwena,who's the evidence leader? and the witness? thanks pastor j PwC that gave SAA clean questionable audits for 5 years.mmm "ms Homfeyr needs to rest a bit same here
Anne M.,Hello @Pastor J . I decided not to follow the budget speech and just read a summary later. Are you doing the same? "It should mandatory that auditors have to be changed every 3 years. Audit firms want the work "Ah The one and only @Person of interest "I was referring to Mrwebi @JS Bach You heard correctly The case is adjourned for a month (I think). Dudu's advocate finished the re-examination. Is it only my feed that's hanging or is everyone experiencing it? Ta "@SABC Digital News Please check the live feed @Pastor J What did you say on the Dudu feed about data running out? 😉 😀😀 Maybe it's the camera man? Thank you @Pastor J . Same to you too. No he does not think this is a joke. The NPA are negotiating with Dubai to try and get the Guptas but Dubai isn't playing ball.
Phumi Ts,Hayi suka. Where Adv.Hoffmeyer?? "@Pastor J Hmmmm
Person of interest,Bring Kate! yourself "This Pastor Mgwebi the 🐌 Lol Never! "Mwrebi "Thank you Anne "lolol "I am not an envious person I am dipping into the SAA testimony. the lady with the mop on her head is giving witness a Kate Day Bye Anne!
JS Bach,Did I just hear snail being mentioned? 🐌 Pastor and Person.....you have excellent taste in women. Kate is number 1. I wish some journalist would write an article about her. I would love to find out more about her. But Person is Dudu still on the stand? I thought it was done. I couldn't watch the re-examination. Would have had a hernia. Or worse. Dudu's another piece of work....
Two Kuripot,Wow
Gerda 7,Wow 😳 Watch and learn! 😱hehe
Craig Woodward,Yes - hanging
Colleen Arezio,Frozen.
Brian Kubvoruno Sibande,mine is also down
makhosi nobhatyi,No increase on tax and vat
Mbuso Ndlovu,Zondo must make efforts to bring back the Guptaz and stop waisting our time here!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Zondo thinks this is a joke
