author,message
TheC4RB1N3,🔥 and that's just for one deal
Lorraine Naidoo,well don S.A
Salem's Cave,take your optimism elsewhere rEEEE There is no gaurantee 8.2Approval of expenditure [Section 38(1)(f) and 76(4)(b) of the PFMA] 8.2.1An official of an institution may not spend or commit public money except with the approval (of a properly delegated or authorised officer. 318m to maybe get back billions. Fair Not worth the shame GET REKT RICKTY RICKED hai dont play games vitness NO HE BROKE THE LAW @Roza essack @ndzalama ngobeni they tried rthe hide the name of the recipent of the funds. yes and rackeetring @rosalind gerber unqualified jus means not done to leglation @rosalind gerber but we have recovered lost money so it was needed. @Faith mathebula its acountablility. yes @Person of interest 😞 adjorn jirrrre before we even get to the chicken "don't froget the so called ""white monoply"" capital" vang hulle uit
fikile mbokodi,did he get a lawyer
Hloniphani Ndlela,so almost 80% of ANC leaders will go to court after #state capture bcoz most of them are involved icluding our puppet president this is just worst of money. State capture for me it's just a gossip place where they want talk about each other..no results..just creating hatrage.
Anne M.,"@fikile mbokodi Yes *Buthelezi @rosalind gerber I think it was the Regimens money that has been recovered "@Person of interest Yes You're right about that Roza - out and out theft "First let the Asset Forfeiture Unit do it's job @SABC Digital News Please check the sound - there's an echo. @Gee Peex1 Huh? @Handy Mohale You're right I think he's the former Head. Not sure he's still employed by the Free State provincial government
Themba Mdlalose,Why do people say it is a waste of money to find out what happened to taxpayer's money?????????
rosalind gerber,@Themba Mdlalose exactly has this commission cost more than Vrede? she is a viper he seems to have respect for her not like the poor evidence leader earlier this week come clean Thabete!!! admit it was a bad idea or else forever seem stupid sounds like laundering does anyone know why there was no chat this morning? orange over-alls come on Zondo... hehe i want a hole in Ace Vrede has cost more than the commission? I thought some monies are already recovered likable? I wouldn't I'd employ this clown @Roza essack exactly - and you would probably have done the job 'indian monopoloy capital' he'd have to look hard to find a moving train in SA it seems like the chinese fish-farmers had more success than these clowns @Lee Hendrix ??? @Damian van der Berg the ANC seems to place no credence in the environment nor encouraging slower population growth that was over my head thanks madonsela has also lamented over the lack of environmental focus. we dont have the resources to habour a growing population's need for water and electricity i'm sure he was willing thabete is still employed at Free State Department of Agriculture and Rural Development wwwwe wwwwe never exactly sorry - his profile has not been updated his linkedin profile is not up to date no privelages haha Estina At least Col Naidoo apologized - this 'liable' guy is arrogant 'likable' @Lungisani Ntshonga well said Jacob's attoney would never stand for this line of questioning @Gee Peex1 I'm sure this is more pro deo than pro bono is he sweating? @Person of interest if he was more useful
roza,i like the evidence leader shes getting to something nd trying to push her point through shes getting somewhere shes smart even mr zondo seems to no what is in her mind yes he does hes haggling for sure yes he no.s what hes hiding he took this thing to india coz he did not want to show what they were stealing now the auditors are wrong auditors unqualified🤣🤣🤣🤣🤣🤣🤣🤣🤣 the lawyer could pick up the stealing nd a auditor could not yeesh!!!! lock him up mr thabete stop talking u putting urself into jail miss lawyer go for the jugular now how did he get put into that position without knowledge of anything siya lets hope they go to jail otherwise R50 bail every head of all these entities should be suspended 280 mil could have build so many houses for the poor people sies man dont these guys have a consience hes likable to a point of trying to hide everything why did.nt i meet him b4 maybe he wud have thrown a 100 000 my way 🤣🤣🤣🤣🤣 well at least i would have got a few litres of milk from those cows even by throwing himself under the bus hes going to get up unhurt they knew exactly what they doing let these that are implicated face the nation publically nd let tge public decide what to do with them im waiting for municipal inquiry yes wrong is wrong this is not abt colour or race lets keep it at that how can u invest here when u have people that dont even no how to milk a cow nd u have to go to india to learn ask this guy thats sitting next to the judge why did he go to india when our people nd country could do the work take away everything from the guys that were nd are stealing leave them with nothing let them be accountable for all this money that has been stolen all the fancy cars nd houses maje a example if tgem now korean director of estina BEE you still want to speak to him next time yip they wud capture the prison 2 500 mil eish arrested for what you lying u would not have checked if there was a tractor heck u did not even check wheres the money going to so lets leave the checking lies manufacturing equipment ???? Ag come on now so if i want to buy a chips fryer then only will the company manufacture it jeez yes makes me sick 2 we as the people of this country have to pay penalties for everything nd these people get away with millions this is not fair really its to late to tell him what to do lock them up be fair it makes me sick to see people like this when others are really suffering hes hiding something lock him up nd ul hear the truth come out stop laughing u ignorant person
Ndzalama Ngobeni,"@Nathan Janari "@Roza essack @Person of interest 😂😂 They did things he didnt understand and he just let them be "Who is his woman
