author,message
Connie Mose,I don't know I don't know selective amnesia this is a joke making admissions about corruptions in front of Zondo hanging fruits for npa you just said it the man wanted to get something admission the advocate is turning on heat following money trail I don't know where shamila batohi I don't remember I don't know you are in the corner the daughter must be nervous now orange overall soon I don't remember everything is music to this dude what was this dude doing in the company he is knows nothing come on Zondo getting agitated by selective amnesia of the dude woowu final nail in the coffin I don't know "I don't know  I don't remember listen carefully this case is easy to prosecute I don't want to miss the time when the daughter testify before zondo to be honest maybe he can be an ambassador or Member of parliament no title deed no papers after payment nooooooo thrown under the train not under the bus noooooopp I will listen to this testimony again fire works from the advocate what was the payment for ??? I don't know still waiting for the papers I don't remember zondo is getting angry the man is so tired I don't remember I don't remember I don't remember is that a yes legal agreement fraud amnesia again this was a director of company another bang advocate is nearing the last layer of onion. answer the question
ACE MABEKA,I CANT REMEMBER..I DONT KNOW YHOOO MORE EVEIDENCE COMING FOR NDZEKU PLEASE CALL MY LAWYER... PLEASE DONT FORGET ME.......... @ AKHONAMANDLA LOOOOOOOOO nGOWAPHI LOMFO lUTHANDO? NDATHEMBA AKUSUKI EBHAYI UYAHLEKA NOHLEKA
bux mngwevu,THIS is a liar of high note sunglasses an arrogant liar 😂😂😂😂😂 😂😂😂ray Charles ja... we wil get nothimg from Charles Taylorof Liberia 2.5m for what? ha go jelwe nyoko daar there we go again with sun glasses 😂😂😂😂🤞🤞 🤣🤣🤣🤣🤣 skelm he see clearly I hope the Hawks is outside waiting to arrest now my wish is that he must continue without an interpreter ke tsotsi "looks veins on the forehead liar smooth criminal
roberto wilco,Agree bux lol 200 200 lol lol he can see that let me explain your businesses ooooh "i dont remember 2 His gold He is in the headmistress office This guy is unbelievable The chair is 2.5 mill small change to you Zondo is getting annoyed to be honest Judge has had enough and he is always fair He couldnt see his bank statement Zondo having to talk to him like a child Zondo gonna need a drink after this his getting angry zondo what i know i dont remember Ive never seen Zondo this angry Aston martin and a beemer imagine been married to her you couldnt sneak out for a cheeky beer Sorry yo disappoint you actually just best to let him talk lol i dont rememebr to be honest i dont remember this morning i dont remember lol
Thuso Nyelimane,lol Mr IdontKnow... lie for dear life 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
Nondumiso Soko,dis woman is too much... yes Zuma was a great man had great plans for the black chils black child* he can't even see with those sunglasses on😂😂😂 nepotism * these sunglasses are very disturbing 💀 🤣🤣deny everything my man... his lawyer probably advised him like that. 🤣🤣🤣🤣🤣😂💀 🤣🤣🤣🤣🤣🤣 I love this guy😂 he'll deny the evidence 😂😂 o gabhadiya madoda🤣🤣 😂😂😂😂😂😂😂 I'm happy 😂😂😂😂😂😂🤣🤣🤣🤣🤣 give that man a bells🍻 how can he forget 2.5 million.. 😂😂 Iomlungu inesdina naye OK wrap it up... arrest this guy..🤣 🤣🤣🤣🤣🤣 busy😲😲 🤣🤣🤣🤣🤣🤣😂😂😂 😂😂😂 he's even laughing 🤣🤣🤣 arrest this man 🤣🤣🤣🤣👍 I remember but I don't REMEMBER i remember but I don't REMEMBER 🤣🤣🤣🤣😎😎 I don't know 🤣🤣🤣 kudlala lipiano 🤣🤣🤣🤣🤣 lying UNPROVOKED 🤣🤣 what I know I don't remember 😅😅 unemanga lobabe I don't remember but I think I have another daughter 🤣🤣 he committed suicide.. hhhay ndaqala noyiva le🙆‍♀️🙆‍♀️ ziz'manga @zimunya 🤣🤣🤣 this is a waste of resources... just arrest this guy hhhay yi film yamachina engenazo ne subtitles 👏 haaaa 😲😲😲 2 yrs ago and you can't remember he needs amaboys ZUMA IS INNOCENT but you paid 😂😂😂😂😂😂 """it is here but I don't remember """ "yhoooo 2.5 million gone nje just like that 2015 and 2019 come on guys he just can't wait to say I don't know i lawyer iqakiwe mntkbw... ayazi noba ithini🙆‍♀️😭 ohh yhini utata wabantu 😭😭 as a lawyer I'd resign limenemene lotata mhhh😲😲 what wrong with my people kodwa😭😭😭 lol I'll never forget Mr Sodi😂😂 mfundo I can be your wife akathethe Inyani 🤣🤣🤣🤣🤣🤣🤣 so forex is a scam guys🤔 NEGLIGENCE is this businessman weakness but he doesn't go through documents.... or he leaves them unfinished. 2 minutes left Tony DON'T LEAVE ME🏃‍♀️🏃‍♀️🏃‍♀️ hau from the start he said he didn't receive anything... now it was his money OK bel die 👮‍♂️... times up!! South africa dankie xem👏 frooster ka zodwa....
Sinethemba Gabada,"We were lied to about Zuma I think these witnesses are being treated with kid's gloves... and the fact no action is taken against the Pravin Gordans who refuse to appear here is evidence of how toothless this commission is he is lying that Money was his... who closes these deals? who approves these payments? why is this guy still here... he's clearly a liar and they won't get anything from him "I hope someone assist him to his home He's probably smoking his Stock... is this guy admitting to growing intsangu kulamazwe? I don't remember are you sitting down Mr Ndzeku? "Mr Ndzeku are you awake? ""I don't remember""" "After this session His lawyer must be confused aswell... "if ""I don't Remember"" was a person" "😂😂😂😂😂😂😂😂 Hayi this is enough let him go home...make sure he gets home
Phumlani Nyileka,mr i don't know🤔
Solly 12,Sinethemba Gabada who lied??
Mafuza Maya,"this guy started on a high note. this -i cannot remember "hayi bo "i don't remember Judge Zondo is furious 😁😁😁
