author,message
Sindiswa Moolman,where is everybody? Do we have sound here or am I deaf? Thank you..the sound is on now Had to have my earphones on to hear @Antonio Joao Maiela Nhambirre Manyi who carried out the instruction Maseko refused to is here. She is holding the post Maseko was fired from 7 years ago @The Consigliere Long service with GCIS... He is an interested party today because he was implicated yesterday@KEITH SINDILE DINABANTU. Hope he will give testimony later in this inquiry She is a Communicator by profession @Johan Le Grange. These people can talk and not communicate. She is Adv Kate Hoffmeyer @Mr.V I have noticed that female witnesses are led by female evidence leaders and men witnesses by males. A person trained to Communicate a message or information@KEITH SINDILE DINABANTU Mentor was led by a black adv lady...Adv Sello @KEITH SINDILE DINABANTU I agree @Thando Nkutha. I am liking her. All we need in the public service @peter pott Manyi must explain how he was appointed in that position. "Mr Maseko was transferred and not appointed Not public works @zama khumalo ...public service Where was Mr Manyi before going to the GCIS @zama khumalo? Thanks @makhosi nobhatyi But cabinet must approve such appointment @zama khumalo "That we dont know Yes @zama khumalo and @Thando Nkutha No @michael mbatha cabinet approves appointments of DGs. Their appointments are then published on Government Communication newsletter. Go an Google that. Its only Ministers are appointed by the Pres. "Hayi @Thando Nkutha In your young-self life @Thando Nkutha "@Vukile Racaza. Manyi carried out the instructions Maseko refused to. I remember At the end... after all is said about him. He will need to answer on all what was said @Soulma_n Soulma_n He will be dragged...@Thando Nkutha. "I think thats why he is here today Its your right @Joseph Thobejane We need ARVs to make the virus undetectable @Marvel Mushavhela Poor Zweli Momeka. Now he has to come and defend himself for carrying out instructions from above. Intimidation... R55m @Legae Nyalungu This woman deserves to hold this position on a permanent basis. She has proved her competency and integrity. @KEITH SINDILE DINABANTU Have you just Googled? This inquiry has taught me to keep records of all engagements with superiors. These may come handy in situations like this. A big set up @Thando Nkutha. A manufactured evidence to fire her. Honourable Muthambi...Mhmmmm Who was fired by uBaba @makhosi nobhatyi? Shes still acting...which is sooo unfair to act for this long in the same position. Shame... Manyi has just tweeted explaining himself on the message he sent to Pumla. Kubani @T G Swartlane? To some of us... thats a lot of money. Muthambi wanted frustrate her while she is using her competencies and expertise. No @Orefile Macheoane. Muthambi became Minister of GCIS after his time there. Yes... she was put there strategically @Marvel Mushavhela She is watching @Orefile Macheoane with her lawyers @Orefile Macheoane I hope so too @Thokwane Dithuge That Muthambi was arrogant. I am not surprised she decided not to avail herself for the PSC meeting. They must give her her money....Tyhini!!! So Joel saw the damage already in 2009 @Thokwane Dithuge? Jimmy is going to jail for prejudicing the Inquiry. He prejudiced the Commission by sending a message to a witness while on stand Hahaha...@Orefile Macheoane.
Smanga Sanga,here
Anathi Jayiya,@Sindiswa I’m asking myself the same question
Lizanne Barnett,Never loud enough!!!
Iipinge absalom,why focusing only on one person?
Isaac Phumudzo,morning everybody @Sindiswa Moolman it back now check your volume lol @Luckey Binali "check one  @Luckey Binali u have to LB sound
Keegan Goddard,sound turn it up1! i have ear phones in and cant hear need to be a professional lip reader to follow whats going on here
Thana Ndlovu,sound welcome Miriam
Xola Maqina,sound check
Luckey Binali,I think iam deaf @issaac I need to buy new ears 👂 "i swear that what i will be posting on this platform shall be nothing but truth @issaac i guess so @deon that's right
