author,message
Lolos Mccall,. morning DCJ experienced
Caroline Hawanga,It's 10:2 can we start please
g k,honour to the Honest people Eskom black out
Joseph Thobejane,gud morning guys @sidwel is your tax funding zondo commission
Ken Mojela,Morning mense Fuzile is here to testify indeed
FredBKevin,Morning
Edward Buta,Morning everyone "@Vele very interesting testimony Brilliant in explanations!
Diketso Moyo,Morning
Makwa Choma,morning
Mathapelo Seopela,Morning
Lennox Langa,Morning
Yoliswa Jebe,Morning Screen went blank sound please
Hester Ferrezuelo,morning all. looking forward to today's revelations
nhlanhla nkosi,guten morgen stick to the topic mense
Leagilwe Magasa,Morning all
bhekisisac mbhamali,Morning
Gideon A Vele,Mr Fuzile testimony sounds very interesting
delphin yvon Moukouma Mboussi,Bonjour
makhosi nobhatyi,Zuma and malema did something why it goes off
Paki Dlomo,Kuzoba🔥🔥🔥🔥
Andre' Van Zyl,enca is on
Mr Q,Avuxeni 5 min adjournment they have adjourned.. no lost sound NO You came late thats why.. you didnt hear what was planned
Peter du Plessis,why does this lawyer look so skelm?
Desmond Masilela,Morning guys Black Friday SABC black Friday!!!! SABC sound please Well done my man Zondo takes more than 4 min to ask just one question. @sing @Sindiswa Moolman. LOL NO. Eish this man is divulging some points here. Lets wait for the bombs. @KEITH SINDILE DINABANTU. Morning Keith. His divulging some booms and I see his still continuing where left yesterday. Through your help i now understand what type of this man he is. @KEITH SINDILE DINABANTU. Thank you Keith. Do you know what time? @KEITH SINDILE DINABANTU @Sindiswa Moolman. Thank you so much guys. @Sydwell Phakula. No i think for protection only. Is this my internet or what. the visual is jamming on my side. SABC please assist the stream keep on scuffing. @Sne Mdletye. ENCA does. I'm not sure of SABC. @Genevieve Pilz. Let me excused myself from this chat of racism. Eyyyyyyyy!!!!!! my stream just jammed!!! mnx Now NO sound Thank you @Thando Nkutha & @holylady1000 . will do so. Guys lets switch to ENCA I believe so @KEITH SINDILE DINABANTU. Lets all go to ENCA. Seems like SABC is becoming better now.
Nelson Musoliwa,He is just so knowledgeable and strong minded and alerted brain. INTELLIGENT BEING indeed Lots to learn about economic matters from Fuzile testimony appeal to all to listen attentively and jot some words down for later scrutiny for future reference Fuzile was trying to be professional and attempting to allays the nation and international fears about nene dismissal but gupta minister has non of this @peter protocol are protocol as set out to preserve the institution integrity of course protecting one job is a secondary issue against the national issue Am lost where u r now what charges@peter @Peter ohoo it was not easy as it was a cumulative and perceived actions by the looters which appears to be systematic. I may be wrong. Zondo may ask Fuzile how the supposed guy knew him @peter you r 100% on point SA is economically misdirected
Muziwakhe Skhosana,mxm
Anje ntsipho Rori,look confident Mr Fuzile will see when go
holylady1000,SOUND PLS POOR SIGNAL "not just you "no OOOOOooooops!!!! my bad soundddddddddddddddddddddddddd and u guys thought i was cray cray SABC stop it!!!!! All involved are headed to prison 9 billion rands a week borrowed???? very aunthetic Blaze are you for real? "is it going to be live here lol they should not take it personal "when the music ends "peter your tone is very condescending "so as he reshuffles this evening all should step down! "it's always about the ANC we vote because we feel bad for the ANC We listen to news because we want to know if the ANC HAS STOPPED BEING CORRUPT OR NOT everything in SA revolves around ANC GUPTAS invited him lol told ya!!! Lungisa is now lying he know who this indian person was his body language changed immediately they asked him that question and why would a random person would raom around parliament "hahahahaha ""am working for the gov"" and you do not know your colleague" Zuma messed up the country and his fellow countrymen but he did Peter. Power is everything REFRESH YOUR BROWSER
mlungisi lukhozi,awu what happening now
Cyril Tapile,@Nelson Musolwa he is indeed an intelligent and principled guy. He is well equipped
Sne Mdletye,SABC is disappointing me... it is personal if it affects ones career... screw comradeship thanks
Mary Freeme,lost sound on enca as well
Rouha Rouha,"No sound during break. listen please
MIKE DURBAN,Mmmmm.....i wonder ANC/EFF ...ghost in the machine....
samuel molope,who is going to be accountable and sent to jail after all done
peter pott,give us the numbers let's hear it is a market uncertainty. Rand went horribly high a few ago.explain that to us then. "strange to hear it from him "you are both anc deployees adv maleka "problems with comrades like this is bringing emotions into politics. you gain power today "@1000 "have you noticed no one so far "@1000. it's not. they must admit "all we have been listening to do far "@musoliwa "@van see bergh "@musoliwa *give maleka is auditioning here for Wilson B Nkosi job on metro fm here☺☺ "@musiliwa "there is the problem. one person is given authority. pride subtle racism or prejudice against Indians here "@musoliwa "here is another weakness. how does a political appointee like Fuzile "@1000 "@1000 "I mean here is man we ought to view as hero you are using the words presume and fact interchangeable. that is very dangerous Mr Fuzile this is cry baby. He wouldn't have made it on robben island this one. he would have died on the first day "treasury people truth be told "@liebenberg "@1000
Quinton Van Den Bergh,@samuel molope no one will be sent to jail this is an ANC hoax @peter pott Rand has been tumbling "@Sam Vanguard daardie idioot wil 'n burgeroorlog uitloop in Suid-Afrika @Sam Vanguard Ek het gister met Heinrich gepraat dat hy sê sy ouens is op die proef as hulle probeer om na die land se eksppropiasieprobleem te slaan @Sam Vanguard do you think this inquiry will bear anything other than more looting by ANC @Sam Vanguard waar ANC will never arrest itself from looting S.A infact the ramaphosa faction is happy to blind the average south african @Sam Vanguard EFF should never taste power 2019 they will turn S.A into zimbabwe remember zimbabwe in 2002? @Michael Mpagi have you ever been to zimbabwe?? @Sam Vanguard i am with you on that one this side we going for FF+ and DA western cape we own it @Sam Vanguard yaa i agree this side we conduct them on sundays so that our brothers and sisters are well informed @Sam Vanguard if you study the zimbabwe case you will find that the government lied to the people for the sake of colonial revenge @Sam Vanguard Malema and his counterparts want destroy us but that will be very hard boet i tell you very hard @Sam Vanguard preparation is the best boet we will stand our ground defending our families friends and property @Genevieve Pilz do you think we will let you kill us i assure we are prepared we waiting@have you ever been in a war?? "@Sam Vanguard waar it's true we go anywhere to plead our case of the coming""""genocide""""" @Mkhululi Bushula well if we stole it what did you do didn't you steal it from khoisan and khoi khoi @Sam Vanguard that guy will soon fall on his sword he is going the Zuma way where have we read that script ooo yes it was written by zuma shame on him !!! @Sam Vanguard lately most black south africans have misintepreted history @Sam Vanguard lately in S.A its becoming a crime to be white or indian @Sam Vanguard i agree ANC has poor policies @Sam Vanguard 🤣🤣🤣 @Sam Vanguard hahahahahaha why would i forget 77 those days life was lekker boet @Sam Vanguard Ek mis daardie dag "@Sam Vanguard sommige mense is jaloers op my en jy is wit @Sam Vanguard Swart Suid-Afrikaners is meer as baie swartes op die vasteland bevoorreg @Sam Vanguard 🤣😀😀😀😀 21st century hitler copy cats hahahahahahaha those protests in mahikeng really shows you how the ANC is compromised @Fick Liebenberg by what you say i think you will enable continuity of ANC RUNNING SA INTO GROUND @Sam Vanguard EFF is promising us genocide when they govern hahahahahahahaha i like it when people say am racist yet forget that the other four fingers are pointing at then funny
Bibby AGOUTANGNI,brilliant
Sam Vanguard,@Quinton Van Den Bergh Quinton boet hw was jy @Quinton Van Den Bergh Het jy gehoor wat EFF-mikrofoonmuis gister gesê het "@Quinton Van Den Bergh Hy beskuldig ANC van korrupsie @Quinton Van Den Bergh naaa boet ANC is rotten this is a cover up by the ramaphosa faction to cover they're own tracks @Quinton Van Den Bergh my only fear is EFF rhetoric lately it has been divisive in it's agendas @Quinton Van Den Bergh yaaa you can say that many times EFF and its's big brother ANC should be out by 2019 we no longer need such threats to our democracy @Mkhululi Bushula at least under apartheid property rights were protected now ANC wants to destroy S.A @Quinton Van Den Bergh yaa i can relate also to that we thought ANC under Mandela would be willing to protect our private property but now we see they wanna destroy it @Quinton Van Den Bergh we should continue our community awareness campaigns against EFF and ANC dangers @Quinton Van Den Bergh we are intensifying our combat training and fire arms training initiatives we have seen that EFF and ANC want to try the zimbabwe road which always ends badly @Quinton Van Den Bergh mmmm that scenario reminds me of how i should always be prepared if the worst hits S.A which is a genocide @Genevieve Pilz we don't need israel for protection let alone trump or our european brothers @Mkhululi Bushula that was making the issue international as it is and your were warned @Mkhululi Bushula we are well protected armed and ready to die fighting against any aggression on our community @Mkhululi Bushula afriforum or any of our sister organisations have every right to go anywhere in world to highlight our case @Quinton Van Den Bergh ramaphosa faction wants to do gamage control from the fake expose by EFF thugs @Quinton Van Den Bergh yaa the ramaphosa faction is becoming compromised with it's lies "@Tony Everts didn't the zulus @Tony Everts being racist is embedded in black south africans minds blacks are the biggest racist race in the world it's like the world evolves around them @don't blame whites for your own incompetences or so called poverty but blame it on your fake government the ANC @Quinton Van Den Bergh most racists think that whites are racist @Quinton Van Den Bergh NEXT YEAR WE MAKE SURE ANC is out of the equation yaa i forgot and the 21st century Hitler copy cats EFF @Quinton Van Den Bergh FF+ and DA better alternatives!! if National PARTY was still there that would have been better than the rst EFF and ANC want to make S.A ungovernable as they always threaten @Quinton Van Den Bergh never not under our watch will we allow a bunch of deliquents to govern S.A under ANC south africa is going downhill economically hungry people are angry people thats ANC playbook to use against whites
Slindile Ngcobo,eNCA back on line
tererai chipango,whats the name of the lawyer thanks hes very methodical in his approach biology break
MASIPA ITUMELENG,Adv Maleka
bernard ntaote,"Maleka and Pretorius are astood lawyers
Blaze 613,Ramaphosa to announce cabinet reshuffle at 3PM "yip not a midnight shuffle lol saw it on enca
