author,message
Blake Yogi,🤸‍♂️🤸‍♂️🤸‍♂️ 🤸‍♂️🤸‍♂️🤸‍♂️ Im so late today I donno who is who and what is what.:chillwdog: @Michael 🤣🤣🤣 so what were the tears for guys?? 😭😭😭 DCJ will give you a break to cry then recommend your arrest in the end:elbowcough::elbowcough::elbowcough: "@James. Go Ask Mr Sodi. Zondo was laughing with him one day _tmdev🤣🤣🤣 thanks and bye bye🤸‍♂️🤸‍♂️🤸‍♂️
Teunis van Ree,😴 :oops: @ALTA this is boring Bongo and friends arrested yes @Mike Clark "@Mike correction some respect please @Michael Byrne Welcome back @Pastor J.J
ALTA,teunis hi @finalcutish yes we are michael ... i rest my case michael no thank you michael .... she's not here 😂😂 Anne yes you are right zip hi there zip they where here this morning the sound is very soft michael ... yes true its a cheap phone that i have sanjay yes its a bit better now Naledi... push the button...😁 Naledi 😂😂😂 Naledi brilliant again😁😁 louis c .... fantastic 😁😁 Naledi... i love frank zappa Naledi he is Naledi... great😁😁 zip... love the rythm of talk talk zip from where they begin ... love it Naledi zip.... buffalo soldier andy ... sea louis c.... dont worry be happy😁😁 louis c .... great song zip.... and now? zip oh ok
Lesige Lesige,"Anc as a whole is built on abusing power 💯 this chair kinda sus I hate that these old people get to be in positions of power everywhere while they are old n easily confused has anyone ever been prosecuted or found guilty from this commission? """a single sauce"" 😂" she was about to say my management was part of the corruption if I had R10 for every time she said I CaN't ReMEmBer...id have a million rands cover herself from what 😊 Ae idk "this is not going anywhere Johannes you right....shii crazy
Mzalwane Mzala,Court rules in favour of the DA in the Tshwane Metro matter. @Canis Africanis I'm with you. "SCA rules in DA's favour I don't know @Anne M. but this does not end the instability. Tshwane does not have a mayor the 3 biggest parties are all fielding a candidate so no one will get a 50% plus one support. The Nelson Mandela Metro (PE) have lost a lot of money as Treasury withdrew grants because there is no mayor. The DA's case was against the city being run by an administrator and the court agreed with them. @Anne M. If there is no compromise elections will be the only option. I think the corrupt are the personification of the third force @Simphiwe Kubheka . They are the enemies of the people. Bamhlukumezile @Ntsikelelo Vani Malema said he did not understand the sudden interest in his financial records when his tax woes had already been ‘leaked’ by the SA Revenue Services and published in newspapers (Citizen) "“These crooks ANC MP Bongani Bongo to appear in court over R124m Mpumalanga farm fraud (Timeslive) ANC MP Bongani Bongo is one of 11 people set to appear in court on Wednesday on fraud and corruption charges. Hawks said the suspects were linked to dubious land deals amounting to almost R124m. They did not name Bongo but a senior official with knowledge of the investigation confirmed that he was one of them @Sanjay Maharaj He even refuses to step aside Indeed @Diana Sekatane . Now they are mobilizing us based on race. Tronk toe! Makaze @mafuta Mr Burger wanted to protect the tender of the Gupta company Stefan Burger General Mdluli is standing a trial for what was revealed in this commission "Yes You're welcome @Naledi Barron "@GB Alas @Anne M. For some people anyone who comes here is a crook. Australia might be my next destination. I agree @Anne M. 2 Gauteng police brigadiers arrested for alleged gun licence fraud (News24)
Phumzile Kumalo,"Equal rights and Justice. If found Guilty go to jail "How long shall dey break our profit then we stand aside and look. Enough lady👀 Be carefull your eyes are Stage Playing 🙄 "There was no 🌅and I told you ""Ms""M not to jump in the water if you Can't Swim 👀look now life savers🏊‍♂️ aren't here" "No Women no cry has it own Conduct So much Trouble in der? Get her a Glass of Energade please 🙏 All yuuuu got to do is Give A Little. dats your counseling of de Day "If you can😔 tell de Truth den
finalcutish,9 minutes ago jesus guys r u on yt all day u need to take break watch movie get xbox read books i get it stay safe u cool great answer great exactly but a cup of chat makes the day i give zero f lol photocopy company u need your own business these days business owner get support from sbdc i wanted tour bus charge 450rand per seat cape town jhb 50 seats 1 way then come back pay driver 1000rand charter yes and neck massage lol no bro thats too much f that ok im thinking hold on can get better shower children free but 200rand if want food ok i need mill 10 million rand bus then build fleet go global ill do research german bro electric tesla elon musk save petrol elon love it charter bus plane 100 million rand electric charter bus get money worth longer journey than plane small pool jacuzzi half tennis court gym f bus normal bus screens
Madoda Oyiya,✌🏽
FieliesSA,Lol @finalcutish walking into the room and insulting everyone haha @Lesige Lesige you will be surprised how(relatively) young some of these are. Ex the special advisory guy last week(Gama reinstatement) is way too young i.m.o. "Im listening in the background( I do work i promise) @Ronel Eksteen I agree. I like this woman Im getting goosebumps
Michael Byrne,finalcutish we are all waiting for this thing to go straight to lock up will they cut her hair before they lock this thing up ? if you steal you arnt a women . I told you that Alta thank you now you can be excused Alta I am not going to ask again go play with your mom I said go find her Ann m you can go to .you can play with you dad it sould notbe complicated if you are trained in this kind of thing . But the main source of this is to cheat the tender system Pius why he is catching this thing in all aspects always the case garrison you and your std6 shame for shure bund thing kunt remember stale. heather this is what they do best. steal. why do you have to read you stole without reading alta you got a cheap phone stealing a thief carry on digging this things going to fall deep oi watching a con artists yes if you can't see this go home please at this rate we will be here until 2055 Marius they use these not to clever oks so no one will go to jail o now she is blaming the whites . this thing is racest now she is crying guilty where in the law does it say when you are caught out lieing you can cry cry baby give her a dummy and put her back on the stand . you are wasting tax payers money "in other countries Mike moja she is on a crying break the thief I bet she never cried when she got the money Blake guilty people look for sympathy slowly boet she is going to cry again what is this thing doing there the judge should change seats this is a joke kangaroo court if this is not leasing then I dont no . but then again this is south Africa this judge is in bed with this thing mafuta how many burgers you had today thieves arnt respectful "I went for a dump it's a wonder he hasn't blamed apartheid "pastor if you arnt watching  naledi bye heather ramapoesa is still begging for money begging is cheap no morrals this ramapoesa lee Dee you sniffing glue Mike Durban you can clearly see these clowns were taught in cuba is there enough fuel like the chicken farms in the freestate take zuma what kid eats 200rand food come on man clever boy what cash they stole it all save on balls
