author,message
Peter,Colonel Venter is being fried like eggs by Julius Malema's legal representative
bongile sango,@Peter that Colonel seemed to be in trouble our money was just flowing carelessly here🙄🤷‍♂️ hoping this one is not going to cry @zip reeper 😂😂😂😂😂
stanley mhlana,It is time that we see action from the commission we the people of SA we will be pleased if we see people starting to wear orange overalls. guys who is this Piet Vast can anybody inform me why is he important?
Lee D. Hendrix,...Skin is the largest organ of a body. The Constitution of persons within their Minds / Brain.. controls actions as physical articulation. Stupidity; is taking Reality hostage to suit one's self. "NOTE; those young people(EFF) are disrespected by efforts of ignorant adults ...I'M BETTER THAN YOU is what? "...Brainwashing others is a Science for servitude ".Law is.. rules created enforceable  ...Zondo may well be presiding over the greatest looting scheme in the History of the world. "...Zuma's attorneys have to expres a defence  "..@ zip reeper; women have rights too . ...ANC is the continuation of Apartheid by the laws of colonist who needed food and lodging near the gold mines and precious metals.
Naomi van Tonder,malemas eggs must be fried for a change. his suporters is destroying and messing up again outside the court. job creation I suppose. one messes and one picks up etc etc
Mr K Lakhan ʕ•ᴥ•ʔ,hi again..✋🏽 I was watching the malema hearing... I noticed some odd stuff there "..for example "..😎there's lot off loopholes there. ( which I won't get into) ..also col Venter is a worker "...I would like "..one observation ..so the claim was he was blocking the way. "🤔 But private schools could be the reason for this ..no I'm from South Africa ..just found myself in the right place..in the wrong time. 😅🙏🏽 pray for SAA no im not a goat. I'll hold you to slander "But "though keep in mind "tell me something....did malemas farm get taken away 🤔 Tough education is not a show off quality - but off status 🤔 what our philosophers think about this ganging up on minorities ..again "..this cult welldone to the art community of SA. get well soon Cyril ...Cyril ..Cyril "Btw "*Adams calendar is the south African Stonehenge please don't cry.. it upset me "...I watch how goodnight 😴
Heather Durr,@Peter @bongile Laurance wrestling in the dirt where he loves it best-that is why Malema has had him as his lawyer for 10 years @Tommygun HUH! @Mr K Lakhan ʕ•ᴥ•ʔ 'A Dutch Person? @Mr K Lakhan ʕ•ᴥ•ʔ India has 1 billion people-not surprising GOAT means Greatest of all Time -Like Federer in Tennis 3 November... @Mr K Lakhan ʕ•ᴥ•ʔ It predates the so called 'Bantu' settlements there by some 75000 years-they have yet to discover who constructed it-it is a calendar spread over thousands of miles. @zip reeper ex wife's sister that is so far removed-what is the scandal there unless Zondo was married at the time-he has 2 kids a son and daughter These Afrikaans women are so competent and accomplished "@Cerebis @Paul Buchel I know She is sharp this one-impressive and sneaky :0:) @Bennie Deysel America the land of the MAGAotts Didn't that Psychopath say that he had destroyed ISIS 100% ISIS is back-hope they did not hear yo talking about Mr Laher the other day @Mzalwane Mzala The majority of the people have chosen them @Louis C murdered 3 women as I recall @Louis C I was there when those concrete dustbins exploded in the middle of the city and the car bomb in Pretoria and the guy who was executed for the station bomb "@Salmaan Abrahams Botswana Declare war on America /Britain/ Russia/ China and become a colony again 🙂 I never vote-the last time was the referendum-why bother if the ANC always wins. Many whites feel the same and I am sure the people of colour dont care if we do or dont. The numbers are so against us in term of population 80% Black and growing. We will be the most populated and youngest continent by 2030 due to the growing size of families This lady would be a GREAT EVIDENCE LEADER @Cerebis Well the royal family has ruled since 1400AD @Mzalwane Mzala That is a very interesting statistic. Thank you ! 🙂 @Cerebis If only😂😂😂😂😂😂😂😂😂😂 "@Cerebis There were a few great queens "@Nico Koert Jesus was a Jew. He would be the same skin colour as the Jews are. Moses was Egyptian "Generally @RduP It a Bi-Polar thing-keeps me safe (and them too probably-hmmm Never thought of that) but its why I am so bright and humble ... @Bill West Read what I wrote-I dont even trust the sun to come up Hot Mile Alert HOT MIKE ALERT "@Bill West I am for kindness HOT MIKE GAAAAAAAAAAH DCJ is CAPTURED....... Can she examine Zuma loooooooooooooooooooooooool @Mzalwane Mzala One can hope 🙂
Hennie Stander,"NO MASKS 
Tommygun,more trumped up charges against employees doing their job too well.. Illiteracy is the path taken by those whove had a decent education denied them and their parents. Jeremy Cronins too hard core for ANC @Heather Durr ANC seems like play play socialism compared to the likes of Cronin or Ex Turock great and clear witness I do hope we get to hear from Mr Tshepe No one in the past got to talk about the fairness of history coz they was dead
Fred Desrosiers,"@Lee D. Hendrix "@Piet Vast "@Piet Vast
James Godloza Godloza,Mr K that would be like mixing water with oil not to his defense but he had an affrikaner lawyer in his defense for me his stance represents double standards "I'm sorry to say agreed Celibis sorry I'm like the Chair today (Cerebis) it always bothers me that well educated people were led to corruption by a completely an uneducated old fool Zuma I would not want to study and become an accountant yet be told by a grade 5 how to count Louis and the witness look exactly like Mr Miyagi @Louis:washhands: were are you now Mr K same here Mr Abraham's
Sekgololo Johannes,Malema is just one angry and racist dude "today he has his life on the line total double standards speak for the poor? while he himself is not poor? dangerous fool i guess Malema intends to argue that he had credentials as if that explains why he assaulted a police officer. indeed. he must face the law "Lakhan u can play with your friends Malema is just full of hatred.
Minnib Prince,I agree Johannes urge???? a man must eat:virtualhug:
FieliesSA,What did I miss? Anything special?
