author,message
rohan barnard,"In closing argument She broke the law and flouted basic governance principles Myeni is a major POI "When I look at the face of DCJ "When I look at the face of DCJ @Andre Gerber eisbein en chips @Andre Gerber gekook in die Gupta pot 😅 @Andre Gerber halwe brood gevul met bess/lam/hoender curry. Baie lekker. Ek maak dit gereeld vy die huis my typing skills is nou net so sleg soos dudu se waarheid @ALTA and it needs to be SAUCY! @Rox those zuma rats are paid to support him 🙄 @Naledi Barron nothing new that I heard of on Ace Mieliepap
Nemabubuni Geoffrey,SIU is working hard at least... Masuku has been found controversial with the PFMA and the premier discharged him from the office
FieliesSA,and now?
Xolani J Masemula,I can't get enough of the DCJ just flat out laughing that time🤣🤣 "Staring to wonder if it's not SABC Adv Seleka "It looks like ANC is now trying to consolidate it's power and push back But honestly have you noticed how they have been getting more and more uncomfortable on the commission? the jig is almost up and they can all see it lol @Rox "The next time you come back
Rasheed Ally,As a Judge he should have known he is illegally appointed by Mogoeng.Constitution Law clearly states only a President appoints a Commissioner ? He is a hired gun . Why Mantashe Zizi Kodwa & Agrizzi &not Andile Ramaphosa who admitted accepting corruption millions . After caught lying Mentor &Jonas withdrew their evidence .why?
Salmaan Abrahams,Perhaps they made deals with the state npa can make deals with a criminal to rat out bigger fish These agendas we are being fed ...one has to apply mind to determine for ourselves No one other than corruption prone ppl cares what ANC wants "A vote for ANC is aVote fr theft  We will ban anc in our country (Cpt) 😂 ANC cldnt spell clean if u wrote it in the board fr them ANC is only after tax payers money Ifp Nd udf Dnt make as if anc fought alone in apartheid We are now in 2020 bankrupt Nd 1994 (wealthy) because of anc yes Keep singing fr supper anc cadres ANC has forgotten abt the poor Stole? Steals more like it🤣
bongile sango,DCJ didn't he said they coming back @14:00pm?
ALTA,bongile.... lunch maybe lekker 😁 andre nie n toebroodjie nie rohan agree i have respect for DCJ ek weet andre is flippen lekker brood gevul met kerrievleis yummy rohan 🤣🤣 oeeeee en Durban se bunnychows was die lekkerste en n Gatsby lekkkkerrr halloooo naledi andre.... regtig? naledi 😘 andre net Durban kan wragtig lekker curry maak andre ek in Bloemfontein in einice nonneskool andre me 15yrs ago naledi 😂😂😂 angelo... i do behave well ... you agree😁😁 DCJ for President hirsitus i agree hi a b c naledi....Elvis Presley... suspicious minds oh yes there comes the name mr romeo khumalo naledi 😘 zip... ja
Andre Gerber,wonder wat hulle eet @ALTA "solank dit nie ""curry"" is nie" @rohan barnard 😂😂😂😂😂😂😂 "so gepraat van ""curry"". wie weet wat Bunny Chow is" wel hier in kleine Gansbaai het ons 1 take away wat dit nog die Durban manier maak ek koop elke 2 saterdag aand vir ete dieselfde take away maak Gatsby's ook ja hulle Indian van Durban @Rox want to see how many end up arrested @ALTA my tiener jare daar groot geword. was in Pinetown op skool Zuma must be paying the hooligans from hidden Libian money @Paul Buchel Goudens? Sorry Goundens in Durban haven't been to Durban for 12 years "inlaws wants us to visit Adv. Pule G Seleka @Naledi Barron 🤣🤣🤣🤣🤣🤣🤣🤣 "After this commission DCJ can start his own political party and have all the Adv's as ministers 
Blake Yogi,"Confess baba. With each lie Well said chair. This man is top notch🤸‍♂️🤸‍♂️🤸‍♂️ upcorrupt Just confess. Your heart needs a break Dont be shy Mr Seleka. Say it I agree. we dont need another Chair. Very Dramatic Mr Seleka
Elvis Malakoane,public protector has just kissed the grass again in Western cape high court interdict application Rox that lady must be having nightmares about judges by now "Rox I hope not because she is in a corner now "Anne M That is so "Rox true "Angelo Doubel I don't think he will succeed because DCJ is seconded from apex court Angelo Doubel yes It is so lower court cannot overturn higher court ruling and constitutional court is end of the road "Angelo Doubel yes he will attempt to kick a can down the road Angelo Doubel I think he has lots of money but he won't enjoy it at all I wonder How do does it feel to be a problem fuzile dazana by we you mean even if people don't vote you in power fuzile dazana Salina is a very level headed lady fuzile dazana Sakina * fuzile dazana who is sidelined at sabc fuzile dazana who is sidelined at sabc
Rox,hahaha @Alta lol @Elvis "come Monday @Elvis unfortunately those ANC clowns at Parliament will reject her impeachment... 🤣🤣@Rohan Actualy it would be nice to have Mogoeng Mogoeng Mogoeng on that seat questioning him Hahahah @Hlagala Tsotsi was a regular guest at the presidential house it seems "Hahahah DCJ had a memory card on his head indeed @Naledi hahahah @Maboko "Duduzane @Kopz he was once heading the Labour court Hahaha @Naledi "This week was a boring one at the commission yes @Abram @Hlagala they will mute DCJ 🤣 I don't support this virtual thing "when questions gets hot "Mr Tsotsi should be having his pills at 3pm 3Bn of UIF was stolen and we are told it was an error "some of us are living on salary cuts @Angelo he has a bunker "hahahah @Fuzile what is Hlophe now @Fuzile is the same way you guys gave us STD2 president for 9years The whole CEO of the country with STD2... my grandchildren will never forgive me for this "@Alta he is fine as a judge "The current president is not a saint either "Lol @Fuzile is sent to disrupt us AFU must freeze Mr Tsotsi's assets including SASSA card. is Dr Ngubane a traditional healer? "hahahah @Naledi is pulling Peter Ndoro on us "Carl Neuhaus misquandering as Fuzile Mr Tsotsi will soon be appointed the commission's secretary hahahaha @Chris stop it
Naledi Barron,Ek's terug. "Haloooo @ALTA Sorry Any news on Ace's arrest? Latest news here says that he's happy to cooperate. @Roza essack Yes! Pravin Gordhan was the best thing to happen for SARS. Heya @fuzile dazana Grab your coffee. Thanks @rohan barnard x "Heya @Solly Makola Hot chocolate and rum @Pastor J.J GTSY my dear!! You have your weekend reading ready?? @Rox I absolutely adore the DCJ. He is sharper than any knife!! "@Pastor J.J It's nat en koud hierdie kant @Kopz Koape Most of us hadn't heard about our magnificent DCJ Zondo. But now the world knows - a beautiful mind!! @Roza essack The ANCYL are already getting fired up about Ace's imminent arrest! "@Kopz Koape and @Rahab Takalo And watching the minds of Advocate Seleka and DCJ Zondo at work I'm sensing that soon there will be a new song-chant asking.... Where is Zuma. @P J Advocate Pule Seleka. Senior Council. Uphi uZuma? Come now Sir. You cannot hide forever!! And as for those fatcat Guptas - bring me my machine gun!! Sorry any SABC Chat stream moderators. We people need to vent. I apologise for my extremism in this specific instance. @Rox. This is the kind of fact that breaks my heart!! @JS Bach Apols friend. I REALLY want an umshimi wama! @ALTA These are the Days of our Lives Queen. @Xolani J Masemula I hear you! @Solly Makola Been there! Stood on the ramparts ! Awesome! @fuzile dazana We've got a superbly unbiased DCJ in the chair. No other judge is needed. @Roza essack Yess!! "@fuzile dazana Times @fuzile dazana Open your mind please! ANC is NOT the be-ll and end-all. S.A is moving past that rhetoric. ANC needs to reinvent itself. @Angelo Doubel Getting there!! x @Kopz Koape You think? Why do you think that? @fuzile dazana Oh my dear! Mdiba is gone. Our beloved Bishop Tutu is gone. Steve Biko and Chris Hani - gone. We need to Take up their honourable spirits and work toward that Ubuntu!! That GNU!! "@Joan Lombard Yes "@Roza essack Urgh no Roza! Here "@Roza essack Ja "@Roza essack @Andre Gerber @ALTA Right guys
Solly Makola,Rox watch the space zuma is playing yes rohan they can even listen to each other yebo naledi cant wait for the Hawks to catch the big fish mr big head zupta mafuta😂😂😂😂 "hope mr zupta will not give those answers for 4 days i forget  roza imagine the witnesses seems to be forgetful but i can remember what happened donkey years ago j masemula im with u on that DCJ must invite the hawks to the commission people will remember naledi barron come to Jerusalem😂😂 DCJ is not going anywhere
roza,yes chair even sars was 1 of the best we hope nd pray that everything will be what it was i still remem when foreign entities wanted to follow sars example Pastor we can only hope nd pray i dont understand how people can fight nd strike when these crooks are stealing now if ace is arrested we going to get people protesting i mean how stupid is that mr zondo needs to be the head of npa with zuma same thing that lady from kzn also cant the people see whats hap what will happen if all stop paying taxes mr zondo gives us hope in people that are not corrupt mr zondo is going to be mr ramaphosas right hand Lee no it eill be a blessing there will not be any more looting Salmaan so lets stop the taxes Maryann yes if no taxes ate paid the big shots wont have lawyers to defend them are nd till now no shame they still stealing Francesca what do u mean english plz Naledi no red for u plz😜😜 fuzile😁😁😁 the new parties shud employ us nd we can do a gud job but with a salary Naledi 😄😄 Naledi yesss i wonder whos going to be arrested today
Christopher Peters,because of apartheid they would say. Saleka the Chair has promised his wife. maak klaar. @Roza essack Mr Tsotsi finds out today that Eskom was capture while he was at the helm. Can nogal see Zondo and Tsotsi having a port and cigar infront of fireplace. Dudu must go dudu in gaol Saleka lol 15:00 Chair there he wants money in the psicke of our people. asking for money is captured in their jokes too.
