author,message
BanditZA,ping are we live yet? ping pong I am indian i believe guptas must come here and sit but only after everyone has given testimony and they must not be given leave to cross examine until they agree to come here Yes "Adv Maleka
Zolile Lawu,yes
Desmond Masilela,Who is this man representing? Thank you @King - Morena King & @Louis Germishuizen Mrs Brown was also captured? Like this advocate He looks very young indeed... @mandisi ntauzana This advocate know his story unlike this other once we've just seen. Advocate Mr Maleka They scared of NPA @Orefile Macheoane Where is Gumbi They should ask Gigaba to go get them and bring them here. his the one who gave them citizenship of SA> I thought he was snoring at first. @Thando Khumalo I think the chair must switch off the mic. Who is this lady and whom is she representing? Mara chair!!!!! cough @Tulonga Henoch . Thank you. Short and simple submission. I will not forgive Zuma. hahaha......@Siba Mfabe . Maybe they will name Nkandla after him. @Siba Mfabe No name other than that. @Siba Mfabe Yooooooo!!!!! mara this chair his cough....eishss I just want to know. SA can not issue a summon to the ambassador of Dubai to instruct these Gupta brother to forcefully come to SA. SA do not have that power? Who is testifying tomorrow? Maybe the Judge will let us know before he goes to bed. @Siba Mfabe
King - Morena King,Lynne Brown Lynne knows she stole from the poor that's why she want to cross examine even before evidence layout
Louis Germishuizen,Lynn Brown I think he should feel very uncomfortable. . Lynn Brown is easy case
nhla xwale,ya zikiya zikeyi lendaba who mr jones brian is the CEO bra ya is the part of life
Joseph Thobejane,Lynne brown and brian molefe r captured together "all the lawyer's who come here today to represent the criminals "u khow I'm still asking my self many question i like the words my client mr jonas he wa talking like a pastor "we don't want to here anything i can in sure u bra no1 its going to be arrested after this commission
Lucky123 Thwala,ningamushiyi ngaphandle u Ben Ngubane Dudumyeni Zuma well said Adv Maleka Maleka the man of day
Siba Mfabe,I want to see Brian cry again. "So I am a bantu and I can trace my ancestory to Shkomo. Chappies wrapper schooling leads to this notion. @Mpumelelo Hlatshwayo  "@Mpumelelo Hlatshwayo  "Lets lobby for the Gupta's to be brought back. If they are in Dubai "@Orefile Macheoane  Maleka makes me want to get in trouble so I can get him to defend me. "@Jane .Blamire  "@Jane .Blamire  "@mandisi ntauzana  "@Orefile Macheoane  "@Orefile Macheoane  Maleka's fees are increasing by the word count "@Jane .Blamire  Maleka for NPA head She doesnt want the job. She has spoken on that "@Fils de l'homme I have a secret feeling that if Zuma gets stuffed he may want to turn state witness on these guys. "@Desmond Masilela  we are probably 20 years behind because we have to tach up for his decade @Desmond Masilela call it what Zumaland "@Fils de l'homme  "ANC needs to lose an election more than it knows "@Ntombentsha Mzati  "@Fils de l'homme  "@Fils de l'homme "@Fils de l'homme  "@Fils de l'homme  "@Desmond Masilela  "Maybe DCJ Zondo is doing an impersonation of Darth Vader sound "@Dominic Przybylski 
makhosi nobhatyi,These people wasting this day Hahaha All of the people whom not willing to testify once it comes to finality commissions rule they will say they didn’t get time to state their mind? Orifile Macheoane Guptas undermines this commission and running from being charged They commit crime here why must our government go to them now? They took our money here so should be here Coffers are empty that is why you see this down grade our president trying by all means to save the economy of this country and create job and service delivery "Before this commission begins Gupta  "People can you help to understand wat business Duduzane Zuma did as he called him businessman? Young boy like him who was born 1984  "lol we want Zuma to be cross examine by our lawyers such as Malema "No more forests to hide truth is out already I promise Zuma will run as his son did when comrade mbalula instructed the arrest of Duduzane and Gupta they were no to find Dead Zuma seeks opportunity to enrich himself systematically and use abuse authorities to fire competent people so that to be easy to go into treasury. Sing a lot while he do that tenders go to Guptas Auti mjita yes that shows remorseful and apologetic to our people and say not again these happen mistakes we did is using majority in defense of party which tend to do with wrongdoing
