author,message
Ibrahim Kuyi,. mmm l
Dominic Przybylski,Money laundering day today "Soon should be time for banks Memela has already dug a hole she cannot climb out of. Commission now has new powers to imprison witnesses who don't answer questions. Cannot believe that an advocate could have been so careless. I wonder what they do before 10:00? Most people start work at 8:00 @Phillip Cwazibe Thanks. It would be interesting to know what happens in a typical day in the life of Zondo. The witness' smile was more like a smirk while she seemed to believe that no-one would be able to fathom the money laundering. @Kevin She looks cute but she is lethal. Hoffmeyer eats little fish for breakfast. """like I mean"" Long answer which an honest person would simply answer yes or no - obfuscation.
Bra Eva Ndlela,We are all here waiting for Cuz Ms N Memela Adv Hoffmayer is the best
adam october,where is what I mean she's in a corner will she be there today
vincent kolobe,"if this memela women does not come to her sense today nervousness is kicking in now......I mean.....I mean.....is loading this spams are no different from the paid trolls you find on twitter or facebook
Mighty Mesolo,😅😅 anything is possible with Memela can they start already😢
Granny Mokwena,i hope she brought those papers to prove her story this commission is not serious about completing it's work! they're never on time. no lies detected
Elvis Malakoane,she will send a fake doctor's note today "The note will say ""I mean I am what I mean"" sick" just check if she did not hit a pole next to airport Scorpion Sting true she is nevers as devil in the church Rob she is not fit to Ruan a bath run a bath This lady is so nevours she is gonna cry soon this lady is loosing her head people any one has isidimeni contact numbers pastor j anyone closer my brother I am afraid she will hurt herself kokstad I think i like that Adv Hofmeyer never disappoint she geared up for them pastor j who were among known suspectc at pp 50th OK thanks pastor she is beginning to irritate me honestly she knows what she is doing wrong Narcissistic watch later in the day Adv Hofmeyer will make speak slower and rationally pastor j thanks sir pastor j I did not know that Mkhwebane is 50 I thought she is 60 or so she looks older Stronger together My condolences sir Pastor j his dad passed away and they had a funeral on Friday Pastor j do that for u now Bev Daniels and those amendments cane at the right time Pastor j yes I think arrest festivals are starting so if I marry a brilliant woman like Adv Hofmeyer i can't lie to her she will see through me -
Scorpion Sting,"I Declare today the "" Truth or Sting Day """ I bet she does not turn up today @Thandisizwe Yeleki ...Hiding in a dark corner. But I will find and sting her out ok @Elvis Malakoane ....Maybe she drives a Toyota? @Ria Sokiri ...Put your glasses or the lights on my Dear
Sherwin Peters,her lawyer might bring a sick note if she doesn't pitch 🤣🤣 it's like waiting for a cellular call centre agent to answer your call... let's do this already "here we go here we go again ... blah blah blah blah "haibo it's getting hot in here
Keith Fallick,weren't they supposed to start at 9 thirty today🤣🤣😃 "No "" I mean "" lying more comfortably with her lawyer present.🤣🤣😃" Her dork is getting closer to the colour orange 😂😂😃 that's doek sorry joe is that you😎 "Kevin "Was 30 present around in her time
Phillip Cwazibe,@ Granny Mokwena ​i She does not have them. She can not bring them because they implicate her. @Dominic Przybylski ​I Meetings and some administrative duties. @ Dominic Przybylski I missed his wedding because I was too baabalazed and avoided travelling. He was a friend to a friend. @ Rob Nel ​@emmanuel No Zungu are not same as Zuma....never.. two different tribes/clans @Pastor J ​I do @Elvis Malakoane . The further away from home the better. Try Kokstad "@ Esme Van Heerden that is why she did not understand ""conflict of interest""" What is attorney Mbanjwa saying. Judge Zondo educating an advocate. I do not think that Ms. Memela knew that there is a submission by the CEO. She is going to need an ambulance now. I missed it. Why are they having a break.
Thandisizwe Yeleki,where is she ? "i can""t wait to listen" Time waisting Miss Mbanjwa how can a goernment official do not record her duties because i do not understand Miss Memela she says she does not remember her part of duties Adv .Kate Hoffmeyer is sensing all these lies of Miss Memela Hoffmeyer's questions are very interesting it digs the truth Kate's questions are on point Miss Memela ndiyayithanda imibuzo kaKate Hoffmeyer i love Adv . Hoffmeyer memela talks too moch nonsense
