author,message
Maureen Henryu,.
Evans Maminza,its almost showtime
makofane tshepho,we are waiting for the action. I trust that banks will give solid evidence... a thing is that you are not looking at fact but evidence that tie ZUMA. ZWANE@ DOES IT MATTER WHO GIVE THE EVIDENCE OR THE FACTS IN THE EVIDENCE. WAT MORE DO U WANT. THIS IS THE EVIDENCE WE NEED RYT. OUR SERVICE DILIVERY MONEY ARE SPEND IN DUBAI. THAT IRRITATE MY STOMACH.
noko yamebetlwa,who testifying today
OneStop Medical,Standard Bank
MrMoyoT,"Not to bust anyone's bubble How? They will just show some bank statements nje. Im telling you it wont go anywhere. No one will be arrested or charged. Its a just a show to garner votes for 2019 elections Its a network of transactions that will implicate the banks themselves. There are vested interests to protect the real perpetrators of state capture which is white monopoly capital Guptas are just small fish whom they want to throw under the bus. Which will not happen. This is just Generations or Uzalo with a well written script. They are all actors Jonathan you know very well what that is. People dont yet realize that Guptas are being all used to cover up the real mess behind the rot in govt. All the big white owned firms have done much worse than what this fake commission is trying to fool us into believing jonathan look at the bigger picture Closing of accounts is just a front or a ruse jonathan why just focus on guptas and not other white companies as well look how they play victim and point fingers to zuma and his indian cronies. the commision is just a farce until it addresses the real state capture Jonathan you act naive Robert how so You think this kangaroo commission will achieve anything More of our money down the drain Monique here are some facts for you "the country’s only black-owned bank these are white owned and controled the financial sector contributes 22.2% to gross domestic productand controls assets worth about R4.8-trillion. meaning that R4.4trillion of that money is in white hands "Of the R1-trillion in cash hoarded by corporates at white-owned banks "Of the R5.8-trillion private property (excludes agrarian and commercial land) value in South Africa im answering your question with evidence
Siyabonga Nxumalo,Waste of time South Africa has always been about race. Don't come here and act DUMB.
Edward Buta,"@noko No one
sibu zwane,remember it part of white monopoly it have too say more wrong things @mr moyo I agree no one will face jail @makofane it does matter .wait til Duduzani come @Jones race will always matter till the world ends if it will @Jonathan white monopoly owns banks if this inquiry can quantify the money got by India family and white monopoly through state capture you real see paradigm shift from hating this India to white monopoly zwane No stop true @-Norman
Jonathan Palivili,Mr Moyo T... kindly explain what is white monopoly capital "I dont know.. Its all about race NOW ??/... so im bit confused as to how white monopoly capital affected the closing up the Gupta related accounts Yes thats what you need to explain .. you are answering in riddles ? "even if that is so  "Please note Mr Moyo that the banks have not closed any other companies accounts  MR Moyo its because of NO OTHER companies robbing our SOEs and our hard earned tax moneys and did not know how to account for the stolen money Mr Moyo Mr Moyo.. you call me naive... All im asking you can you explain which white monoplly capital is involved with money laundering with our banks... hope the ordinary man in the street blacks open their eyes and vote with their hearts in 2019... You have been ripped off BIG TIME by the government... Thando ... How can that be racist... 4 babies died in hospital because of lack of additional hospitals.. Where has all the monies gone to? Thando... I have many black friends living in shacks and without food... Do you not care for them???
Robert Russell,5 Minutes into the broadcast and the race card starts.... so sad... The Banks are public listed companies... go and invest your black money in them and then you can own them @MrMoyoT ....and I'm afraid to say you are very doff "@Monique Jones ... VBS was looted from the inside Billions @peter pott ....you starting to sound lie ZUMA 😃 ANC thieves...always lurking in the back ground to feed Chancellor House Who gave the ANC at Lootfreely house the instruction to get involved????? "@David Rocha ... ZUMA pops up AGAIN
Monique Jones,@Jonathan Palivili WMC is whatever Bell Pottinger told them it was. @Siyabonga Nxumalo now the whole world is about race. From Europe to America to SA to S. America @MrMoyoT What is state capture? Who is captured? Who is corrupt? What do we do with the corrupt? How do we ensure jobs for everyone and free education for all youth? Who's in charge? @MrMoyoT Specifics please and not generalities. @Thando Nkutha just skip over our lonnnnngggggggg esssaaaayyyyyyysssss please @Thando Nkutha great idea! I've blocked a nut or two time and time again YouTube wants us to keep is 200 characters or less so I will be going as close to the 2o0 mark as I please. .......I have insomnia so I have a lot to say....dang 177 characters! @Thando Nkutha delicious! 😁😁😱 Where's @MrMoyoT I'm still waiting for answers @MrMoyoT Why was VBS placed under curatorship? @MrMoyoT why and who placed it under curatorship? @MrMoyoT you are answering your own questions and not the previous ones I asked above. @MrMoyoT 1. What is state capture? 2. Who is captured? 3. How were they captured? 4. Who is corrupt? 5. Who is in charge? 6. Who should be punished? 7. 8. 9. and 10 to follow No @MrMoyoT you are not answering my question! Give me 1 or 2 word answers like @Thando Nkutha wants I'm going to ask these questions in the sincerest way. @MrMoyoT are any black people in govt/private sector corrupt? Have they made millions from the state? @MrMoyoT if I see any person in government living high off the hog while any black South African lives in squatter settlements and hungry then I have a BIG problem with corruption. @Thando Nkutha shhh we're listening @Thando Nkutha lol @Siyabonga Sihle he's a lie-awyer @Thando Nkutha have you been penalized for early withdrawal? Get off the sex talk! Nice chatting with y'all. @MrMoyoT still hasn't answered my inquiries. Almost 4am here and I'm going back to sleep. Hopefully.
