author,message
Dams daily motivations Madamalala,welcome back mr Zondo vote anc ANC vote ANC FOR BETTER SOUTH AFRICA AGAIN Gupta mentor
tshepo aaron,1st to get inside.😂
Desmond Masilela,Morning everyone Hope she's not going to confuse 2 people today. @Mfundo Veerasamy Yes Mfundo. Hlongwa and Hlongwane Give them 5 min break Chair to sort this out. @Amanda Watson 😂😂😂😂😂 This Adv I dont think we going anywhere with her. SABC can we see the Witness please. Cant the Chair take 5 min break and sort this mess. SABC please show us the witness. Awa!!!!! this Adv is confusing Yebana!!!!! the witness!! This is what I was referring to. All this files are just messed up. This adv is letting me down you know! You will hear just now they will say we adjourn due to bundle files not in order. Annexures or bundle what ever. This files come on the witness will be more confused!!! When the clip was taken Yes chair Now the witness is just sitting there doing nothing. I think today is just a wast of time What is happening now???? Yes Mento!!!! Yerrrrrrrr...!!! guys tea break I think they can bring tea just water moes. just like... I'm just praying she's not confusing names like before!!! They must check all his passport. People might use 2 or more passport. This adv!!!!! Mr Zondo is lecturing the Adv What about the Water Kloof? They must not forget that Malusi Gigaba was the minister of Home affairs.... anything is possible. 😂😂😂😂😂 Who told you? The chair has seen something from this woman. That is why his saying this to the witness. The witness is completely lost. @Gen Cas. She's throwing herself under the bus. I thing so @Gen Cas. Very hard!! LOL Here she's start confusing things now. Eish.... @Enos Mwakondange. 😂😂😂😂 "This lady was just enjoying trips to Hongkong @Lebo Pie 😂😂😂😂 Now she's starting talking about dinner!! This Mentor just went there to enjoy food!! She's confusing the dinner with lunch SABC please Tea time This adv is going to confuse this witness more with this photos. Resume 12:15 and take long break @ 13:00 resume @ 14:00 and adjourn at 16:00pm This hours does not give me 8hrs at ll. all This is not a dating channel guys I think SABC must block some of the comments without been shown to us. This is not a dating channel. @Lebo Pie. You right. But we must be strong for this The 2 days Mentor is supposed to spend will turn to 3 day due to all this corrections. SABC and then SABC can you please help us with 2 people here. Through you chair @Anne M.. Thank you Anne I have just did so. The Adv will keep on apologizing We are not going anywhere with this Adv Now Zondo is doing the Adv job This Adv is lost Why is she tired because she has not answer anything @Lebo Pie. 😂😂😂😂 So Shes trying to tell me she does not remember which flight she might have used? Then she either used Gupta flight or her private Jet She's confusing everything Mentor Jerrrrrrr.....Adv Lunch time will be back @ 14:00 The witness is breathing very hard 😂😂😂😂 Mentor I think she is confusing the Monday with Friday The Adv act like she's clever .... Eish
Linda ERASMUS,Waiting 😉 I am with you Vytjie... "She has gone through a lot of trauma
Pitso Mosetlhe,morning we waiting Vytjie Mentor where are you we waiting dear who is this lady now madoda she looks like she knows her story Adv. could have just put on the tie that shirt looks untidy on her please we discussing bundles of joy today they going to sort out what happened with the Bundles of Joy...hahahahahahaha every thing was fine until they started mentioning Bundles of Joy..hai hia madoda @Dylan problem is the Bundles @Dylan Burden dont worry you didnt miss anything after sorting out the bundles the real deal will commence what are they discussing mara here i am getting lost now remember Home Affairs was under Gigaba that time so it is possible they have manipulated the records we need records of SAA lol hai madoda you say fake Dudusane Gupta lol how long is tea break??? please block this idiot now... Дарина Фомина Дарина Фомина must be banned Just blocked this idiot .... Дарина Фомина
Gxobilahle KaGandaya,Im selling Popcorn...while movie cast is dressing up 😃 "She looks like a medical doctor with the glasses Interesting SOUND a bit low!
Hein de Wit,Where to art thou Vytjie? More almal ! Not just a Mango - but a whole fruit salad ! Thank goodness these people dont do their own flight bookings
Mfundo Veerasamy,WE ARE ON IT ONCE AGAIN😂😂😂😂😂😂 IS THIS THE GUPTER LAWYER ? "AJ AND RAJESH GUPTA NICE AND ACCURATE RESPONSE
Dimakatso Tshinaba,294 waiting . . . habashwe!!!!
Slindile Ngcobo,Inquiry in progress....no broadcast due to load shedding...lol in session now This is a daily occurrence with the Chair not receiving the proper files...WHYYYYY shame on you 47 mins delay...eishhh @Africa Continent ...that is why you watching...shame on u No Gupta ...no video evidence...period LISTEN !!!!!!!!!!! LISTEN LISTEN 285 dUDUZANI gUPTA Ajay not AJ ARRIVING or ENTERING....same thing mama @TUCKER...you not the Judge...relax The Presidents agenda will show that he has NEVER been to Saxonwold at any time...Evidence not permissible from the Presidents Office @zama khumalo ...wish the rest of the ppl watching this are also patient Click on HIDE CHAT to have an intelligent view of the evidence...Bye
