author,message
makhosi nobhatyi,✌️👋👋 He is like Jimmy Manyi "@Elton cowin we know that this makes our country standstills they know that this would hunt them with their decision to allow aircraft without following protocol Excuse again about time That attitude is guilty He is trying to run away from the fact He already said approved ntshisi must carry on
Solly 12,Why is Zondo busy with other things when there’s so much to deal with here "Anne M yes he did "Lex Luger true Lex Luger I understand the sarcasm but there’s Other Justices in the concourt So Aggrizzi is the only one to hold his hand up & say I did wrong things i should not have done Who was minister of defence at the time & she’s still a minister of defence
Madelein R,I think he want to get a point out but none of the people is saying what he wants to hear
Nielan Nagan,pls arrest someone
Sindiswa Moolman,This person pleaded guilty in his inquiry. Now the same report that was used for his case smells fishy Hey @LYD online tv. Unjani? Nam ndiyazama@LYD online tv Kuyabanda @LYD online tv Sawubona@Pastor J I can’t recall is another way of saying ... I don’t agree
Bernard Matolino,Hallo compatriots!!! We are all Bafana Bafana "Nigeria @Pastor J More prayers mfundisi "@Derek Main @Jabulile Mazwane We have to believe guys. I love this country. When you think all chips are down @LYD online tv How is it friend? @LYD online tv GREAT BRO @Sindiswa Moolman How are you Sindy @Sindiswa Moolman @LYD online tv 😁😁😁😁😁 Nkandlaaaaa @Solly 12 Dagga is crucial brother "@LYD online tv I am not sure brother. I joined just now It is important you make up your mind😁😁😁code for you are lying "@Solly 12 I agree @x. .x Don't be so angry friend. IT IS ALL in the past The guy talking was born to be a lawyer. "Smooth This witness is nonsensifying now a poor version of Manyi @Abel Matshidiso Your worship @peter pott 😂😂😂😂😂😂😂 "this lawyer reminds me of some oaks in my student days. Hard drinkers and high flyers @Ian Owen Maloney DID you study with him? The DCJ has called their bluff. "@Ian Owen Maloney But he has that familiar look Just imagine aunty Adv demanding answers from a husband who returns home @2AM @kgotso selome 😁😁😁😁😁 his best defence will be: sweety I was at the bar😁😁😁😁 The DCJ wants to nail this witness 72% Guy is back "@Tholang Mokoena This kind of lawyer never prepares
Pastor J.J,@Lex Luger . I am praying again Bro @LYD online tv Hello my friend @LYD online tv hehehehehehehe.nje.nje @Sindiswa Moolman .Sawubona Sindy @Lex Luger Tactfully and wisely he did. Smart move
Derek Main,@Lex Luger Yes - amazing. I have to admit I wasn't a believer.
Jabulile Mazwane,oh yes Lex
Anne M.,@Solly 12 Didn't DJC state it was urgent commission business? *DCJ Did the PA also get a promotion after this? 😃
Millicent Shozi,was about to sleep who wrote this Mabena amnesia mmm so handsome where is this going. "msholozi fire this is a special man washa mr human Zulu records yooo im gona miss it
