author,message
Gareth Hellyar,Morning all. Late start again. Sound delay again aswell. Judge will only make his findings at end of commission hearings. By that time all the culprits have left the country. We all know that State Capture happened. Blank!? Whats happening? My screen is blank. Anyone else? Back. Maybe trying to sort sound out. Bad picture. A lot zamma zammas going on. "Sound better Looks like Kate coming back. Feel sorry for the next oke. Not so much interest in commission these days. Hardly anyone there. We have to wait and see. Maybe its Zuma!! Mr Y has finished his say. Here he comes! Thats better!! But true.
anya van loggerenberg,sound is out of sync enca has better sound broken Russian @Vadim Schubernel weapons? why??😓 @Derrick Paul if Africa is for Africans why are they streaming into Europe then? France is practically African now "@Luvuyo Zantsi not much but just look at their big cities @Luvuyo Zantsi lol ...joke! "@Mzalwane Mzala but i don't think we will survive the ANC "@Mzalwane Mzala in SA yes @Mzalwane Mzala The black people have their traditional lands then and that was their homelands @Mzalwane Mzala whites were not allowed to do anything in your traditional lands SA was a country separate from your African traditional home lands..thats why blacks needed a pass to enter SA @Mzalwane Mzala im not @Mzalwane Mzala just saying what makes sense to me @Mzalwane Mzala you were born in Cape but where did you parents come from and their parents ? @Mzalwane Mzala im sorry did not mean to offend you im just saying how i understand it
Kabelo Emanuel,When are you making arrests? all this evidence...when are people going to be jailed for the crimes? "This is a waste of time and money if there wont be any arrests
Lucky Thwala,Ranjen tjo this waist of time there should sourt the filling before coming live then now
Sanele Zitha,what is the reason for this if arrests are not going to happen🤦‍♀️🤷‍♀️😐 exactly Gareth
Albert Noah,ENCA is live
Colleen Arezio,mine too is blank. Another thing Derek. Africa has EVERYTHING Europe wants. Without Africa there would be no Europe.
Brighton Gweru,hie
Lungisani Ntshonga,Capetown international Airport loadshedding
Cruda Bex,Church load shedding makhosi where? thanks
makhosi nobhatyi,Dudu Myeni is testifying now She is broadcasting by enca @ Cruda Bex Yes you have all of that but you didn’t do what you were supposed to do
funicanz,"@makhosi nobhatyi  ENCA but there's something wrong there's no visual.
Khaya Nkonki,There’s no visual i though that is my phone
Eugene,hash little baby don't you cry
Mbuso Ndlovu,Who is next witness???????????????? Zuma is in Ice Cuba Zondo is still eating his muffins😀😁😂😂😁😀 Kate my ex😀😁😂 Kate is still calling me today (she missed)😎 @Zeekat Start with De klerk "State was not captured @Phillip Cwazibe Who?
Tammy Walls,Whose on the stand today I am enjoying this state capture it’s very interesting I am watching from abroad in NZ I am a South African
Lorna Kavanagh,When is Myeni and her boss coming to testify or have they both got sick notes? Adv Pretorius usually leads Zuma.
rosalind gerber,is it Mr Y today?
