author,message
Desmond Masilela,Morning everyone Eishhh mara this lady... Look at her eyes @Musa Maluleke Eish bra... Zizi Kodwa again... Mr Camera man please dont show the lady to me. Im losing focus @Thoko Molefe 😂😂😂 This guy was summons??? This guy never stayed in Limpwompwo "His reading this guy @siya Xaba. Yes the chair has power to summon him. The chair is getting all info about Gavin Watson. Once all has been gathered they we can expect the big fish. then.. Im not sure if this guy will give the truth!!!!! @Thando Nkutha. 😂😂😂 AS I mentioned earlier that this guy will never give us truth info about Watson. His purpet of Mr Watson. Chair dont need to ask. This guy must tell us what happened. This guy is lying. @Lebo Pie. Hi building his version. as it continue. @MASIPA ITUMELENG. His contradicting himself. that is why the chair ask him to repeat his answer. @Lebo Pie. Yes you right. Actually this guy was not willing to testify. So what truth are we expecting. This to him is by forced. @Noreply Internet. You right he was forced. So do you think is there any truth answer will get out of him? Never!!!! this guy is still working for Bosasa. Now he says he has ask Agrizzi. but just recently he said Angello Agrizzi made the statement. come on. @Thando Nkutha @Thilivhali Naho....😂😂😂😂😂 "This wittness was still looking forward to steal the money @Teboho Thebe 😂😂😂😂 If they can leave this guy now and not arrest him. Forget it we wont see this guy anymore. Just like the Guptas Another thief sitting behind. He must give us the names of Ministers @Sipho Mogolegang And Bheki Cele as well. @Sipho Owen Ndhlovu I've seen that pic as well. Bheki Cele must be put on special leave. He want to speak as if his speaking to his boss Watson. So he has never carry a bag of money This guy is trying to hide something. @Ewald Kruger.😂😂😂😂
phila nhlonipho,morning yeah Allan she is yeah must be @siya Xaba refiloe Molefe
Allan 28,This lady is cute yerrr Molefe baby you cute
siya Xaba,beauty with brains i hope her articulation is on point. can Gavin Watson be summoned as well? i think she is@thando the fact that he was summoned means we won't get the whole truth
Godfrey Timba,guys who's that advocate guys her Instagram is private 😁 refiloe molefe
Byron Cupido,Defintely beautiful! a teddy bear is cut cute*
Musa Maluleke,Who is woman Jesu @Desmond Masilela Eish man
Bongani Dube,Who is this man bafethu? shes confident le roux is so scared uyaz
Shane Shandu,Thus lady should be declared a National Keypoint Whats her name vese
Magda Seguin,Predators on this thread Cash to pay the suppliers Hi a and Mrwebi stalled all the NPA investigations into Bosasa...they must also be jailed *Jiba Trillions lost to the fiscus by Guptas and Bosasa Guptas employed ministers to parliament and messed up ALL SOE's @Ewald Kruger true Guptas were summonsed but wanted to testify by video conference...this week Judge Zondo refused again for a We do We second time saying they must appear in person Mantashe The ANC must be disbanded So many ANC cadres implicated with Guptas too I am scared for the whistleblowers...their lives are in danger I saw Gwedes biography on tv...he is a so called' struggle stalwart' This is not a court...it's a commision they must still provide evidence in court The tenders came to billions over the decades All SA's must stand together...not fight about race No...I'm not white Stop the race issues please Power corrupts and absolute power corrupts absolutely...the ANC is complacent and too long in power "Karma is a wonderful thing...all the hungry Go away @Fils de l'homme @Doom Ruler...correct thank you Best to ignore trolls All hate speech must be reported.....I succesfully reported someone on twitter yesterday now he is blocked by the administrators "Il est pas Francais He is not French...he may be a Marine le Pen ultra right wing supporter I am a Bushman...remember? That is what your ilk call me We were having sane intelligent debate until the troll came on SCOPA is the parliamentary oversight Vincent Smith ehemently denied it but there are evidence photos Thanks @Moses Kunene I wonder who the 'investgators' of the commission are... Remember DeWee who was suspended That is the photos at Smiths house Venezuela is on fire....3 million people fled to Colombia...no food or medicines. Ignore the troll I see this wholesale looting as treason..the ANC is spitting on the Constitution @Piet I hear you JZ must have known ...he is very close to Watson...lots of photos of them together online...Bosasa paid for ANC functions and even JZ birthdays No...not Bosasa...taxpayers money What about Jujus friendship with the illicit cigarette smuggler....dig deeper all EFF enthusiasts We need a referendum... @Mrs M..spot on! Removing serial numbers....a serious crime "The witness must be Afrikaans @Nolwawi Buka...IT evidence and cellphone records are there forever One cant make this stuff up...its like a mob movie...covering tracks...Watson is the Don I want to cry when I think some communities still dont have potabke water or decent schools
