author,message
Joshua Hart,wow It just sounds like lots of money to me and lots of accusations SABC News: Always questioning but in my opinion THE BEST
alphaus Kaira,hello
ammie ndlovu,This can't be a commission of inquiry into state capture it's a commission to remove ZUMA's colleagues (Indians) and replace it with RAMAPHOSA's (white monopoly capitalists) that's the reality Fana SA will soon face the music okay one day you will remember my logic "yeah the ANC tomorrow SA Will be like Zimbabwe SA is still struggling today wasting money conducting these useless commissions. RAMAPHOSA BOUGHT A RHINO FOR R18 million read about how RAMAPHOSA started NUM how Mbeki looted Zimbabwe minerals how Ramaphosa lost the opportunity to lead SA TO Zuma the point is both Zuma and Ramaphosa gvts are full of amasele Zondo is also captured Theodore you have a point why and who killed Agrizzi banks not THE RESERVE BANK the true is all these gvts are captured and they act holy. today the same guys with money in SA have deliberately led SA into a shocking 84% to GDP debt. this is bad and you call it a state Playing our Africa's second biggest economy like a casino Oppenheimer Rothschild we don't need to convict Zuma coz Ramaphosa will soon follow yeap Apache true especially the new dawn of Ramaphosa true Bheki Fana uthini who will replace the ANC? who is calling the shots in SA "I asked a question Fana step aside from this conversation you look ignorant know you talking sorry for that Fana I withdraw my words I support the DA I apologized Fana but it's rare when the ANC POLITICISES LAND exactly Dennis this guy is lying Sales Abdulla respect us please. Sal just stick to the program please Abdulla I used to support it but ANC = ZANU PF I don't trust revolutionary political parties am 100% DA Fana no doubt. The only party with true accountability distracted by sellouts am glad the ANC will Lose the up coming municipality elections "Luna because the ANC is blocking funding look at Johannesburg what they did to Mashaba ANC is known for politicizing governance issues despite that ANC is behind all these developments the ANC is the black jesus to some yet the so called liberators are the biggest looters of this country.
Fana Nkosi,stop lying ndlovu zondi zondo is not ramaphosa minister or anc cre deployed u wish if zuma corrupt let him face the music and defend himself and the gupta's u benefitted nothing from zuma only corruption only indians become zuma friends when it comes to money remember schaik Indian now gupta's Indian also what about blacks we don't know money or we don't want money think smart chief forget that's what Zuma wanted Zimbabwe chief i still say think smart chief two wrong don't make right business man bought a rhino not from state money but McDonald money private company nkambuke debate me not my house or family nkambule I don't I don't umsholozi infact i was one of the people who voted for him in polokwane nkambule u wish again fo zondo to be captured investors own the banks who killed agrizzi nomvula reserve bank or banks is the same investors own both focus on the facts nkambule even rupert's own reserve bank floyd shivambu friends the Oppenheimer stellenbosch brigade sg floyd shivambu zuma is not in the league of powerful business leaders zuma is head boy from nkandla state cupture and arms deal waiting zuma ungathukani nkambule are u also from nkandla zuma is my cde iam just giving u facts unamanga only u government comes and goes all over the world white monopoly zuma must answer fo his terms in office finish and klaar any party with majority which party do u support ndlovu freedom of speech chief no one must leave this platform u don't own it then the da maybe will win next election anc is my party ndlovu but u said u are da stay with or join mashaba nkambule now its mistake when billionaire are given to the gupta's and duduzane how much was given to the youths of nkandla only to Zuma's son and his partners u maimane and mashaba Zille must be happy to have as her spokesman madam wants someone like u obvious to use ndlovu we don't know that one I agree with u ask people of khayelitsha what did the da do fo them still using bucket fo toilet ok if u say so 10 years blocking money zille is briefing u correctly mashaba left because of madam zille he said so himself not anc viva zuma court Billy downer is waiting fo him schabir is first witness fo the state i hope u know that is mothiba and member or all black executives ate anc members even pwc partners anc member lying lying catching up with him bye bye
bhekizizwe nkambule,true Boyabenyatsi who is not corrupt in South Africa? let him rise up if you think it's only Mr. Zuma who was corrupt then your brains is corrupted "just leave Mr. Zuma alone stop hating Mr. Zuma and focus on yourself "if Mr Zuma is corrupt then Theodore John ​The Queen of England is a shareholder in the Reserve bank of SA. Germany is also a major shareholder.... is it also Mr. Zuma? was he responsible for this? but that's where corruption is...Fana Nkosi ​zuma is not in the league of powerful business leaders Fana Nkosi ​zuma is head boy from nkandla.... nyalo -ke sowuyanya Fana Nkosi ​state cupture and arms deal waiting zuma ... and you will get the shock of your life Fana Nkosi ​ungathukani nkambule...nawe ungadzeleli "@Fana Nkosi  "I still respect and salute Mr.Zuma our struggle fighter For me Mr. Zuma was my first black president it is unfortunate that people believed everything they were told by media I still say if they had a proof of any thing to send him to jail... he could have long gone to prison but they have nothing. Thank you Nxamalala
raymond thurston,yes ammie we have long ago faced the music & will continue to do so as long as we play the race game. and not admit to reality & who are the people that continue to sell us out. "if any one of you who are smart unduly benefitted from tax payers money
john karanja,we have to save ourself .tuangamize corona
Michael Lawrence,this guys body language just looks questionable looks very on edge
David Joza,How many millions had been used already for this commission? The Anc government had caused us.
Theodore John,Guys. what we need to appreciate as Africans is that our economies are indirectly controlled either by the Western countries or the Eastern countries. The corruption we see in Africa is induced by outside forces. How is it normal that SA's reserve bank is privately owned and that most of its shareholders are not South African? SA is one of the few 6 countries world wide with a reserve bank that is privately owned The Queen of England is a shareholder in the Reserve bank of SA. Germany is also a major shareholder. That is why wealth redistribution in SA will be a very difficult thing to achieve. very powerful people indirectly own and controll this country @nkambule is very easy to be connected if you are an influential politician. And why hasn't it changed. the reserve bank of SA is the oldest central bank in Africa founded in 1921. why hasn't it been nationalized till now. what's stopping the government from.?
