author,message
Flomenthia Ngcobo,MORNING LOL...NOPE
Joel Mzayidume,Morning Flo did you win the R232 million yesterday 😃 "Guptas 😃 they better fix the broadcast me too @Cebo Khumalo they will be subpoenad as Zondo is meant to further dissect their cases and conclude. "Ben Ngubane the parliamentary inquiry into Eskom wrote a report recommending that Zondo call them in Adv Malekane is on point on Eskom issues. Clearly he did his homework @Ixole don't worry all the worms will emerge...even the ones meant to remain hidden @Eslon Eslon in fact they made him president of the country @yose Human Í'm Zulu and I don't know what you're talking about no problem i can ignore him "It's going to be a thrill to watch Brian Molefe okay can someone explain how to block this Human filth? "@Talent P Sibisi something's very wrong with the ANC "@Felix Muyoba  of course an organisation is made up of people. he's asleep I've had it with an ANC government. My vote is for others Maleka wants to understand Medupi and Kusile's cost overruns...wow! Will this commission get beyond Eskom with such a wide scope?
Dmitry Nikashin,Sound is bad.. hope they fix it when is robert mcbride going carry on with his testimony? "Advocate Vincent Maleka "Word of the day : ""Kakistocracy""" Those two power stations he has mentioned sounds like money laundering schemes to me ...must investigate asap
Tile Thandile,morning everyone
Dimakatso Tshinaba,where at the people what time is the budget speech guys
Slindile Ngcobo,budget speech 2pm
Njabulo Khuzwayo,Morning Sound check plz Can we see these graphs they talking about What's this now
Blaze 613,who is on the stand today or is it just a chat day?
Tshaba Tjemolane,There's a bit of echo Does anyone know where Adv Maleka is originally from? He looks familiar #LongLostUncle
Desmond Masilela,Morning guys I'm here I'm smelling a bomb here @Eslon Eslon. You right we dont need jnr Guys STOP entertaining that that guy Fils. Brian Molefe is number 1 "Will be back guys @rohan barnard. Is the guy who killed his wife and claim she hang herself. @rohan barnard. I wish he stay for a very long time to. His live on ENCA @rohan barnard. Yes. sorry on News24 live. Guys is the any witness we can expect today? Is now tea break? @rohan barnard Court went to tea break. Still arguing on sentencing. @rohan barnard. Yes still on the stand. LOL
Sandile Khowane,"This Chapter of the commission is going to be interesting
Esther Lekgate,Molweni
welton paulse,goeie more "hawu "@Sibusiso Mahlangu "i am really not impressed with Eskom "@Real  "every now and then a person who is really professional and dedicated cross a persons path @Felix Muyoba my humble and most sincere apology for that MALEKA "@Luminon Special Events (South Africa) You could not have ssaid it better "State was stupid to arrest Agrizzi before he appeared before PIC commission @Neo Mongale Hawu "@Neo Mongale  "@Neo Mongale "Guy in shirt is from ENCA "@Neo Mongale  "@Neo Mongale 
Myka'Al Daud,This chapter now is the reason why eNCA is no more broadcasting live Pay attention and follow proceedings and you ll understand 😂😂😂 Felix When is BLF coming to the commission? TRUE lets get balance view about what happened to ESKOM "Please lets not protect individuals Thanks to JZ for broadening the scope of the commission "Many didn't expect Bosasa to come out "ANC is paying for JZ anyway "Problem started when ANC wanted to put 50 passengers in a mini taxi Old aged leadership is tired and leading us to nowehere
Malebo,Morning hhh
Nkosinathi Dyantyi,morning @Van Lier Dreyer try RAIN n thank me later lol @justice tyandela i blv that da security error ENCA flyaway😂😂😂😂
v v,@Myka'Al Daud why is that?
gert pretorius,"I hope for a bomb "For every corrupt official there is a business interest of sort F off troll Hamba Fils de Nuicance Never mind the troll he gets kicks from distraction
Amanda Bentsile,This looks like nanny mcphee guy
