author,message
Goran Djocik,hi everybody @ diane hello are they at lunch break now ah they are late waisting tax payers money advocate Seleka is so handsome so well spoken ye he was in trouble with DCJ yesterday he made a big mistake @ Thabo DJC is fascinated because she is a whistle blower @ Charlie they are coming back. they work on other cases @ Charlie they will be back in near future those guys are expensive between Zar 25 000 to Zar 50 000 per day. all out tax money's @ Andile I agree @ Albert Noah and what does your degrees make you? lol I have a MBA from business school Netherlands @Albert:washhands: The Zondo comission is only the tip of the ice berg focusing only on SOE what about all the other goverment departments and municipalities and the list goes on and on the Zondo commission should be on going forever. @ pastor you are so right @ pastor so who should run the country then @ Thami nooo he have a very sexy voice and very elegant he was UK raised @ Charlie no but I will ask him @ Charlie did you see the big blunder he made yesterday re the summons of Singh the DCJ was not impressed at all @ Pardon I fully agree with you @ Louis ofcourse we all make mistakes no one is perfect @ Anne M lol:washhands: @ Anne directly Seleka was suppose to oversee the Simmons and he failed. very poor from his side @ Anne yes but there was no affidavit at all
Diane Louw,hello  yes till 2h30 we ended late you most welcome hello lekker geslaap teunis bietjie baie baie  hi bertie we in for cooler weather from tomorrow Heather at my end... yes teunis dammit im busy recharging here get going eventually something tall lady thought so thanks Pastor J J give her some time and she will go for the water lol wb ALTA lekker geeer? hi Antoinette oh dear she wants to talk talk and there goes the water  lol Teunis lol yes Lerato loaded question Heather sjoe  bye alta stay safe yes heather that is now evident koko will say he has not read this and does not know about it ditto Albert ph no Taye she is sweating Taye that is private business plse respect the person involved thanks Taye cry me a river - yet you still took a salary at the end of the month knowing you are useless at that stage hey what - essa was is another name for a person - did i hear right no she was in a relationship with him tsietsi
Mike Moja,hello fam who is this chick? okay
Teunis van Ree,😴 "Jip hi @Bertie Vogelhubert wasting battery time Weather is building up here hi again @ALTA 🌹 hi @Antoinette Meyer @ALTA brooding here @Lerato Moleke I am often impressed by the capacity of stretch denim... enough said... and there goes my battery l8er
Bertie Vogelhubert,Hi all
Heather Durr,@one of our thunderstorms approaching Oh this is that delightful thirst lady oh heavens another Witz Ms Mathepo is all I know-I am a shocker with names @Pastor J.J So we have the son of Hodes and the son of Witz  She is delightful and seems not so thirsty today "So who is Molefe going to arrive with-Mbanjwa's step sister Don't you dare flirt with our Adv Seleka Well this is Awkward LOLOLOLOLOL  Ahhhh the second bottle of water appears  DCJ is full of musings since yesterday afternoons session Ok That mask has to go @Lerato Moleke absolutely Oh Stefan Grootes just .... 'Are you there' ''as I said the last time I was here'....interesting dynamic  @Valencia J He is not doing it for me today They were looting Transnet Eskom and Denel simultaneously or one after the other? 'you will recall'..................... I wonder if she received a second summons or was requested...'are you there' She is way too close to the mike #Koko is trashing the Inquiry on Twitter as we speak So the Commission is withholding information from us-hence the PROATIA request by Mini Me Barry A lot is going to happen later on .. Now that they know the virus can be spread via arcon ducts between rooms.... Its sweltering hot here in JHB This 'if you recall'  I see the RET bunch have been mingling @Anne M. The Zupta brigade @Anne M. @Andile Zondi Anne he is a Koko follower on Twitter Commission getting some great AirTime re the earlier witness @Pastor J.J Cheers see you for the earthshattering evidence of Molefe tomorrow @Lerato Moleke LOLOL are you offended Oh dear #Koko Oh dear. 
Mfundo,Is the water boy ready:elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough: Well everyone likes her m sure Stix will agree DCJ is smiling at her I think she gained weight due to lockdown akasanayo leya chazment ayi "Danile Ngubenyathi "Lerato Moleke Koko is being mentioned left right and centre there is no way he will be off the hook It will be very interesting to hear Arnold's version on these allegations  As a consultant I see nothing wrong because this is how our industry operates  Adv is waking up now koko koko koko koko molefe awe
Lerato Moleke,"Oh great "Mfundo & Stix 🤣😂 I see that too Mfundo  "Haai suka wena Mfundo "It's true @Antoinette - men think it's ok to tell us about our weight. The mirror and jeans already hint when there's a problem @Teunis I'm dead 😅😆 She told us this story in November mos🤷🏽♀️ "@Danile "@Stix @Mac - imali eningi😂😅 The chat vibe is sooo nice without the uncouth trolls Brian knew his Eskom secondment was permanent therefore Anoj knew Eskom was permanent for him too "@Louis C @Louis - that goat & horn comment 😳 @Lorna & Brian her name is Mosilo Mothepu  She worked very closely with Eric Woods at Regiments Capital "@Brian @OS - conspiracy theorist 😂🤣 @greatnation she's unemployed or was in Nov 2020 @greatnation it is - she did a brief stunt at MTN but contract wasn't renewed at expiry Aowa Taye - what do you mean? ... I see Khaya ... Ooh no Taye😏 Seleka doesn't look as charmed as DCJ - he's a proper nerd "@Pastor JJ "@Charlie "@Valencia don't spoil the model c English narrative ya Taye "@Andile "@Andile "@Taye Goat "Haai haai Louis - foxy @Andile - what's wrong kanti 😂🤣 "@Immanuel "@Stix "@Pastor - Silili's L3 has messed me up "No boxing today - to answer your questions "Thanks @Pastor JJ 😀 .. Don't have energy for westcliff stairs "😂💦 I don't blame her "@Stix "Her name is Mosilo Mothepu "@Tsietsi "@Stix Yooh @Anne & Charlie - imagine the rot in MP when Mabuza was Premier  Howdy @Tsietsi  "@Andile "@Eric "@Pastor JJ "Strue🤞🏽 @Pastor JJ She's right Blue Label did get the contract  Shame poor Khulu Phasiwe (former Eskom spokesperson) suffered hectic panic attacks towards the end Ok the loose elastic on DCJ's mask is a bit too much now .. Mrs Zondi is dropping balls  Yooh the Commission's time management sucks  "Mara DCJ is a Judas "@Koena - you deserve a bells🥃 "Thank you @Pastor JJ Ewe @Zithulele Tjooo mma web  "@Thabo "@Crazy Yoh yoh yoh Mosilo @Naledi - that swines came from the heart 🤣😂 "None taken @Naledi DCJ you must get night shift permits qhaa Night all
Stix Mtolo,Here we go again... "@ Mfundo 1.75 M salary plus R500 000 sign on bonus! Wow! "@ Lerato Moleke "@ Valencia J The looters must be sweating right now 🤔 "@ Zip Reeper "@ Zip Reeper "@Valencia J "@ Valencia J "@ Antoinette Meyer "With this evidence "@ Charlie Zamile "@ Lerato Moleke "@ Andile Zondi Is the 3rd witness still in the house? "@ Lerato Moleke No tea☕ breaks today? "@ A Gala Is Eric Woods scheduled to appear before the Commission? "@ Charlie Zamile "@ Charlie Zamile "@ Charlie Zamile "@ Andile Zondi DCJ just coughed without the mask on... 😳🤐 I hold the view that it would be grossly irregular for the Commission to conclude its work with the exclusion of the NPA
Pastor J.J,@Heather Durr This is the son. @Musa Mabunda Dont make the popcorn until he starts talking. He might pull the Singh stunt on us @Herb Tuck Is the Nkandla Rapper coming tomorrow? @Herb Tuck .Then tomorrow is going to be an expensive day. 20xR20.............hehehehehe @Anne M. Greetings my Dearest Anne I need a Temp for tomorrow. R20 000 plus perks for the day. Anyone interested? @Earl Breezy Baartman hahahahahahaha @Earl Breezy Baartman Must I send you the Job Description.? and it is not at a Church wena. I am retired. Happily @Mac Mogale Must I send you the Job Description too? This witness must have a leak or where is all that water is going. I am going to send a plumber. hehehehehe @Heather Durr At the same time. She can multitask this one @Jenny Whitewaves Read the Whatsapp message I sent on the group @Taye . May I ask....How do you know that we all know Goat????????? @Taye . Bro. Naledi does not even have a fone that can download whatsapp. Joh @Louis C The process has started Son @Louis C hahahahahahaha. Brilliant bro @Louis C @Valencia J @Taye Lets get together urgently and Pray and slaughter a Goat for Goats wellbeing and recovery....any thoughts? @Taye What whatsapp group are you talking about? @Taye Did you the witness say Januworry or did I hear wrong? @Lerato Moleke Are you boxing today? I have someone that needs to be sorted out @Lerato Moleke I was subtly reminding you that it is 4.31p.m @Stix Mtolo I suspect that he will be joining us through video conferencing from Sun City. His new residence shortly @Tshepo Nkosi 100% correct @Jenny Whitewaves absolutely and exactly my thoughts @Delmore Mathe Not sure but we call her Pretty One. @Louis C And I am Samson @Louis C Dont remind me bro @Goran Djocik You are right....as long as the ANC and EFF are around they will always have work and be busy @Goran Djocik Anyone but a Politician perhaps a President directly elected by the people @Goran Djocik Or even Ali Baba will be fine...He only had 40 thieves not like the 450 we have now....hahahahaha Where is that Plumber? She looks so much like Khusela Diko @Lerato Moleke Are you serious? @Singi Mathebula Greetings. You have been missing in action for a while "@Sal SA Blessed Greetings to you @Lerato Moleke I dont have Twitter. But the resemblance is quite obvious @Sal SA Will chat tonight on whatsapp @Andile Zondi There is such a huge difference between a mistake and incompetence dont you think? "@Singi Mathebula You @MERVYN NAIDOO 100% correct. The Gupta's will be back. In HANDCUFFS "@Brian Butale Handcuffs @Naledi Barron Great my friend. Did you ski to the shops...hahahahaha "I wish you all and your Precious families a Blessed
