author,message
Gareth Hellyar,Are we late again? Morning all. Nothing? "Then "Early endings LOL @Derrick saperstein Adv. Cyril Simphiwe. "Director of Public Prosecutions Here we go! "Yes Stopped from gong in by police. #going One of the Church Square ones? What is he here to testify to? See Blondie sitting next to him. Too scared to come before the DJ today. Agree. Nanny State. Why are so many people living on grants? He is a very patient man. Webber Wentzel Attorneys. Eish!! "And Having too many kids. A lot of fraud going on at SASSA. Spot on @Khauhelo Machalotse ! Yip!! Axcla bmwl lo hutib. Ja. "Eeee Exactly @Rob Nel Oui Qui Hi. Another boring day of testimony. Bet going to stop testimony to go find missing emails. Watch this space. Trying to create an impression with Judge. Teaching his grandmother to suck eggs. Jiba as corrupt as they come! Why? Nine wasted years. Thank goodness he is gone! "Yes Having my flu jab today!! Winter is coming. I'm outa here. This is very boring.
Pastor J.J,​I Pray and wish you all a Blessed and safe day.🙏🙏🙏 Thats a frightening and very scare sight@Gareth Hellyar ....consdiering her past performances. A very rowdy and undisciplined bunch of young boys always dressed in red dresses with gucci underwear.hahahahaha@Joe da silva "@Sunshine 53 ... I like them at a personal level when they behave. And yes I love you too @Cruda Bex @Keith Din .. I had to do well this morning. But honestly the description is apt and precise though We could have done a lot more @Keith Din ...Lots of choice and select words come to mind describing those fellas. We will get banned on this chat unfortunately Give the boys a bottle of Bells or Bols. He is 19 now@Keith Din I can see a few plane crashes coming sooner rather than later.....hehehehehehe Considering is mindset I do too@Keith Din "Cruda "What about the ""pay for votes"" theory? @Gareth Hellyar" @Singi Mathebula ...Some say CorollaVirus is also an option. As k Gavin.....ooooops you cant. They adjourned on Tuesday for a month @Jacqui Baumgardt "@Immanuel ...Pro Bono is free legal assistance to a member of the public. Pro Amigo is free legal assistance to a colleague
Colleen Arezio,Amen. And to you too Pastor. they didnt say yesterday unless I didnt hear it. 👍 their watch batters are flat or they usi g Chinese watches.
Granny Mokwena,I've given up on the commission starting early. the Cator manor lies ruined a lot of people's lives just like the Rouge unit lies. "if I'm not mistaken
Derrick saperstein,The commision's clocks are captured by the Gupta's. I must sat I was very surprised when TITO started dead on time yesterday! "Cruda
Keith Din,"Is there any other important testimony today..... than the SABC grannies who kept quiet back then Been or have attended Parly Committee Meetings several times.... too many breaks for my liking Lovely breaks ever experienced there "EFF is a political party that is voted by a particular section of the population Oh @Pastor J .. i feel my EFF description is a bit weak now.... spot on! Ndiyabulela Mhlekazi "Such eff bunch of pseudo populists and socialists must thank the 2% section of population "I see @Pastor J that you're charged up "NO "We could have done much better indeed! Jeez "This guy was a provincial NPA boss somewhere "Actually "true @Joe da silva  "I remember now
Milton Williamson,who's on the stand today?
Bongani Mdletshe,has it began I can't see any movement?
wendy hardy,Are they late? Again?
Kuvhanganani Musekwa,Tea breaks and lunch are never delayed.
