author,message
Tamara Black,Cant hear you Ms evidence leader "My volume is on 100 hearing low. previous stream was fine let me go to ENCA then
Mark Corke,Sound??? Sound is fine on ENCA
pkatlego,Sound is bad
Kercy Pillay,there is a problem with their sound system they did not switch the devides on
Yvonne Morudu,on sabc am fine with sound ..the problem she does not use mice
nhla xwale,ya
J K,Die potjie is op die vuur en die betandele is stadig besig om bygevoeg te word. ONS KAN NET HOOP DIE GAAN DIE GEWENSTE REULTATE. HET.
Thulani Bukani,I can hear fine
Thapelo Tedile,low volume
Thavha Tsiwana,is the quality the same even on enca?? whos is us?? you are captured also
NEO RAMATSEBE,"go to enca then
