author,message
Granny Mokwena,never on 10 straight
Brendan Rampath,Hello all. @Stronger together I had rusks and coffee @Elvis Malakoane lol no... He would never. I feel like he is not afraid. same here. @Derek Main 😎😆😆😆 ya hes got a court case also search for the video EXPENSIVE THINGS OWNED BY JACOB ZUMA and watch it later how does one just get access to the tax money like that?? what process did he go through? @crystal meyer me too i cannot wait for that day. Then people wonder why Parliament is the way it is now. yup @Stronger together yes but you will be so rich that getting an aircon wont be a problem hahaha it doesnt look like he will Ubaba 'ka Duduzane zuma can't read the amount of money he stole on paper so he doesnt know how much to pay yes its too big for him to read. we deserve a tour of Nkandla... i dont see him coming clean... unless he has a shower hahahaha😎😁🤣 it would be so embarrassing to be one of his children "@crystal meyer ''SEVEN HUNDRED AND SIXTY-NINE @Mikey Likesit lol ya how many wives does zuma have now @Alex Industrials no haha but my dad is from PMB @Leonie Arries Right??? this has become a full time job. yup how long to the conclusion @Stronger together probably lol he will probably be put in a luxurious cell i thought zuma was the only one with multiple wives oooooohhhhhhh my wonderful beautiful soul mate go make your coffees and teas ZUMA GP what do you think the reg numbers are on the cars "@Smart Guys welcome he is probably sleeping nicely on a king size @makhosi nobhatyi yes you so accurate there sir thaaat! lol zuma... Jacob Zuma "@makhosi nobhatyi yes imagine why is the sound doing this come on SABC!!! @Elvis Malakoane did you watch when Duduzane testified? he seemed nervous. so annoying I always have to adjust the volume on my side Nene didnt provide funds for what zuma wanted and had to take the axe... for doing what was right. @Mbuso Ndlovu this week friday 29/11 "what do you think Zuma does on black fridays Yoh!!! hahaha @Yolo More imagine!! they came from nowhere @Songezo tshangana 😎🤣🤣🤣🤣 It irritated me the way Baleka Mbete was so biassed in Parliament and how she protected him @Bianca Arnold she will never since there is plenty of dirt on her too. @redriger i will definitely check that out - i want to see ye wena leave Tata Madiba and Michael Jackson out of this @redriger cool "@Pheladi Lamola no Toilet? @Eliot Chauke even Cyril? "@Hilton Duma nearly any store not sure sir "pap amen @Ania Teo but what is taking people so long - why cant they see?? "@Ania Teo the sad reality yay new witness coming @redriger no haha someone else i wonder whats for lunch that side "@makhosi nobhatyi honestly maybe our money again lol back already? woza volume @Alex Industrials cigarettes or... hehehe hahaha yeah who is he
Sthembiso Modise,what did you guys have for breakfast? 😋🍵 I had oats @Pastor J
Pastor J.J,@Sthembiso Modise ...Not much bro. The economy is bad. and u? @Elvis Malakoane ....Right here my friend. Multi tasking. @Sam Monkoe ...Serious? @Alex Industrials ..Sam says you used a naughteeee word. You must go to the naughteeeeee corner for 5mins. @redriger ... I think it will be Njenje. Another spy boos who wotked with Mo. We shall call him JB008 @Alex Industrials ... Is that why they refer to PMB as the sleepy hollow? @Alex Industrials ..I am trying to trace a long lost friend in PMB. Do u perhaps know them. The guys name is Fonz. He used to work at SD Pather Jewellers. His wife use to work at the Witness How @Alex Industrials
Mzayifani Ntetha,"this commission is teaching us many things
Mkhatshwa Mpendulo,am learning a lot
bongile sango,morning guys in the room
Sam Monkoe,@Stronger together mo curry lol Lex did you get superman like we agreed ? Well done your payment is incoming. Pastor its a very rude word I am not sure if its Hindi or Urdu
Thulani Bukani,Molweni nonke
Pheladi Lamola,Yes he basically owed the Guptas. Well Zuma said they helped his and his family when no-one else would. So I think they had the upper hand Maybe that's why they say he's ill. No normal person can take the strain of what's being revealed in this commission and not be a little depressed. I'm with you @Bianca Arnold. I don't think I'll ever feel sorry for him. Breaks my heart to see that we have people like Maria amongst us. They refuse to see the wrongs that happened under Zuma and he let it. The one and only @Lex Luger Well Maite has a hole in the head so maybe Cwele felt he needed to fill the void😂 in a manner of speaking OK why is he drinking so much water all of a sudden? Is he perhaps emotional? Eish Someone is sabotaging the sound. "So Zuma lied to Nene. Well @Mthobisi Zuma you really need to start listening to everyone who comes to the commission with an open mind. In your eyes Zuma did nothing wrong and anyone who says otherwise is pushing an agenda. Yes Mo. What gives?
Elvis Malakoane,hello sir does Zuma watch this commission redriger that must be depressing I don't envy him at all things are falling apart on his side crystal meyer don't feel sorry at all he messed up big sekglolo they are playing in saxonworld collen maine very true goodbye Maria Maria lie is not a lie if you believe it in religious terms he is a satanist he also can't tell redriger knaters Ek kan afrikaans praat sonder enige help wim louw time is ripe mikey likesit that is rude yes mikey likesit did you have coffee this morning mikey likesit OK cheers! when economy is right Die man is vir jou dors they were going to poison him there I'm Canada Havard reminds me of lindiwe mazibuko can someone produce a horror movie of Zuma presidency but it must play at night when kids are asleep Zuma Ian paranoid person is a Mthobisi Zuma in the house! it's Duduzane yes he looked very nevours is Pastor j around somewhere!? pastor j nice seeing you are around my brother is on friday mbuso sorry iwated to give date but send too early but u got it now Anne M have you been here since morning? he makes a baby you are right he is making a lot of sense that what was done by ballpottenger sekgolo amen to that I always wonder who will be president after President Ramaphosa after say 9yrs redriger because ANC has scares resources when it comes to ethical leadership now redriger But there is a solution if south Africans black and white can stop fighting over small things and focus imagine if Ace Magashule group takes over again Zimbabwe will be Sunday school picnic imagine if Ace Magashule group takes over again Zimbabwe will be Sunday school picnic win louw in his dreams wim louw don't you want to take early lunch and come back fresh later please wim louw I hear you
Derek Main,"Morning Zuma says he can't afford a TV.
Mashao Mohale,Morning
vuyo hlahla,who is mr Preslley please help me
Sherwin Peters,"@Elvis Malakoane yes "Zuma was ill @Bianca Arnold 👌👌 Isn't Cwele's wirfe3 in jail 4 drugs? NO WE DO BRAAI DAY
Muzamani Ronald,Zuma must come n explain magashule
crystal meyer,😂😂😂😂another wife.... omw poor guy setting himself up for more problems... eish I feel sorry for him his health and age soon gonna suffer. absolutely does not pay.. for true hence I feel so sorry for him.... after all his a Madala now🙈🙈🙈 Guptas should look after him period that's the least those low life's can do 😠 yes he did he brought us all to our knees but I feel empathy maybe I used the wrong English.... the money they looted... no words "I would honestly like to see the day they all wear orange overalls "nobody is blinded the entire situation is being made to look like we all smoking our socks SA government has the best crooks they even believe what they wrong is right... Shoo now how dysfunctionsl is that. I agree Elvis... he is Satan!!! I don't think even Trump can compete with Jacob as nobody can count like him 🤣🤣🤣🤣 Absolutely Lex that sends me into a fit of giggles 😂😂😂
Devendradeshbheehinduoka mandirbheehinduokaTomar,jayshreeram
