author,message
Madelein R,"Morning "Hey Twitter has started. Here we are! "@Lorna Kavanagh
Lorna Kavanagh,Morning Madelein Duduzani in court today ..... .... Zim on 10 hours load shedding a day... The final cost of looting ?? Trillions lost to the economy ofSA.
Kwaku Ngamlane,morning guys seems they're running late
Thapelo Motabogi,😂😂 "morning everyone
PETER STAFFEN,can somebody tell us what the delay is
watson mutanga,I am becoming increasingly panicky.
Siyasanga Nqakula,hayini sifuna ubona Thank you
Yolo More,"Who is the man
Wildthing,acting CEO only been in for 2 weeks
Rajesh Parbhoo,"Acting GCEO of Transnet
Greatland Guardian,someone in Johannesburg go in there and request all those invoices they should be public info that is why they hated Nelson he kept them in check with truth audit your government get records of that deposit how much was it and how much was paid the czar club loan a syndication of banks hmmmmmm
Born free,"McKinsey
Michael Setlaku,Now this is the Indian version of Agrizzi😝
Phillip Moshapo,Let the truth come out we are rebuilding the ANC
Musa Bakiti,Osama of corruption Mr President free our king now Well done ANC although i wished victory for EFF Tears of a Lion Nomvula our leader and J G Zuma back in the list @Felix Muyoba this guy is fasting and he cannot lie
Cassius Mngomezulu,Musa Bakiti​Osama of corruption-😂😂😂😂😂😂😂😁😂 Guys are you aware that Indians(Guptas alike) are in the middle of every thing in SA
Derek Main,@Phillip Moshapo Pull the other one - it has bells on it. @Luvuyo Zantsi I don't mind how the 'natives' voted - I'm more concerned about the fools. @Carnoth Ngomane Unfortunately the majority of SAfns have voted for more of the same. They obviously can't rub 2 brain cells together. @Luvuyo Zantsi Somebody has to think for you. @Luvuyo Zantsi It's more surprising that someone has to tell you not to vote for thieves. @Carnoth Ngomane Why? Are you embarrassed? @Luvuyo Zantsi Not even a 'baas' can force you to think for yourself. @Carnoth Ngomane And we live with the consequences. I am going to continue to remind the fool ANC voters of this each time we hear of more ANC corruption. @Luvuyo Zantsi To vote for thieves is to be a fool. @Luvuyo Zantsi To protest against poor service delivery one day and vote for the very party that is not delivering is to be a fool. @Luvuyo Zantsi I would have been happy for them just to think. @Luvuyo Zantsi How much further does the ANC have to drag SA down before the ANC voters realise the error of their ways? @barbara broadbent Never underestimate the criminality of the ANC. @makhosi nobhatyi SA needs to be liberated from the liberators turned plunderers. Nope - brazen plunder. Corrupt to the core. @Granny Mokwena Ask the ANC - they will have some spin or other. @makhosi nobhatyi Not possible for the ANC - they're corrupt to the core. Remember my words a year down the line when we have slipped even further under the thieves. @Felix Muyoba Exactly - yet the voters still cling to the fantasy that one man can turn everything around. Even though he was silent as DP when all this corruption continue. @makhosi nobhatyi We expect no different from the ANC. @makhosi nobhatyi Gwede Mantashe got security installed by Bosasa - how is he not implicated? Or is that just ANC spin? @makhosi nobhatyi Your own integrity committee fingered Mantashe but we all know the ANC will ignore them.
Bridgette Kekana,Mr President promised us that those were implicated at Zondo commission will go to jail pls the wrongdoers must go to jail like Nomvula Ace Supra n the rest list is endless we need clean governance we will take to the street we are no more fools or they must pay back the money
Robert Russell,@Derek Main....Phillip is right..... the ANC are rebuilding....with stolen bricks... eat first pay later ? @Derek Main ...heres a clue.... VENEZ........ you fill in the dots The ANC will keep this commission going for 5 years so that Jelly Fish Ramafaker does not have to act on his comrats Wait till we see who is on the list for parliament.... none of the crooks from the Zuma/Ace faction will be removed... just wait....and see The reason I say that is that CR only acts when a commission/inquiry makes a recommendation.... even the ANC ethics team are disregarded shows how deep the crooks are in-bedded in the ANC @makhosi nobhatyi ....yes we will be surprised when all the same crooks are in parliament... to demonstrate that CR is week.... surprise...surprise Lets all be back here on the 22nd of May and have a laugh..... Exactly @Derek Main.... if I was a crook.... I would want to be part of team ANC.... for sure I heard it was 2 years....i.e. 2021 And trust me Neil.... funds will keep diapering whilst the ANC are protecting their comrats That i where the majority of theft takes place.... ask Ace.the thief ....@Neil Fraser
Dilip Badal,"@Bridgette Kekana ...If you believe the president A Point to ponder...... retirement funds amounts to something like 2 trillion rands in the kitty..invested locally... Watch The ANC amend the constitution to attach that... Run folks .dont walk. Run
