author,message
Lucky Benya,As we wait "This is just a talk shop "It's either the memory is still buffering or she's playing safe
Derrick saperstein,"With cost of this inquiry ON TIME !!! WOW !!! "Wow
clive oconnell,Zuma plot of load shedding stopping you soon
Phillip Cwazibe,@Derrick saperstein ​ With cost of this inquiry. Same but I am hping that the state will recover more than the cost.
Ben Cole,No talk shop. It casts sunlight on darkness where there was none. It prods our consciences to make better choices in future. It will in time lead to prosecutions. "@I am free
Murugasen Ganesh,what new your name
Derek Main,I think this commission should run permanently to name and shame all the corrupt cadres. @Zama Kubheka State capture and corruption will never stop as long as the ANC is on power. They are corrupt to the core. I don't think Ramaphosa's strategy of telling everyone what they want to hear is fooling anyone anymore. @I Am Free Those were pledges and they often don't materialise. "@I Am Free You may be right but I still think it's a semantics game he was playing. He said ""secured"" but that could still mean just a pledge." @Lady Bird You and me both. @Kapn Krunch The bible stories are about as credible as flesh eating reptiles. @Lady Bird The problem we have in SA is the ANC. Get them out of power and maybe we stand a chance of recovering (if it's not too late). @I Am Free EFF are small fry - they just make a lot of noise. @Robert Russell Yes - everybody knew it except the EFF supporters. They still can't see how their leadership is just as corrupt as the ANC. @I Am Free The EFF's recent popularity tells me that their message resonates with many fellow SAfns and I think these issues need to be debated and addressed. @I Am Free Ignoring these issues will just allow more hyenas to take advantage. @Sven 008 You're preaching to the converted. Trump is KKK Trump is mentally unstable - the very last person who should be in charge of nuclear weapons. @I Am Free Trump is the US's Zuma. "@Easy D ""Better the devil you know"" - That's what the ANC supporters said about Zuma." "Soon Trump is going to hear the words: ""You're fired!"" 😁" Load shedding! Eish! Thanks for that all you ANC voters. @Easy D We can only hope. "@nonhlanhla ntombela Seems to be the ANC strategy - if everyone doesn't have it "@nonhlanhla ntombela So instead of striving for everyone having something @nonhlanhla ntombela Your share of nothing is still nothing. ok "@nonhlanhla ntombela While I'm all for addressing the inequality issues we have "@nonhlanhla ntombela And until you realise that your ANC leaders are only interested in their own pockets "@nonhlanhla ntombela If you keep telling me that because of my skin colour "@nonhlanhla ntombela I believe that we have an inequality problem - no matter what colour the rich happen to be. If we address it in that way "@nonhlanhla ntombela If you address it from a racist standpoint @Teboho Skofifi I like to see some proof of that before I believe it. @nonhlanhla ntombela That some race groups were advantaged is common cause - that was the essence of apartheid afterall. I think many white SAfns wanted to address all the ills... "@nonhlanhla ntombela ...but because they are now demonised "@nonhlanhla ntombela You can't tell people that they are not wanted @Thulani Bukani I'm saying there was a time when that was true - I don't think it is anymore. @Thulani Bukani Believe what you like - whatever I say won't change your view anyway. @Tebogo Makoro And the ANC intends correcting that by implementing Apartheid Ver 2.0 @Thulani Bukani It's attitudes like yours that cause more division - you must be ANC. You do realise that you are racist - the NP would be proud of you. @Teboho Skofifi What info? @Jabu Malinga I have never denied that. Are you prepared to admit that what we have now discriminates unfairly against whites?
Zama Kubheka,There are so many people who have not come forward yet. I feel like this is dragging!!! when is state capture gonna finish?
Lady Bird,You must ask how much of those investments went into Ramaphosa's pocket... Derek I hope that those pledges are incumbent on action on corruption Is there not a clause in law where NO GOV OFFICIAL OR THEIR FAMILY should NOT benefit from gov. financially ? I mean come on There should be no way Gov .officials and their families that benefit from gov. grants and contracts LOL Wow Robert Russell that is highly concerning Sounds like people with no qualifications Rob ... Yes FREE I am from RSA ...living in Israel "Iam not Jewish  LOL NP I Am Free funny Icelanders dont think they are going extinct and there are only a few hundred thousand of them in the world lol Last time SAA was run with a profit a Coloured Cheryl Carolus was in charge ...Last time gov ran a solvent budget with a surplus a Coloured was in charge Trevor Manual ....I see a trend here . Yes FREEE they are . LOL I can read Icelandic .Scary difficult that THAMI . Jacob is just a common criminal ... Have any of the Guptas ever appeared before this commission ? teeheee FREE . "It's not shaming  "Iam still waiting for arrests from this very expensive commission  Norman I am very smart . So this is a sham .Thats what I figured "Seize all assets from corrupt officials and build houses for those who need it or Are these guys paid by the hour >>>? LOL Derek You will NOT get your money back if you keep the ANC in power Sindiswa Moolman In Fact you will keep losing your money Who is that Sindiswa ? It NEED to be soon Derek .SOON Yes The EFF is as big a threat as the ANC "THANDO  OK Sindiswa .I will check them out Ninow must rot in jail ..simple When are the coming back ? Sorry I missed it CNN is ok .Its FOX or Fake News that is scary They are all nonsense but Fox is scary insane "We condemn our corrupt gov officials  ALL MEDIA ARE CRAP Derek Trump is just a corrupt gangster like self serving individual I Am Free I am at a loss to how you condemn corruption here but defend one off the most corrupt US presidents ever I Am Free How do you know that ?? HE IS CORRUPT .It has been proven same way ZUMA has been proven to be corrupt .You believe bout ZUMA BUT NOT TRUMP ??? Trump was also fined for being racist in the past I AM FREE he was fined and taken to court cos he discriminated against Blacks regarding his apartments . Are you trying to deny this ? I AM FREE you are being a hypocrit I AM FREE you watch much FOX NEWS ???? I AM FREE YOU ARE AHYPOCRIT CONDEMN CORRUPTION AND RACISM HERE ....SUPPORT IT OVERSEAS That is what you show I Am Freedom you showed yourself . NO I Am happy to see your defense of racism and your Hypocricy on corruption I Am Free I Am Free A pure hypocrit Hypocrits are never phased .... Trump's corruption is for Americans to solve WE HAVE A PROBLEM HERE YES Cupido Japhta GRAB THE LAND = Taking food out of our children's mouths WTH is with the load shedding !? Did they mismanage ESKOM too . THROW THEM OUT OF GOV SA !! Can they not manage anything !? US Congress made that decision not Trump But it is easy for a criminal to point fingers too . They have no consciense Electricity was fine before Was gonna say that Slindile lol PRIVATIZED ??? Yes lets give it to some compony of Patrice Motsepe and his sister First in line for tenders ANC members and their families LOL Truth Derek NONHLANHLA those people are the ANC !! NONHLANHLA No you dont . What are you talking bout . Let a Somali show you how to do that shop thing babe What we see here is a form of job creation ... Well said Derek Yep Jabu It dont help to complain bout past racism while being racist NOW NONHLANHLA .The people befitting NOW are BLACK and in power in the ANC Peolple of ALL races fought against Apartheid NONHLANHLA learn to keep accountable those who are in power now . You cant be such a stooge . How does protecting those who rob from you now help you ? NONHLANHLA ARE YOU INSANE ? They have the power to change it ! THATO How did Mptstepe get so rich ? LOL Do you rally wanna fix RSA ? Than dont protect the criminals There were Whites who died fighting Apartheid TEBOGO SKATTIE Prove it . HOW DID MOTSTEPE GET SO RICH "Thanda another one blaming the past for problems now 
Zilungile Khumalo,but a few NPOs are NGOs
Zamankwali Ngema,Totally agree with you.. @ I am free
Slindile Ngcobo,@I Am Free ....you are still not free...hehehe @Corlé Jansen ....former Free State Finance MEC El-za-bee Rockman. @I Am Free ....ppl in glass houses should not throw stones @I Am Free ....but you could be totally unfit... The New Age was pre negotiated with the FS by Ace @cupido jaftha ...Taxpayers
Samoldemus,i decline. the fall of america private public property i decline
Mzobanzi Dazela,Remember when Alexander riots were staged only for free ANC campaign program in the cry for help. Ramaphosa hasn't done any of the promises he promised those people. Very unfair.
Thami Ngwenya,BA languages on finance position "Depends Baningi abafundile but ignored ngoba bangama clever blacks But Jacob is a politician not an official
Norman Zwane,@Thami Ngwenya Is that significant if she had 15yrs experience in the general area of governance? "@Thami Ngwenya I see your point. I would suggest she understood the situation quite well but deliberately cooked the books @Pitso Mosetlhe That is so disgusting Pitso. The Free State lost historical prints? "@Lady Bird She is here for evidence I think "@Pitso Mosetlhe Hardy bra "@Lady Bird In that case "@JoziTube Maybe Jub-Jub should anchor it and be sold to Channel 157 ""Moja Love""...just asking?" @Pitso Mosetlhe was there no daily in the Free State as she claims? @Robert Russell We stocked this New Age rubbish and for 2 years we never sold 1 copy. I dont even recall our local fish & chips wrapping chips with it it was so bad. @GH MG Some of us say Febluwali.. each to his own @GH MG Born a Zulu with a lack of 'r' in my alphabet...quite a few clicks though Nonsense but Piet Rampedi did in Limpompo "@thando cezula The more I observe Trump Trump=American Bully Trompie=Afrikaner Bully. Two sides of the same coin Well Lady Bird said so. So what is the IF about?
Robert Russell,Did you know that all senior mangers of SOE must be cleared by the SSA...case in point Eskom has 121 such mangers..100 of them have revused to be vetted. The SOE have discretion to over look red flags Stoned people in glass houses....... The SON newspaper is the worst..... fullstop @I Am Free Have you noticed how quite the EFF have become after the VBS revelations of leadership theft of funds @Derek Main
Adelaide Lekubu,what he did needs lifetime sentencing...he deserve it
Slavic Peter,hauweng!!
