author,message
Quinton van Eeden,mornin folks 🙂 @Diane Louw - looks like we are the early birds 🙂 pse assist - was Singh actually present yesterday? "@Diane Louw - ta @Heather Durr - yeah but I think that @Dawn Britz - agree - that attorney knows his stuff the DCJ is in a hurry this morning where is this heading? did they appoint some unqualified cadre eventually? @ALTA 🌻 @Pastor J.J 🙏 @Heather Durr - ahhh starting to see the light - not quite up to date with all the screwings and doings of the Ewings (SA edition) @R Bauer - simple matter to get your mate in IT to bounce co e-mails to your private e-mail with a re-direct on Exchange @Heather Durr - any update on what happened subsequently with the corruption & high treason charges against Seleke? @Heather Durr - nope me also on the water cart - have been forever 🙂 - explains my lack of empathy and high-tuned nose for detecting BS @Heather Durr - in a previous discussion you referred to Hodes - is that Max because then I've also had the distinct displeasure to have him on the opposing team @Heather Durr - my age is showing 🙂 this lady knows her stuff - a very competent government mandarin rationalising her course of action wish someone would ask her how she knew that it was Zuma that she spoke to (to address Heather's concern above) @Louis van Coppenhagen - familie van Linda? "@peter ntloge - Seleka made the mistake of attributing the same level of professional behaviour that he adheres to @Heather Durr ditto Stage 2 load-shedding starting again from 12:00 today "@Lerato Moleke - the cool thing with Todd is that he knows how to paint the big picture @Thembelani Mangena - think he is with Bowmans
Diane Louw,Morning Quinton yes we are lol yes he was Quinton I totally agree Heather pity he is not like that with those that testify and their lawyers..... morning mathys moring Teunis and Dawn and Antoinette and Louis C i think his team let him down to be honest and he took the lashing... hi lerato morning to all the newbies i dont see moving pictures - hw are you seeing it Shame man tell her to relax and breathe..... hi pastor jj and ALTA lol pastor j j "you know what so they cut her out of the process from the start hello hello Zuma phoned her proves Zuma was kept informed of the goings on hi naledi from a very hot hot cape town hi valencia j "agree Valencia J and it was on the basis that the next day after the summons issued ditto heather "during ""the deep dive"" whats that" valencia go to your settings and people and unblock him lucky you marcus way to go Alta im inclined to go that why too why - way skink dames skink @ Alta and Naledi thanks Naledi..... interesting ag nee ALTA ja we go off at 20h00 tonight very ALTA and i think its also got a lot to do with the commission re witness that is due imho  agree Louis C and Quinton lekker eet that was genuine DCJ believes this lady hence he asking the ?? jip for sure so we know Molefe got Singh into Eskom.... that was the meeting that she attended on the 11th with essa and gupta
Heather Durr,@Quinton van Eeden @Diane Louw Hi there-Poor Seleka and DCJ were crucified on Twitter yesterday. DCJ was too harsh and the RET brigade jump on any reason to trash Zondo Not 'chair' @Lerato Moleke Well I had my 'historic' Bday on the same day Trump made history @Louis C Molefe is tomorrow assuming he doesn't pull a 'Singh'it is a pity they can't question him about Transnet  @Louis C To get away with what they did so brazenly at Transnet is nauseating but at least we know Lynne Browns name comes up all the time Not the aircon AGAIN DCJ Moving along.......... She is a Whistleblower isn't she Ah a Trillion Whisteblower acc to EWN @ALTA Hi my liefie DCJ Is decidedly hoarse Ugh Loadshedding and I am up so early to do my workout in front of CNN @Stix Mtolo Hi there @Pastor J.J Where are you hiding @Quinton van Eeden They wanted Seleke in that position Probably why Adv Seleka wanted to ensure they got his surname correct "#Koko must be listening intently after he was so 'flubberghasted I wonder if Koko will be able to resist his Hubris and Tweet about this specific policy after the articles about his burning chest  Not Pretorius... @Quinton van Eeden Not that I have seen Am I the only teetotaler here "I do feel their pain-I have a highly addictive nature like training in front of the TV so I dont bore myself to death and I never drank beer only shots-I got drunk vey quickly and painkillers in anticipation of the migraine to follow @Quinton van Eeden No Leonard his son but cut from the same cloth @Stix Mtolo LOLOL That's hilarious . I just drink spring water and liquifruit @zip reeper you are not far off from some of the cults @Helene Nortje Ja-Do a search of her name and add Whistleblower @Stix Mtolo Fake News on Google who list her as one of 2 Whistleblowers BOOM BOOM @Anthony Fourie You can leave the chat @Naledi Barron Dahling Question-How did she know it was Zuma/ because he will deny it was him as will the RET branch "@Diane Louw Yes he did @Lerato Moleke Heck yes-Twitter was savage @Valencia J Hi there Non lawyers with respect will have no idea how minor that point was. No self respecting lawyer would take that point. Only the ones in the mud @Teunis van Ree they will all learn as after 2 years such minor shait really slips thru the cracks Clearly I have blocked Power-cant see it People are so precious about their titles and roles @Naledi Barron Agreed-she clearly takes pride in her work and is very professional Singh and Cruella are truly deserving of each other yesterday with Adv Myburgh was Mindblowing Awwwwwwwwww prime time TV Slot-go for it DCJ @Lerato Moleke He is sooo watching this avidly if not clutching at his tranquillisers Thats lunchtime gone.DCJ is on a roll. Bless Him @Lerato Moleke The people's advocate-he loves that pretence KABOOM Love it
mathys botha,GM all "another hot day in Kloof
Louis C,@Heather Durr Morning. I don't think so Hello@Diane Louw  @Antoinette Meyer Hi Hurry up and wait "@Heather Durr Shocking revelations by Todd @Lerato Moleke Hi. You must also do some work😀 @Lerato Moleke Spoken like a true Patriot! "@Heather Durr After Todd's testimony last evening Cyril should extend The comm's deadline "Nice to see DcJ and Adv S exchange pleasantries "@Lerato Moleke Tip of the iceberg. As you said @FieliesSA Shaking all over Hallo@ALTA  @Mark Page She wouldn't be the first "@Pastor J.J Rev @Pastor J.J That you are @ALTA Kopseer🤕 Has Seleka been suspended......with pay? "@ALTA Ek gaa't hom weer vat @Mark Page Will serve her right if she's guilty @Heather Durr This testimony will bring on more chest pains  @ALTA Nog te gou om te se. ons eksperimenteer nog @Marcus Mpanyane Waarheid "@Marcus Mpanyane I'm busy distilling but still have to tweek @zip reeper You can't transport my stuff. Highly explosive @Teunis van Ree Ons werk nou met turksvye maar hy slaan jou asem weg "@Marcus Mpanyane In Mooikloof and you don't have stock @zip reeper Get on the water cart and develop a nose fore BS "@Anthony Fourie Your nose looks a bit distorted "@zip reeper @ALTA Don't waste water @Lerato Moleke I bet MA exempt from LS @Thulani Khoza She was in the war room @Lerato Moleke Stop picking on Col BM😊 @Kevin W We also got TV 20 yrs after everyone else. That's Africa for you @Lerato Moleke That's Bruno for you @Thembelani Mangena Very interesting theory "@Marcus Mpanyane Ja  @Thembelani Mangena Interesting nevertheless No bugs in the room "@Marcus Mpanyane Plastic something @Valencia J A total waste! @zip reeper She's wild bra @Stix Mtolo Out with the Kleenex "@Lerato Moleke You know "@Heather Durr A real pity that that session was in that time slot @Heather Durr At least you haven't contracted chest pains @Thembelani Mangena Yes. Only Bowmans now @zip reeper couldn't find nemo @Power Electronics Hail Selassie
Teunis van Ree,GM @Heather Durr 🌹@Quinton van Eeden @Diane Louw @mathys botha DCJ must have known abt the summons hi @Lerato Moleke 🌹 hello @FieliesSA "@Cece Goje she's a bit nervous They changed the requirements hi @Pastor J.J loadshedding starting 13:00 here 🤮 hallo @Helene Nortje 🌹 This is like watching paint dry... @Louis C just make sure you get rid of the methanol @Marcus Mpanyane how are the Golden Moles there? Thriving I hope 🤣 teatotaler but not by choice 🤣🤣🤣 I have one glass of rose left 😢 hi there @Naledi Barron 🌹 hi there @Santa Kriel 🌹 You're welcome @Santa Kriel 🤗 hi @Valencia J 🌹 All is forgiven @Santa Kriel I am retired but still working from home 😁 Dr Chinedu I still believe DCJ was given the info about the summons @Valencia J guiding postgraduates @Heather Durr it was effective It was DCJ himself who raised the issue I just hope it wasn't the pretty junior's error loadshedding here now 🤮 I agree a nap is the best way to deal with loadshedding 🤭
Dee Bee,listening to the witness at 4....whole New ball game morning all very clued up Todd was brilliant yes
Antoinette Meyer,morning my friends More Louis i am not hearing anything sammy has miss hofmeyer detox
sammy sammido,Morning Miss Hofmeyer morning everyone Morning Miss Hofmeyer morning everyone Morning Miss Hofmeyer morning everyone Morning Miss Hofmeyer morning everyone Morning Miss Hofmeyer morning everyone @Antoinette Meyer i really miss those moments @Antoinette Meyer i really miss those moments @Antoinette Meyer i really miss those moments
Lerato Moleke,Morning All .. @Heather D I hope you had a memorable b/day "Chris Todd's serving of 'tea & biscuits' was yum "Hey Kelly.. @Louis C - work "@Akhonamandla Top of the morning to you too @Teunis and everyone who joined after me "@Heather @Eric you are mean🤣😂 "@Louis C - I agree "@Gugulethu - I've called Moleko According to news24 load shedding stage 2 is back from noon till Sunday  "@Stix Heya @Stix☺️ "@Alhadiah "Sorry 😏 @Teunis "@Heather D - at the rate he tweets about almost everything "@Heather Most peeps on this chat are on the bev🥃 WhatsApp group  @Stix 😄😂 you weren't far off "@Stix Heya @Naledi - Joburg is cloudy and cool  @Naledi and load shedding is back till Sunday 😖 @Louis MA=melrose arch and LS?? @Louis I wish .. Remember Brian said he was motivated to accept Eskom job after there was LS while he driving or dining somewhere in Sandton not MA "@Louis "@Thandile "@Valencia - looks like DCJ went through Twitter last night and decided that a ""united front"" is the way to go" "@Santa ... and obviously the Koko Hunt cult jumped in about how DCJ takes over when Koko is on the stand because Seleka doesn't know what he is doing  @power your grammar teacher taught you that gender = feminine? "@Akhonamandla - that ""oversight"" spin for Romeo 👀" "@Louis @Brian B - remember he said that @Heather - I know right. That Myburgh & Todd combo was 🙌🏽 Koko is mum on Matsietsi's testimony  "He's ON Sikhonathi's case about load shedding .. @Stix "@Diane "@Stix Hee banna Nokuzola 😳 Hey mara Valencia 🤣😂
