author,message
Madelein R,Morning
Lucky123 Thwala,last night I didn't sleep well thinking about this crooked Brain molefe selling out the country molefe and his band of train robbers hey hey this bursted molefe New justice minister Ronald Kalula must take this thieves toe to toe "We have instructed our attorney's to appeal not even courts should allowed to silence the truth
Fils de l'homme,hello hola
Thelsa,Brian Molefe should be charged with treason !!
Sebation Nantsika,Molweni We need lifestyle audit to all this institutions Especially municipalities and get rid of districts municipalities
Gloria Baloyi,HALLO
Derek Main,Brian Molefe was one of the ANC's blue-eyed boys. Blame the ANC for his destruction. "The new cabinet does not inspire confidence in the much-heralded ""New Dawn"". Ramaphosa has failed his first test. Seems like more of the same from the ANC." @Zikhona Zondani You try and stop me. @Thami Ngwenya Definitely not David Mahlobo! He's a crook. As for Thulas Nxesi - he tried to sell us the 'fire-pool' story Angie Motshekga is useless - look at our education system that she has been in charge of for years now. Blade Nzimande - useless. The caviar communist. Gwede Mantashe - Bosasa beneficiary - crook. All communities fighting mining companies must be nervous. Gwede certainly won't protect them. Maite Nkoana-Mashabane - useless - she gave Grace Mugabe diplomatic immunity illegally and allowed Bashir to escape the law. Fikile Mbulula - a Guptoid - crook. @Thami Ngwenya I have little choice - all I'm saying is that it's more of the same from the ANC. @Zikhona Zondani Don't bother looking at the ANC then. @Thami Ngwenya Aaah - the Ramaphoria argument. You're just fooling yourself. @Zikhona Zondani Have you got anything worthwhile to say? Ramaphosa has failed his first big test. Selecting a cabinet we can trust to rescue SA from the brink. And significantly reducing a seriously bloated and expensive cabinet. "@Minoctar Sithole The problem is @Thando Nkutha I agree - I think he's failed his first test. "Like I said before @Kevin Allister Simon The same could be said of the ANC and corruption. @sipho cebo Or be ruled by thieves. Is this the best the ANC has to offer? @sipho cebo I agree that is the solution but unfortunately we have fools for voters. Some things just have to be said. @sipho cebo True - I just can't understand the logic of protesting against bad service delivery one day and voting for self-same party that is failing on service delivery the next day. That's idiotic. My feeling is that Holomisa is the voice of reason in parliament. He is an elder statesman. Yes "I believe the DA favours big business over citizens. If ever there is a conflict between business and citizen's rights @Keamogetswe Andries Motsepe At least you are giving your vote some thought - unlike the ANC voters. They think they're supporting a soccer team. @Keamogetswe Andries Motsepe Not that smart - the majority voted ANC @Thami Ngwenya You can't fix stupid.
herven compton,Wow
Zee Zondani,I thought we were hear to talk about molefe and transnet not Cyril and what you think he did wrong. 🤔 "I also dont get the blade nzimande appointment but SACP would have been making noise right now so to please our alliances Angie!!! 😕😕 "Can the heaven please open up and give us ""saints"" since everyone on the planet is a ""crook""😂😂" "@Thami Ngwenya so true. complaining and throwing of toys is not going to help. Fikile Derek should take his views to twitter.😂 hel be more successful there. 🕺🕺🕺 @Thami Ngwenya can we please not entertain trolls please 😕 does anyone know when this testifying will come to an end. these people have resigned 2 years ago Molefe has probably moved to dubai 😂 so glad too "bullying other people just because they hold different view such not be allowed 500k plus public apology 🕺🕺🕺💃 "True to that no more taking of bullying from them
nhlanhla nkosi,tell them zikhona bayabora yazi abo purple cows
