author,message
Peet Venter,CR was shock to hear about stage 4 load shedding. But you need electricity for that to happen!
Knut Freiling,whats happening ? maybe load shedding ? 😃 what a mess I want Gerrie Nel let Gerrie Nel cross examine her
Frik Brits,"nothing yet "This woman is something else
Desmond Masilela,What is happening now. SABC please advise Me too let me go make some coffee Here we go . I hope all files are in order unlike yesterday. @rohan barnard. Remember yesterday it was just a mess @rohan barnard. LOL Mentor is trying her shananigans So we are going to delay like yesterday Here we start with files. This is boring really. Let them fix this files once and for all. Take another 5 min break @rohan barnard. 😂😂😂😂 This adv must step down. step down now please She speak with confident yet she makes lot of mistake @teddy buckshat. What do you want to do with her facebook? 😂😂 @teddy buckshat so you want verify from her Facebook page? @teddy buckshat 😂😂 I thought all files was sorted as the chair ask. But it seems like nothing has been done. @Bongani Dube. 😂😂😂😂 Now the commission is about Chair person and Adv @Bongani Dube 😂😂😂😂 Kunzima impela. Naku phela u Mentor akasabuzwa nemibuzo sekubuzwa u Advocate @rohan barnard....😂😂😂😂😂😂 I wish the was a voice record so you could hear how you killing me with laugh @Bongani Dube 😁😂😂😂 Kungaba ncono lelilanga lihlehlelwe kusasa ukuze balungise ama phuta abo. @rohan barnard. hahaaha...... The adv can not answer a very simple question. @Lebo Pie. Just imagine!!! 10 days @Lebo Pie . Plotting who?? Liol This advocate let her sit down once. We are not going anywhere with this. @Pitso Mosetlhe. She out of order this adv Is now 11:00 am. Nothing has being done yet. @rohan barnard. 😂😂😂 I think I will have to report other people here. Trust me. Some people are here to break this lovely chat "If the chair was not there Arg!!! maan this Adv!!! The chair is not happy about this Adv @Lebo Pie. Even the chair is confused. Not only you. dont worry. @Lebo Pie 😂😂 Its time for tea time. and come with new topic She will need the whole day @rohan barnard a clip that Gupta requested to play yesterday At some point I'm going to block someone here. "@rohan barnard. Before Mentor took stand @Some guy. 😂😂😂😂 @rohan barnard. Yes. That's what the their Adv said yesterday. Then they chew our data. @rohan barnard. 😂😂 Hope files are been sorted out. I dont want the chair to get confuse again. Lets move on please. @John Wilson. No it started 10 am. Please chair sort this argument out. Is the no way we can stop about the issue of Zulus guys? and concentrate at this commission. @Lebo Pie. Not yet Now we going back to a mess up files. Nx!! @Grayboy how 😂😂 The adv is talking too much 12:00pm nothing has been done. Seems the Adv is enjoying this @Cameron Kim. I wish they can move forward with cross examination. Guys. Lets not entertain Yose please. do not respond on him. Always apologize @Thando Nkutha. You right I will do the same Thando. Chair we are delaying the cross examination I wonder how long is going to take to finish But why was it not added to her And who was the chair at that meeting I dont see the evidence of this woman (Mentor) will help us @Felix Muyoba. You right Mento's testimony will not help us. Confused again. She's confusing December and January @Thando Nkutha. I'm lost. any light please @Sthakathi Khumalo. Why asking that? 😂 @Thando Nkutha. Thank you. I'm totally lost. I've just block Yose Where are we going to now. @Cameron Kim. Exactly. The adv said 1 issue. Is she finishing now? @Cameron Kim 🤦🤦🤦 @Lebo Pie. The chair is even demonstrating with his hand. The Adv put question. and the Chair Simplify the question. @Lebo Pie. she's confusing todays date with yesterday date Guys i'm lost. Is this cross examination now? yes that is what she says before. and the President help her with the bag. Guys i'm lost. Is this cross examination now? We are still going to Mr Bloem. But they can still call her moes I thought this was cross X She's still not finish @Douw Prinsloo: 0 Confused again @Thando Nkutha. Thank you Thando. The chair is hungry really @Thando Nkutha I support you Thando. I dont understand why people keep on entertaining this 2 people. And now SABC SABC please
Johnny Williams,Yes Load shedding
teddy buckshat,We Here.... She just Qualified shame... Eish..hope my boss is not around...Moja Selecta They Fired Gigaba for Lying under oath...But they all been lying thru out this inquiry.... Making a false statement under oath or affirmation in the course of a judicial proceeding is a crime under South African Common Law. Mafia Lomama Riri Mara Where is her PA kanti... Mxm Lomama uyanya how did she qualify... Hawu Muhles some1 google this Woman...Advocate fake papers.... whats her Facebook name I doubt she went to School Maybe her school papers come from the ANC .. @Desmond Masilela I doubt she went to School Maybe her school papers come from the ANC .. Not for two in a row while u being paid alot of money days @Desmond Masilela will check her pics.. Its his Job To know everything She spends time justifying her self and apologizing Nathi we busy with bundles some 1 is running out She is Scared.... TV Hangover Zondo looks like a Ninja Turtle when his bored...😎😎 Even the money we pay to make these passports is too much... @Yose Human what problem do u have with Zulu's???? Is Agrizzi Zulu??? Rodger That.. She takes long mani Mentor is a criminal phela..
Fikile Khumalo,Kwasuka loko 🙄🙄 her again @Selecta you and i both "somebody organise another pair of glasses too Whatever LOOOOOOOOL
michael mbatha,Time for more retractions from her testimony. Fake-Y Mentor Um'qulu Correct Sibonelo This lady must be removed from there. Waste of time.
rohan barnard,@Desmond Masilela I hope so too! "We all know the SAA records are a mess. Sometimes you can't even check in on the system @Selecta hahahaha! We need Adv. Madonsela here @Tshilidzi Madzinge I am originally from Botswana 😃 I know how the SA border control is @Peter Staffen correct. Especially with fong kong names Morning @Sofia Sofia 😀 I feel pity towards judge Zondo with these testimonies and the incompetent adv's @Nini Moiloa 😂😂😂😂 eish.... here comes the admin again 🙄 @Sofia Sofia 😂🤣😂🤣 Mentor is struggling to stay alive as well 🤐 Zondo is tired of this idiot of an adv tea time now D6B!!!!!!!! 2nd one from bottom.... no from top 😂😂😂😂😂 "@Charles Nell Normally you only keep backups for 5 years @Sofia Sofia no idea... She is proudly brought to you by VBS 😂😂😂 This adv is gossiping of Mentor like she's not there.... She's a pimp "jeeer "Zondo is going to throw this adv with a microphone @goolamv no it's not @Desmond Masilela 😎 please don't die laughing just yet! This commission will soon be on fire! 😀 @Nelson Musoliwa I'm going to disagree with you on judge Zondo. He have pointed out a few mistakes during the commission @Briony French exactly! "They could've landed at Waterkloof a number of times Welcome everyone to 3 talk with Adv. Sello @Sofia Sofia i think we are discussing data bundles now 🤣 @Some guy just ignore that yose fool. Mother nature will hopefully take carte of him soon enough @Desmond Masilela only thing happened thus far is data bundles and incompetence "jeeeeeeeer Even that guy at the back is leaving to go check his twitter feed @Some guy 😂😂😂😂😂 "Haibo @Wallace Mandimutsira you must follow "Adv. Sello "Ms. Menor @Lebo Pie 3 talk about bundles with adv. sello Is this wall the same as Trumps wall? 😂😂😂 Is it the wall Bosasa built? 😂😂😂 which clips is adv talking about? "@Sofia Sofia no "@Desmond Masilela what time was that? Thanks to Eskom @desmons @Desmond Masilela I already blocked 2 fools... Yose and another idiot with a french name @Desmond Masilela 4 hour long video????? 😱😱😱😱😱 @Desmond Masilela I wonder what could be so amazing to watch for 4 hours @Desmond Masilela maybe it was the lavish wedding at Sun City 😨 EVERYONE was there! We gonna start with bundles again 😥 "@Londani Rodney if they want to know about walls @Some guy now you made me curious about yose again! How do I unblock someone?? 😂😂😂 "@John Wilson no @Lebo Pie I really hope so! "jeeeeeeeeer @Londani Rodney right?? 😐 @Makwa Choma not all whites are the same. 😃 "eish the only bundles i know is data and washing😂😂😂 @Lebo Pie 😂😂😂😂 35 Fabryary 2019 Which airport? Waterkloof? @MASIPA ITUMELENG Mentors adv @Lonwabo Makubalo which one? @Lebo Pie nope. He had to hand in his passport and was let out on bail i put it to him @david cele block that fool @Lebo Pie 😂😂😂😂😂😂 i put it to you eish metor is mentoring] eish.... 😧 this is just wasting time now 0 "Shem thanks EKSDOM "My gut tells me it's loadshedding
John-Basel Ioannou,"ag no that is a sure betu won't even be able to give odds..lol "even the Mogkoro inquiry has weak adv's "here we go takealot is having a special on law degrees today why can't questions just be asked..Is that so difficult? who was Bloem again both woman "i feel like vommiting pic and ayo? apply her mind .lol "remember is was a greek guy that killed Verwoerd "Cameron Kim "Cameron Kim guys rather watch precinct 99 on Netflix "Cameron Kim "police i can't believe peeps get paid for this "Agreed Cameron Kim.Question the family that's worth Trillions
