author,message
Joel Mzayidume,hello ahoy! Hi @Desmond Masilela I've no clue who that individual is @tymo what are you talking about "which war are you referring to Morning @Innocent Madamalala he even gets escorted by JMPD. I wonder what the Joburg Mayor had to say on this "whose renewal "Glencore CEO "better deal with that irritation "uPule no Zizi baya bhonyelwa ngama elections "war by women Zondo is astute and asks smart questions. "focus Walter and Tymo can continue talking rubbish Adv Maleka is on the ball. Mr Ephron is beginning to fumble already hello? i can't see anyone else's comment @mandisi ntauzana we are Zondo's people "Indeed @Quintin Jacobs I wish Prof Terreblanche were still alive so he could have educated Zondo on State Capture @rohan barnard he was Professor of economics at Stellenbosch University. A former member of the National Party's negotiation team during talks with the ANC in the 90s @rohan barnard visit https://www.sahistory.org.za/article/co-optation-african-national-congress-south-africas-original-state-capture-sampie You're welcome @rohan barnard
Desmond Masilela,hi guys Any update in regard of Jason Rohde sentencing? 8 may 2019 @Thando Nkutha. Me too I only block the racist "@rohan barnard. It is not enough I think it was about defeating the hands of justice. @rohan barnard. I think so either. but the murder itself was 15yrs behind bars. Which in my opinion it was not enough for someone who planned for this. @rohan barnard. 100% agree with you. Cases like this should be at least from 25yrs upwards. @rohan barnard. Yes agree with you. But I think the law of SA is too lenient. Imagine in 10yrs time the guy will be out on Parole. @rohan barnard. It wont change at all.
tymo,when are you going to be warriors and fight like men instead of chickens @Joel Mzayidume and you guys do nothing about it @michael mbatha you are weak..you rather kill your own fellow african for nothing but leave the white man that owns and control your land while you suffer in poverty and townships with nothing @michael mbatha nothing belongs to you in african you thieve @Walter Du Plessis you only act on people who own shops but you dont act on that white man that has your land while you suffer in poverty @michael mbatha soon you going back either by boat or plane..@Walter Du Plessis lol you going home doesnt matter what you say you going home @Walter Du Plessis you going home boat or plane soon @Walter Du Plessis eff will deport you @Walter Du Plessis lol look at how your white master is talking and you do nothing lol @michael mbatha you enemies of africans we will feed you to lions soon @Walter Du Plessis we will just wait and see you'll be the first crying like you doing now with your GENOCIDE @Walter Du Plessis you enemies and thieves watch and see you looted too much already @Walter Du Plessis you going home soon @Jack Sparrow am just having fun with these enemeies and soon lions are coming to feast on them @Sandile Khowane they messing with wounded lions and these thieves are soon going home lol is go to school not bto @Walter Du Plessis we will start with you feed toy to lion s @Walter Du Plessis where you then give location if you are brave kikikiki coward @Walter Du Plessis i have and i look like a warrior not a coward like you kikiki @Walter Du Plessis you'll be fed to lions soon for messing with wounded lion coward @Walter Du Plessis lol lions are coming for you soon dont think you can mess with wounded lion forever lol have you seen a rebus monkey? it looks like you check it out @Walter Du Plessis lions are coming for you i know you already thinking about hiding like a coward you are @Walter Du Plessis look at that big nose lol you can even fit my fist up in it @Walter Du Plessis the little ran away from the lion i miss him already please get him back here @Joel Mzayidume where is this little cat? as usual they ran away from lions @Walter Du Plessis They going home soon the wounded lions is awakening oh the wounded african lions awaken yourselves and chase these cats away from scavenging our land and resources They take advantage of wounded lions but the lions are getting up slowly just watch and see once the lions fully get up the cats shall be scrubbing our streets the sword will be sharp like a knife cutting through butter the wounded lions will soon feast on these cats viva to all my wounded and awaken healing lions soon we will regain our strength to feast on these cats 123 lions are coming for you 🤺 lion is chilling here and will not take the words of a small cat @Andre Gerber lol zuma was a puppet for the little cats but wait and see zuma and little cats will be all consumed by the lions @Andre Gerber 🦁🦁🦁 viva my lions 🦁🦁🦁 no one will mess with wounded lions again once we get up this time
Dams daily motivations Madamalala,Mornings guys Fraud & corruption is hindering our country Even Fake prophet fake death for Power "What can we do to Turn around our Country we need to Focus on Renewal & ensure policy certanity Regulate Church & they have to pay taxes & more regulations to be Enforced Law & Enforcement of our Country include Everyone live in it
Anthony Ramasike,lol
michael mbatha,"Any foreigner @tymo - And you guys tell us we are xenophobic. "@tymo - We act
Freedom now,@ tymo what land belongs to you? @ tymo go and look in a mirror and tell me what you see there @ tymo if you see Putu lips and a flat nose then you sub human specie you have not envolve yet you mind is still in the bush do yourself a favour and get a real job otherwise you will stay in the bush try we waiting and ready. Bloodriver was nothing go bto school and learn to spel!!! with putu lips and a flat nose go and look in the mirror putu lips and flat nose tymo putu lips and flat nose
Myka'Al Daud,"Nobody will have a problem with WMC bcos they r called investors "WMC give some guys shares to continue looting our resources n we must keep quiet "Support AMCU  "Support striking mineworkers abused by this WMC Stop the friends of ANC abusing and making our brothers n sisters to be modern slaves.This generation must act to stop looting of Afrikan resources "Workers r on strike for 3 months already All the monies they shifted to Europe must be returned it belongs to u Afrikans "ANC guy won't agree with me "Verwoerd said allow blacks to vote bcos they will still vote us  "Why CR didn't help Lonmin workers when he was there "He was busy eating while our ppl lived in shacks in Freedom park "Workers committees where formed under his watch Peter how will they be our domestic workers n garden boys if we don't want 2 work with them?
Sandile Khowane,"I just got here @Joel Mzayidume thanks. "@tymo I don't understand why you entertain Non-Africans in this chat "@tymo just ignore them "@makhosi nobhatyi ANC is eating itself "@Joel Mzayidume he's going to crack @makhosi nobhatyi what about the criminals that are in Cabinet? ANC Officials are going to fight back if they feel ANC is not treating them equally when accused of a crime. "@Sofia Sofia EFF has never been in Government "@makhosi nobhatyi I personally don't think it will ever happen "@rohan barnard you're imagining things @Sofia Sofia who said I will be voting for the EFF now? "@makhosi nobhatyi if Ramaphosa is serious about a clean up let him start with his cabinet "@Sofia Sofia you seem to be suggesting that I will be voting for the EFF
Aseza Msuthu Somagaca,This fake accent by Maleka irritates the s#$*t out of me!
