author,message
Imran Khan,who is winning who you vote for I vote EFF I won't anc not eff
Huggins Manyumwa,EFF vote rigger's ANC that hilarious is wrong
Lily OS,EFF is winning? wAHOOO
Tshangase Anele,is there any live stream of election results ??? im tired of wtching this nonsense ok thanks guys This thing has been going for a very long time no arrests had been made its just a waste of time and money mxm
Ishe Vinny,yes its there
delphin yvon Moukouma Mboussi,BLF is out and crying to fraud! That is amazing. Andile has been disqualified by the same people he always call my people
Marebane Manchi,sabc we need elections.
Felix Muyoba,all smaller parties crying foul of the election are just dreaming because they should have known that the terrain is rough and only thick skinned people will prevail @Donald Geyer he wa just bitter with leaving eff..he is not going anywhere ploitically brian molefe messed up at transnet and then went to eskom and mess up again..i dont understand black governments
Dams daily motivations Madamalala,Who is these? ndaa! Who is on the stand today? Lets grow South Africa togather do not talk politics while we need service Issue of pension/Profident fund for government employees is a world wide issue do not talk for SA ONLY you must aline yourself with the world Economy Listen to Robert kiyosaki Rich dad on pension fund
Michael Robinson,Why do you need elections ? so you can spam your party you voted for non stop ? this must be no fun for you because you dont understand ya'll voted the ppl that tried to sell the country back into power 😕 yup SABC put elections back on we dont understand this nonsense Staightback to state capture braodcast after party responsible is back in power it's painful to watch
makhosi nobhatyi,ANC wins "People has spoken and choose their choice
Conrad Ludik,the sabc is hiding away the elections cuz they are corrupted. why dont the IEC think of electrontcal voting system with finger print scanning? then all the corruption will be to the end. your finger print is with your ID so then there will not be any curruption
charles venter,I agree And the people vote the ANC in again I just say we will see when we all lose our pension and provident money to the government who will vote anc
Sofia Sofia,Hi All I think the ANC today is not the ANC of the Zuma Era ... Lets give CR a chance .. I was really not wanting them to win BUT Lets hope CR reshuffles all the pro Zumas out after he wins ANC for National and DA for Provincial
Nkosi Taylor,commission of inquiry Ramaphosa is our president Kyoze kubuye uJesu
Francesco Paulucci,Phambili with arrests Cyril phambili!!! Nda Who says... Well we can wait and see You dont know for sure
david jacobs,Cyril will be gone the real entities will replace him now what ANC was waiting for not for long let him touch one on the list then he's gone he cant he was used business as usual remember that catch phrase @charles venter indeed yebo if you cant steal with them you must go @Mzalwane Mzala They stole from the SOE's as well
Mphumuzi Maduna,for ever aibo we love him
Vukile Maki,Smaller Parties are chance takers let them not being bad losers.
Fred M,he will get thrown under the bus like Mbeki all these inquiries will come to nothing it will be swept under the carpet. it's all smoke and mirrors. after them come the people
Mzalwane Mzala,The ANC takes Eastern Cape with 69%. "With 91% of stations declared SARS is investigating tax related claims that were made in this commission. "To all those who were saying their parties will be running the country after these elections: I hope you know that you need 50% +1 to run a country The DA' stated intention of taking the Norther Cape from the ANC has failed as with 97.7% of stations declared the ANC has won with 57.3% compared to the DA's 25.8% Is it safe to assume that @Sipho Owen Ndhlovu did not vote? So much anger against people who chose to exercise their democratic right. I read some comments here and you get the feeling that people would have loved to decide for others. Is Alfred Nzonza not a South African? Where are you from @alfred nzonza ? Did you vote @alfred nzonza? I am done with you @alfred nzonza I see that in all the provinces the ANC has scored more on the national ballot by about 2 or 3% compared to the provincial ballot. What is the meaning of this?
Lerato Rapudi,small parties may be annoying but have valid points some of us we did experience free voting but fair I don't think so because indeed many people walked in and the voting station closed at 8:25
Denise Lakey,state capture is here to stay unless the New Dawn loses the Zuma shackles
Thabo Malefane,Viva ANC Viva
VINCENT MONYEBODI,"HOW MUCH WORTH NKANDLA I WANNA BUY IT MONDAY AT LEAST MOTHER 40 FAMILIES WILL RESIDES
Cwenga Zozo,"the real culprits here never get punished "@Val Speirs Not all
