author,message
Derrick saperstein,"Looks like the Hawks are waking up re Bongani. BUT how does he get bail immediately & only R5
Yolo More,She will sleep on that witness chair. I foresee a series of short adjournments for her to go and wash her hands. I love you already mama. What is it with comparison? David Tuer are you racist? "Hains had no direct evidence "Pastor J "Sam Monkoe Oh! R50 bet! I see. "Pastor J Ewald Kruger 😂😂😂😂😂😂😂😂😂😂 please stop. We all have our holes because of hard times caused by apartheid. Ewald Kruger. This one is nervous shame. The Guptas were in charge. The ministers were only there for formalities. Immanuel she was never the same after her health issues. Zukile Mawisa who blamed apartheid for looting? The Minister is still reading two pages. All rise MSG Rules true. Elvis Malokoane you're kidding!🙂🙂 That means NPA has started working mos. "Makes Choma "Abel Matshidiso "Immanuel strategical She is pretty. "Sboniso Sabelo She was and still just an ornament. No she is not answering. Gogo is being gogo now. Stop it! Answer the question gogo. Is there a pool or not? Who are senior citizens? She doesn't know. She doesn't know how it works. 😂😂😂😂😂😂 Huh! Huh! 🤗🤗🤗 stop pls Because of you. "Hake this Stupid Minister. Bathabile Dlamini no2 😊😊😊😊😊😊😊 Hlaudi 😂😂😂 These fools make me change my mind on Zuma. I think they used Zuma's name on their corrupt ways. Not suggesting though that he was clean. No it's about what Zuma knows. Did you tell Zuma about the saga? Did you tell him or not? "Don't repeat She is scared of Sikhakhane.
Takie Moses,sound plz
PETER STAFFEN,sound please
Duduzekile Nkwanyana,sound please
Thulani Bukani,This is our taxpayer money @sabc I’m moving to enca guys. Clear sound there. Still no sound you clowns @sabc Molweni maAfrika ✊🏿 "@Stronger together Hard work gave those whites all the farm lands there in Robertson @Stronger together? Surprisingly I didn’t see a single white person working a field so where is the hard work? I think WMC stole land and set up farms for themselves and today their grand kids are reaping the benefits. What is a fine diplomat? And what value do they bring to regular citizens?
Allan 28,"ENCA has sound but it is low "ENCA is now fine A whole SABC interrupting the smooth running of the commission. what a difficult I bet you sound is still bad Told you so "ENCA Has sound guys
Unathi Khuse,Ai Ai Ai
Robert Russell,eNCA has sound but is also crap
Damaking Alie,I think the cable is wrongly inserted.... Technicians see to it...
Matlhatsi Daniel Molate,sound Pls Sound Pls pls SABC SOUND PLS
Tebogo Makgari,sound plz
Thato Lebethe,no sound?
Martin Broomberg,Can somebody wake up to the fact that there is NO SOUND🤔
Granny Mokwena,jeeerrrr
Petro Forsyth,Stop! We have no sound! If state capture and corruption had not happened even i might have been driving around in a Hilux. Those in power stole from ALL of us. One just had to be clever enough to build the boat. We do not want to hear excuses for failure - we want success. If those appointed in top jobs cannot succeed give the jobs to those who will succeed.
makhosi nobhatyi,Enca has sound Sabc sounds please So President Zuma promotes ambassador Koloana 😳😳😳 "@Zola Pinda he is guilty nothing was done this koloana no discipline Koloana was supposed to be fired but they didn’t do that instead promoting him to be ambassador How do you appoint a person who put our country in danger? There was no disciplinary action taken No one knows what this Koloana did then I think we should refused his number He is not only one person who maybe appointed What she wanted to say 😳
Rodger Eksteen,NO SOUND!!!!
Emmie Germishuys,Sound???????
Nelson Musoliwa,No volume mos Business as usual in a malfunctioning state like SA What doesn she mean when she says he owned up without stating the reasons behind or circumstances at least
Itumeleng Ditlhokwe,Haaa those technicals are disaster...no Sounds plz...!!!
Margareth Waterboer,What do you mean @makhosi that enca has sound...they are not on the Zondo commission Shouldn’t they do a test run first? Seems they can’t continue bc of sound
Sam Maloka,No sound!
Rhulani Walter Maluleke,No sound
SABC News,Apologies for the sound problems...technicians working on the problem
Lubabalo Mbekeni,Kanene What did AG say about SABC? oh ! sound is back now Pages 6 and 8 missing...
SNENHLANHLA VILAKAZI,sound😒 what's going on with her? shes nervous?
