author,message
Vanespiri Pillay,why the delay?
ALTA,@Anne M. yes it does disappear @Sal SA GM @Teunis van Ree @Sal SA don't see us @Teunis van Ree who 1 2 3 oh @Teunis van Ree i see now yes its a 1 2 3 Gina GM Antoinette hi @Andre Gerber more fuzile i agree rooibos tea time @Louis C 😂😂😂😂😂 @Sanfran Arnold GM😘 @Canis Africanis hi @gerard Victor skat😁😁😁😁 Valencia 🤣🤣🤣🤣🤣🤣 @Rohan Barnard hello @Rohan Barnard i greeted you earlier but you did not see me it seems the messages disappear 😂😂😂😂ai die tannie is dangerous @Sanfran Arnold yes it seems sabc are not sending all our messages through @Fred hi @VigoSun hi wow she's hyperactive 🤣🤣🤣🤣🤣 @Louis C crazy.... patsy cline😁😁 @Teunis van Ree 😂😂yes @gerard Victor im flabbergasted about all the billions people stole ... corruption @Rohan Barnard i agree DCJ are angry now @Louis C eks nou daar dan proe ons saam mampoer😁😁😁😁 Sthembiso 1 2 3 @Naledi Barron hi hi 😘 @VigoSun 😂😂 @Naledi Barron a courtleigh now and rooibos 😁😁
Sal SA,@Umar Singh. So why was Anoj struck off as a CA. @Teunis Hello hope u well @ALTA GM hope u well @Ismail Petersen. Salaams hope u well. Bo Kaap is one of my favorite places. Love the Jazz festivals n the food is great Ready for take off. Fasten your belts😂 Totally useless. What time will DCJ resume? "i hope DCJ continues with testimony by Singh "@Market Place. Zondo is dealing with state capture DCJ reading Singhs affidavit "@Market Place. I'm not a legal person "@Market Place. Yes it must be frustrating Don't allow any more time DCJ Its Singh's problem - he needs to learn a lesson. Must give evidence today Where is Singh? Great Who is this nutcase? Name? "No Total incompetence- let's stop this charade DCJ DCJ will allow this nonsense Legal team slipped up big time Then why didn't they refill a correct summons If there was an affidavit DCJ could have proceeded @Khustaz yes now DCJ is obliged to postpone @Cass8m Suleman. Agreed Bye guys Anoj Singh was fortunate n DCJ is credible
FieliesSA,O we know if Anoj was ruled a delinquent director? I know he was stripped of his SAICA membership... Do It could be that Singh and or his directors have not arrived yet... Woohoo here we go! Coffee ready! Snacks ready! Boss not present! Go! Talk about R billions like I talk about R100's... @Quinton van Eeden like he did at the parliamentary enquiry into ESKOM. I remember Pravin was brutal @Theo Maluleke yes but hismembership with SAICA was stripped. @fuzile dazana 🤣🤣🤣 Tell them Zondo! Hopefully during tea breaks Zondo and the EL will go through the Affiadvid This was deliberate... Shame on them @Adrian Fray I think Zondo was clear that Anoj will be answering  "Zondo @Sal SA Technically not. He has not walkedout yet 😀 "@Peter Prentice All these prominent figures like white laywers(Malema He has known for 6 months but still un prepared... @Will I can see them too! Well he said he is far from being persuaded... Its past 11! Stop this now Zondo will postpone due to a technicality from his own team 😞 😞 Everyone now running to double check their summons for faults...
Sam Matladi,tell the truth and safe the country we are all waiting
Thandekile Sigwela,at what time is singh appearing before Zondo gud people?
nhlanhla nkosi,I so wish mrs kate hofmeyr is the one to question this guy
Lerato Moleke,eNCA also not streaming yet Heya lady Diane I wonder who's going to lead Cyril's evidence - the day he takes the hot seat Heya @Valencia DCJ can also be a Mbanjwa sometimes yazi @Anne - 😅😆 was also looking at the big 5 on his tie "Did I hear ""not able to give evidence today"" ??" @Market P - did you Cc the PP Hallelujah DCJ - T this is blatant disregard for taxpayers  "Tsek So should we expect the same drama from Brian - after he's been publicly saying that he's not being given a chance to have his say  So everyone is gonna use Seleka as a SCAPEGOAT - really? Yaas DCJ - unleash beast mode please  "Yeah "Eish Adv Seleka and his team Let me check Moses Twitter timeline - he's probably having a mimosa  "Seleka must just go cry his eyes out "I hope Seleka has a supportive wife @Earl Breezy 😂💦
Diane Louw,gosh its 36 degrees here today - cant take much more of this heat. so what is happening here "gm Alta Cape Town morning Sal SA Op la die op la da Happy birthday Heather!! She reminds me of Bushiris attorney snap GIna we can only hope...... Hofmeyer did SAL  hi valencia j hot enough? hi Antoinette they should be billed for wasting this time - its there fault who is the man with the red tie maybe she has links to the G's IF i was the chair - i would sent the Hawks to him immediately and have him brought to the commission ah thanks Andre Gerber ja right  maybe he will give us some new names 🍹🍹🍹🍹🍾🍾 yes Heather Durr sorry the cake melted in this heat Heather Gerard that is what i was thinking at the outset YES YES YES Seleka in opening referred to avadavit that they want to question him on they can still question him on his parliamentary avadavat Give Adv Seleka time to talk weeejy DCJ stop talking!!!!
Teunis van Ree,@Heather Durr Happy birthday 😘💐 Hello @Sal SA Hi @Diane Louw 🌹 "And 1 Hi @Valencia J 🌹 @Pastor J.J you are forgiven in advance @ALTA quite a few 😯 👍@ALTA
