author,message
Smart Guys,Does it start at 9.30am? what time does it start started lunch time 👍😎
Immanuel,"thats what the Chair said yesterday so beki tjele doesn't feature today🤣🤣🤣 col naidoo is swearing now? does this accords with the processes and decorum of this commission? "@zintle he is no longer with CI all rise now👋 "It would have been beneficial to see the likes of barry roux as evidence leaders of this commission the evidence leader is not glamorising the evidence of col naidoo as it were😎 can i have a seconder there👋👋 ehhh the Chair must be very thirsty and really enjoying his tea given the period that has lapsed and still counting "no evidence on vrous and queens today? DCJ also liked that a lot yesterday how do you use a redacted ticket to board a flight? or am.i losing something here? anyone sharing the surname aplesamy here? ayeye🤣🤣🤣 safe house is a house with a safe in it? right? yeaaaah beki tjele🤣🤣 does anyone know know what happened to R70 found in Gavin's wallet? i see its lunch time and it might come very handy🍖🥩🥓🍔🍟🌮🌯🥙🍼🍹 all rise
pramod chavan,. . q...
Rudi Haywood,I struggle to understand and Wentzel... she’s not confident *Ms Wentzel Yoh yoh yoh! 🤦🏽‍♂️😱 Crime Intelligence and SAPS need an overhaul 😢 "@zintle agreed "@Kay Kay Now I’m questioning the Constable that commissioned my ID copy last week 🧐🤨 @Eliot Chauke true 👌🏽 A big shift from the usual R40k @Gee Peex1 it seems no one wants to make unpopular decisions toward their cadres "R8500 back in 2010 was substantial @Kay no he is not with them Here we go! Popcorn 🍿 out
Maria Raboshakga,This evidence leader though....
Angelo Galasso,. " . . " k
Oscar Theo,what now chair?? you should done this yesterday wna man y not water I mean is too hot for tea chair is time at 1 you will talking about lunch
Handsome dube,"chair said if he is well 
watson mutanga,The chair makes some of these advocates nervous. He comes across as being a bit agitated at times. "I remember him humiliating a female witness some months back. The witness had nothing significant to contribute. The chair bluntly dismissed her and tell her in private.
Maggie Render,possibly in 2mins
Kevin Simon,There was a delay to 10 am requested to sort out documents. The FM coding is playing havoc with there keeping to the statements. Needed to sort out some areas in the docs. "Their "Eliot Chauke ​Batohi is in payroll of CR17. Prove it Penny. Is it people as in the plural or not?
Mbuso Ndlovu,Hello news lovers!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!💪💪💪💪💪 AMANDLA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
hendrix jeranyama,morning guys "no one will get arrested "Mamellom Mpelo  "remember guys i think hlaudi was being honest but one think he did not realise is that his logic is stupid "Blaze 613  "i think we now need a comission of inquiry regarding the about of tea bags used africa is the motherload of all problems
Zs H.H.,now it seems they placed a microphone in the corridor and the actual speakers voices are distorted.. you mean to say the state cannot get this right?
Dan Brown,It's feedback from the Microphone picking up it's own signal through the remote Microphone on Naidoos end. Not much you can do. I am surprised SABC got that even close as they can't use a Mixer. Headphones on Naidoo's end should cure it though.
TheC4RB1N3,This is bad😕 They say Gavin Watson was already dead before he had the accident? Strange
makhosi nobhatyi,Judge Zondo is struggling with flu True @ Rudi H Kumele abantu bafunde ngoku bangasetyenziswa ngamasele to be supported when they appeared in court they are using poor people which they were not there when they eat these money @ Zintle ndzwangu 😂😂😂😃😃 I can’t wait to see these thugs going to jail babulewe abantu ngenxa yokuma enyanisweni bagxothwa abantu @ Sindiswa Moolman "@Jack Sparrow it a shame and insult to us as poor people "These people pretend as if they know our struggle but they are looking for their stomachs "I am so glad now everybody knows why there no prosecution for Guptas I can’t wait she promised us that they are not yet in a hurry to charge and arrest until they have full evidence collected so that there will be no more postponement because not enough evidence
