author,message
Decstar,morning. rather interesting week in SA technical gremlins peeps signal cable done its transparent. when there is a spiderweb all top positions look like spiders. note the element of race that do corruption. hard to talk about really To be in the board of escom is huge would you ask Mark Zuckerberg the same question? people can be rich its not a crime google edudecstar lol weired... so timeline does not matter. the guptas at one point could have been your boss and you did not know it Remember if you sign on the dotted line the devils contact you have sold your soul. Simple. To think we send our children to play amoung the wolfs like fake account @ryan john are why Gods people create solutions simple Google Edu and my profile name as one word. The world has changed jump jump aboard😂😂
nhlanhla nkosi,sound is bad is this witness one of the gud or bad guys he was one of the gupta man and he unwittingly confirmed the gupta leaks in 2017 this one will sing like a canary I can sense that anosh Singh will testify soon his gay so u don't have to know who he is@granit
Person of interest,Yay Hofmeyr @SABC there is a buzz on the line better now thanks boys Mark Pamensky. accountant. "No guys When she is ready to strike his lawyer will jump up he very careful hey Boo! 👻 "Ag Danie sorry... fun... 😁 😎 "Granit "Granit looking for trouble Granit stop now Mods please do something about Granit Don't feed the trolls Board member of Eskom She setting him up His lawyer has coached him well "Ignore him Simon "Loyiso Wrong... "Suicidal Kate will Klap soon His lawyers are there joburg boykie We all knew the problems with the breakfasts. all over the papers... judge can chop your head off and you don't even know you're bleeding Is he looking at his lawyer? Here comes lawyer Trouble Talking too fast he's a wreck now He is reported "Ryan blocked Pamensky ZAP!!! "Elyou he has no point him "If you go to Gupta Grilled Pamensky with Gupta sauce Very defensive. she will finish him before lunch... Nooooooo!
Robert Russell,Kate is the best of all of these Advocates He is a GUPTA thief At the shabeen for a beer Slowly..... slowly........ Kate...... squeeze his balls till his eyes pop out..... the liar Here comes the KLAP KLAP him Kate Watch .....here comes the curved ball Molefes sin was that he stole from the tax payer I know for a FACT that Pamenskey has a multi million rand art collection hanging on the walls of Blue Label Telecoms offices in Sandton....wonder how he accumulated this ? You join the dots.... did Zuckerberg sit on the board of a GUPTA company? @Saresa Myburgh .... you are so right about this woman.... she is magical
Forex_Sk,sound is so bad
Mikey Likesit,agreed Kate is the GOAT Eskom board member till 2016 unfortunately for you guys it will get worse why is he the Olney guy who says he met the Guptas no one would buy them at least he admits to knowing n meeting them.. unlike most ANC wud love to habe Kate do that to me I didn't make the original comment break Robert russels stones. not mine does he know that no one goes to jail in South Africa TRUE he might get a concrete wall thrown at his car only 2 people were charged... both WHITE it's 430 am n hard to see these tiny letters HAPPY Halloween everyone no it's not she can give us a treat what's wrong with gay granit...very true as long as they don't do anything to me.. leave them alone granit. are you from Uganda ? doesn't seem like. that type who is hofmyer oh ok...she is classy he seems professional to me some weed is better than others free speech is in America there is a particular work you will be on shakels for saying where is Mr Barry white? IS she always this fashionable her beauty is a part of her stragity not really. but trying her mistakes are better than most people deliberate actions I AGREE with anything she says or does very true she is uniquely different what is a she been I don't know if I trust you. but I understand what ur saying oh ok...like a speakeasy it would have to be a very high class speakeasy are they talking about the million Rand breakfast he said T and A... cool dude seems kinda cool to me what did the runner do was the track guy at the breakfast skelem? thank you yupper thank you jabu MaBooze seems confused it's almost 530 it's almost 530 am the ANC way...corruption and bribes IS he in the ANC
Christiaan du Plessis,sound
Danie Nilsen,hola gooday sanbonanie helo goeidag kunjani i am luckey sound is ok will see he is mark pamenski i think boardmember thank you tito mboweni and anc guilty impeachment he was at the shebeen @Mikey Likesit keep it respectfull se deseve it no excuse nervous twitches start to show "make it 5 i am white and i have not gone yet stil on pay after 2 ywars of suspension now out of boredom i chafeur the boss around why white in caps he is a fruitcake i do not do haloween it is anti crhistian you forgot the t lol @Person of interest said in jest private litigating nothing it is just weong wrontg wrong aha 3rd time right i like my chocalate log natural @He lives in you it will cause meltdown of the grid and takes up to 6-8 months to start up again pamenski y @Arnie Naidoo in where ? @He lives in you maths is not my strong point at my age but just looking at he figures it will mean emigrating time lol single ticket true she is the lady advocate leading the witness at momemt true he is a private litagator as well and oes work for the state as well @Loyiso Pikoli why will it give you pleasure if i cannot emigrate and just for info sake i am a namibian born and bred in Tsumeb @Loyiso Pikoli welcome to the anti white boy @He lives in you his 1st warning he is not giving anything away sofar but she will soon have him in a grind we will get any sleep lol not she does not make erros she sets it up "part and parcel of this lady shabeen is where you have a drink after vissting the guptas at saxon world Zuckerberg can buy eskom out of his backpocket all physycopaths has no emotions or empathy neither remorse that is why malema can not be found guilty of hate speech they do not know what love ore hate means inocence sometimes come through as arrogant it onley portry the person is sure he is clean @Elyou Rossouty but it is early days and might retract my wstatement on this witness watch her when she starts shaking her hair and hands start moving then she is agitated "@Michael Michael that is on the cards some of the thiefs will get jail time not prosecuters and judges are capture  sound like me a boertjie polish boertjie ok he is not a boertjie anymore danville maybe the monetrey woes of south africa will be with us as long as the hungry anc are in the driving seat @vuyo hlahla we will not i am multy skilled lol @He lives in you So true lol @He lives in you i am retired now so taxes are realy only at the back of my mind and if you do some charitys and keep the paperwork you are still safe so to speak now judge is getting gatvol for his arrogance or truthfulness @He lives in you plz for the sake of my conciousness lets not go there lol the lady is not so smiley and friendly anymore very much our country reminds me of an animal carcass after a some vultures were doing their job very well "all SEO wich dan is it this my real name i beg to differ he looks like a sticker i like this laywer small technical piont that is why the laywer gave pamensky breathing time yes father more breathing time lol @ryan john plz keep your likes and dislikes to your selves it serves no purpose here i had blocked him hi @Elvis Malakoane hi there oh crap ndlovu is back lol
siyabonga mpanza,please fix the sound is so bad
Thulani Bukani,one of the best Robert Thanks for the sound fix @SABC Digital News Its such a pleasure to witness Adv Hofmeyer doing her work she's gonna politely chop him into pieces why is this guy so aggressive? ryan john about to be blocked cheers ryan john. you've been blocked my guy
Mahlomola Blou,eish bad sound 8ta ola 4 dad
Roman Lightman,SOUND IS OK🎧😉👍📣 🤔He says everything within the presumption of innocence. 🐸very reasonable of course. his own lawyer🦔
Pisces20,Thank you perfect sound!
Kevin Simon,Sound is better thanks. GUPTHA MAN. "This guy's body language screams ""nervous The OAKBAY deal was wasteful expenditure. Just wait until she gets there. He is agreeing without understanding where she is heading. Sounds like this guy was imminently unqualified for the job of director at Eskom. No surprise because that's why he was appointed. Granit Xhaka BLOCKED Eliot Chauke ​They removed Maleka because he Represented EFF in court. Please send the reference for this fact. Eliot Chauke ​They removed Maleka because he Represented EFF in court. I think this is BS. @ Eliot Chauke Maleka Shoul aplologise for spreading BS. But you were part of the board... Eliot Chauke ​Leave Mr Molefe alone Why Eliot?
Lebogang Motswane,Sound is sorted. Thank you SABC
Born free,Sound is Brilliant.. or it could be they both speak audibly He does not show any nerves.. what you talking about Don't judge until you have heard the testimony. No he is not fumbling.. she made an error she admitted it.. listen carefully no a genuine error He is not involved in corruption he is their as a Witness to expose what went on I recall the paper delivered to my postbox Wait and see.. you are making wrong assumptions. This is not a hostile witness No nerves nonsense This witness is a Non Executive Board member not an Eskom employee. Vincent you are on the wrong path. dear. This witness did not have a top position.. just a board member
Wilson M,so he chowed the money what's his name First lie "yea now we see the real criminals
TSATSI,He ate curry he is no longer confident and his voice is now toned down. That's Adv Bae Ladies and Gentleman they cant find him
Lorna Kavanagh,This country needs to sell Eskom ASAP and SAA. We cannot continue throwing taxpayers monkey at them. Just sell them already..... sorty ... * money
Michael Michael,who is this guy?? I miss him Maleka Eskom guys not ryt Y Elliot?? he is a crook answer sir Nasty attitude very stupid just not taking the commision serious he is a fool this one can even dispute his name I think we need special court for this criminals. Daniel fully agree is he a Russian?? The whole world come down to our country for one purpose.bcz we are the capital of corruption. sucks Cotton correct He is protecting them is a surname Nothing ever cross his stupid mind they never work for eskom Murundo no Rural boy from Limpopo he is arrogant Dan who are u Mbuso?? Ok Mbuso that's ok Khumal trying his best look now accoutant Elvis he is everything no shame this man
ACE MABEKA,moweni kuni nonke ndathemba nizifumene into imandi ngale ntsasa lol looks nervous still early n the moring so he still have some energy LOL HIGH NOTE VOICE
RC Swart,this guy worked for oakbay
Doll House,I am only about 10 minutes in but this guy has already rolled his eyes at CJ
Arnie Naidoo,the adv is setting him up...and he falling for a false sense of confidence He lives in you...you are a cereal killer she's on the verge of trick or treating him Oscar is in now...according to the best of my recollection I'm an accountant and i dont know the value wait for it...here it comes POI you spot on boom in case of emergency please break glass he now looks as innocent as a pundit in cmax prison more water please i a plastic tumbler this time
