author,message
KT M,Hi
luzuko masoka,what are we waiting for commissioner
Dane hlasi,volume please thanks
wendy hardy,Sound...
KUSASAKUHLE,Emazweni
Jane .Blamire,Sound very low
Anne M.,"@SABC Digital News - Please check the sound levels @SABC Digital News - Sound also out of sync with the picture "@Sofia Sofia Yes "@Benny Moja Yes @Benny Moja If you hear the amount of money involved you might need something stronger than coffee 😉 @Benny Moja Go for it! 😁 Whistleblower @Welcome Nhlanhla You've hit the nail on the head! @Magda Seguin How long have you lived in France? Bye everyone. Have a nice weekend.
adam october,why do they arrest people and give them bail instead of keeping them till monday let them feel
Nuno Ferreira,they have captured the volume
Sofia Sofia,Everyday there is new corruption : REAKING: Phahlane arrested on new charges linked to R86m blue lights tender Will it ever stop honestly ! @Samuel Mpofu lol @Anne M. very I agree Who gives a contract to sign that's still In process ? Who gave the contract to sign ? Y was this given ? "IS he just snitching ? Or IS he ""processing""?" @Anne M. I hear you but you would agree that nothing makes sense ..... he is Loadshedding our eyes and ears ! blue eyed boy this one U ARE GETTING CAUGHT ! Liars have the words at the tip of their tongue ! Who signed of PAYMENTS ! IF ITS YOUR JOB TO SIGN OFF PAYMENTS AND ONLY YOURS HOW COULD IT BYPASS YOU ? @Sthakathi Khumalo Bloody hells Can anyone say this man is a clean slate ? That he never did one single thing wrong Can you? If he is I am really Glad honestly @Ntombethemba Manase WOW then gad bless him and keep him safe Amen ! I still think he looks somewhat attractive ..... Something init ? @jeevan singh Samething @jeevan singh LOl @jeevan singh .... Yeah I just may .... 😨💏 in number order 1 being lowest and 10 being highest LETS LIST THE THIEVES OF SA @jeevan singh Awh man ... Thanks ...ure cool too 👫 @Nelson Musoliwa One day is One day ... we may just get lucky and get saved ... There are millions of answers we are all searching . We sit here day in day out waiting hopelessly for something from these inquiries. I sincerely hope that we one day get something positive. @Magda Seguin LOL needed to make this inquiry exciting .. Mr cute there testifying dint give me more than his looks @jeevan singh .... Lol I don't know what you are saying ... U loosing me b4 finding me @Magda Seguin all this is so depressing I just read an article now - Groceries in Paris less expensive than in South Africa ? Is this true ? @jeevan Singh awwwwhhhhhh u have now won my ❤ Yes lets elope I accept ❤ ❤ @jeevan singh Sorry works calls ... enjoy your weekend my State capture Lovey @Magda Seguin u to hun @jeevan singh lol xo
M T,"I’d really like to know why McBride was booted "This stream is constipated once more "#Welton - LoadShedding is their ploy - to get us to cough up more! They can get stuffed! I’d like to know who is on the payroll Can’t even refer to it as “Daylight Robbery”! Where is the Lifestyle Audit Squirrel so bravely but purely eluded to - simply for lip service? Mxm
Lucky123 Thwala,"phahlane with a small voice of thief
Epnet Streaming,SABC News we need to change your live streaming service provider www.epnetstreaming.co.za can do a better job. Give us your long term service agreement. We will pay back cash to you hehe
Sthakathi Khumalo,This GUPTA is lying and cooking up stories.. this Warong team haaai khona somethings beats water lols Warong had captured these comrades!! This comrade wants curry to be honest!! Isiphithi pithi eSkom They are having a field day of this Gupta The Gupta cousin is not finished with his lies?? Sofia Sofia He is taking us for a ride.. very economical about the truth if you ask me!! Dankie chair!! He was suppose to follow up and what did he do? Sofia Sofia So true hey.. Its more or less same as in the UK NOW IF NOT MORE.. South Africa is taking us for a ride Maud N LOOOLS KOTA EVEN You know of this information stop lying wena!! "Everyone has been eating at Eskom "No whistle blower here You are just lazy haha Enjoy your weekend beautiful people. Awe Party hard and use a condom jeevan singh Gupta money
Victoria Shileka,z Nghelo
KEITH SINDILE DINABANTU,.. "This is boring
