author,message
Chosen One,@Tikvah Olam not any more. @Lubabalo Qamata I think it's just to inform the public about the corruption crippling the country. So we can make better decisions in the future.
Pheladi Lamola,"Very happy that the commission got the extension. Hopefully they'll make full use of this time 🤦‍♀️ They need to reign him in otherwise he'll be here for a week. 🤣🤣🤣🤣 Now he's got the judge preaching I agree @James Godloza. That's why I was so happy yesterday when they got the extension. I want them to complete their work and inform us in the process That Mawela guy from Multichoice must come to the commission as well. 😂😂😂 this guy Yeah he's too long-winded in his responses Time flies when you're having fun
Dhanishta Nakshatra,whats the point of this commission? will there be prosecution? or is it just the same thing as the TRC?
clive oconnell,With the help of ANC digital migrants is over 5yrs late
FieliesSA,Please catch me up. Who is this guy and some interesting comments
Antoinette Meyer,moring😇 I wonder. was it o ly from 2008 e to 2015 that all the stealing corruption. took place? "lukkamien
Dominic Przybylski,We live in a country of never-ending tea breaks and lunch breaks.
Thabo Magandana,The judge is 5 minutes late
Eliot Chauke,all rise is this guy a CR17 or NDZ guy? they must call Prof. Ben Maguvhe who at one stage was the only member board of sabc Yunus Carrim ANC MP in NCOP. former minister of communication this guy can talk
Gerda 7,Eliot ..😂🤣
Dams daily motivations Madamalala,ndaa! Vhaya amba havha muhulwane
Dayalan Chetty,n xx
Singi Mathebula,Are you guys safe?
Mzalwane Mzala,Minister Dlamini-Zuma is a loyal member in President Ramaphosa's cabinet.
James Godloza Godloza,whom speculated that the president is a woman abuser yet she was married to a polygamist usually people who talk too much often they dig them self a hole too deep to get out the long rope is coming i hear some people think this commission is a joke yet for some like me this commission helps to understand and appreciate the fact that corruption is really and its got many forms
Mbuso Ndlovu,Who is this Indian?????? IS he related to the Guptaz????????????????????? This guy is getting excited for nothing!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Shirley Middleton,its tough keeping up with Mr. Carrim...he has ALOT to say!! 😂 😂 so true Mike @Pheladi Lamola no clue @mike...he is an OG 😂 i think even DCJ is confused 😎 but unfortunately there is also alot of gossip and hearsay @mike...chatsworth @pheladi....he is so comfortable im sure he would love to be DCJ's assessor 😂
MIKE DURBAN,Sure has the Gift Of The Gab........ Sure is a true politician this fella......and and a real sweet talker.etc..heheh Hehehehe Likable chap though........ Keeping the commission alive........ Hehehehe...gotta be from Durban this fella........... DCJ Zondo...He's the Man....... @Margareth Waterboer .........too true.....he's actually leading etc.....
Wayne Dwyte Peters,.
Isaac Khazamula,actually what's his point cause he smiles all the way
funicanz,"Uyathetha lo tata He reminds me of Ms Memela. He is leading evidence. Yet he knows what he is talking about.
Dee Dee,hmm hmm 😒
Margareth Waterboer,This man loves his own voice...Long-winded.. He did the same in parliamentary committees... This man renders the evidence leader irrelevant... Shouldn’t this be better controlled... he should be asked questions and respond to it briefly.. "@Immanuel "Exactly what politicians do
Solutions SA,irregular capture of government policy... wow Even at the parliament committee he speaks alone Leading the evidence leader... 😂😂😂 but he knows his story you speak too fast 😂😂😂😂 weeeelllllll
Mashudu Tshikororo,Ndaa He is 2fwrd
Jeff Maja,This man is talkative by nature.He is in the right platform where wants himself to be😂
Immanuel,"eish this guy took over the commission
Rob Nel,Similar to Dudu and Hlaudi?? Exactly
Smart Guys,yunus carrim my man
