author,message
DJ DJ,pleae bargin is going on Already some names that have been mentioned are fighting back calling zuma a liar two points gonna take 4 hrs cant find this movie rapped by power Its a reminder for zuma and here we go his notes looked like drwings i dont think Zuma can read this will not go on today HAHAHAHAHAHA he is spitting at pretorius IF HE CANT REMEMBER ANYTHING HOW COULD HE BE PRESIDENT OH GOODNESS HE CANT READ here we go again Question with a question smart move Admission of guilt right there can hear signing in the backround BLF DELISTED AS A POLITICAL PARTY 👏👏👏👏👏👏👏👏 DENIAL DENIAL DENIAL So DG RUN THIS COUNTRY
THEMBINKOSI 'TYSON' DONDASHE,time mr zondo time our ZUMA?????
musa mabaso,"I don't understand why they taking time
Syanda Madlala,@makhosi nobhatyi when did he fail? SABC senzeni kuwe ngoba data lethu nje leli SABC we did pay TV licence nje Aibo is it my network or what?
Fumanekile Phamba,"Everyone who exposes Zuma corrupt activities is a spy according to Zuma
Jabu Malinga,"zuma is a pimp..big pimping..bathabile zuma is d man whos money is he using to pay his lawyers? still yours "zuma is sick he wil com back when he like. don't rush him zuma wil giv zero details what was he doin at the gupta house when Jonas was bribed? we mus now believe things from coridoors ppl wated to kill zuma? which ppl?? hahahhaha no test here don't het excited zuma wil not admit anytin zuma has a 5 year old child... hahahaha.. wat a man has a child with pirates owner ivan khozas daughter you can a a million questions. he will not answer any why mus everybody be judged by their role during apartheid? "if u wer born after 94 zuma is a master of deception "unfair unfair unfair. yes even convicted criminals say the court was unfair now watch blf and the like shout down Pretorius. call him names and try divert attention bell potinger waterkloof vrede no dairy malema can also be president zuma does not do numbers "when they wer stealing 10 billion  jonas dudu myeni zuma already getin sick. wil become critical illness if he goes to jail too sick to serve time in jail but fit enough to make babies cough cough wink wink shabir terminally ill but is now playin golf zuma wil not see a jail cell Jacob always trying to not have his day in court zuma whos money is paying zumas lawyers? ungaas see no evil do no evil heard no evil im too sick to go to jail. its a terminal flu "zuma supporters zuma nos fokall what a man hard lik a horse this commission wil take 3 years and cost a billion with nobody goin to jail "after 3 years it will be on review for another 3 years. zuma wil be dead by then can zuma read he is a free man zuma faction ramaphosa too weak
Derek Main,@Thami Ngwenya We've heard nothing yet - just Zuma wasting our time with his wild and paranoid conspiracy theories. Glad he's dropping names though. I love seeing the rats back-stab each other. Zuma is seeing movies in his head. @Adam Maseko Ajay? Is that you? @Patrick Putle Zuma needs more than a chance - he needs a miracle. What a coward. Still running away. @Hard Right Turn Say what!!?? No thanks - count me out. @Mazwi Mnguni Yopu don't believe that BS do you?
TurtleShell 8024,@nonhlanhla ntombela so we can listen to him lie... it's been a while you know.😂
Damon Radebe,Lunch is over now COME ON!! "ZUMA is On Fire!! We have been waiting for this long ago We back!! Continue Baba Zuma start with Ruppert The movie is still being produced "Yall MUST BEHAVE THIS IS THE FORMER PRESIDENT OF THE COUNTRY @Sylvester Finger He hasn't even said anything major😨 Talking about Biased and being brainwashed Why not giving them files earlier so they prepare for fairness @Niek tabl How many questions have they asked him? "They send so many documents Zuma is the best at answering questions How must he know about Mantashe? BEST PRESIDENT SA EVER HAD Zuma can spit all he likes
Mbongiseni Zulu,let's wait and see how things will unfold
Precious Ntshangase,"We are back SABC I am sure Zuma is still emptying his cow bladder for next 2 hours😁😁😁 He is dropping the USA handler "Give him chance to spill more beans please on this first day Exactly We want to hear his side of the story...let him drop more names This Skhakhance SC is arrogant Why Skhakhane thinks Zuma should be special and be given files and questions in advance ???????????????? "All those that came before Zuma were not given prior questions 2018 already It is Skhakhane's duty as the new Zuma's lawyer to make sure that Maseko gives over all the files. Its not commission's fault Who is this agent?? We are talking about documenst here...... That Mr Mantsha rubbish bin...😤😤😤 "It will be ''I can't remember'' for the whole week. To get truh from Zuma I knew it. DGs get a fall for their bosses Zuma wants to empty his cw bladder
Sylvester Finger,Zuma has got admitted to the hospital 😂😂😂 Adv. Pretorious is on point Zuma😂😂😂 W Q and A time Zuma's counsel isn't prepared 😂😂😂 let Mr. Mancha respond not Sekhakhane Zuma's lawyers are out of question. What's this? Zuma is in his own!! Mancha is washing his hands🤔🤔 no spy can mention others. it's a law and principle he's starting to deny and not know anything 🤔🙄 sekhakhane must just sit down. tis'not a Court but a commission @Sindile Xaba DG is Director General all those who have flu go to the commission of inquiry and the flu will be healed 😂😋 😂😂😂😂😂😂 Zuma
Simon Ndala,@Peet Venter or teach then @Magda Seguin I don't wanna entertain your theory @Magda Seguin keep it to your self @Magda Seguin yes
asiphe dila,no time to sugar coating the evidence here coughing syrupy for zuma plz liars trait he must explain to us where are his friends guptas i believe this advocate is part of afriforum what a advocate mr mancha yo guys this is part of legal delaying tactics to take ather legal team off the guard
