author,message
Gareth Morgan,what did i miss ? @funicanz thnaks "@Elvis Malakoane thanks  boom "anyone seen any mems of this ladies face  anyone remind me what role she help and who she is related too ? "@Anne M. thanks  @funicanz its MRS I checked 😞 @Sam Monkoe spot on thanks for the clarity @funicanz 😃 @David Tuer eish wena ! step off ! boom knock out blow on its way lie and deny till you die @DJ DJ what was the direct lie ? @Anne M. for sure along with tax evasion etc etc so is there a policy that states she is allowed to use personal info for info that is supposed to be secure "is it just me this women wena - how can she lie so easily
Dakalo DK,This is still going on ??
funicanz,"@Gareth Morgan  Ms Hofmeyer is irritable. "@Gareth Morgan  "@David Tuer  @Gareth Morgan . 😉 Yes or NO.
Elvis Malakoane,Gareth Morgan she is deep in and at no way out Anne M listen carefully the dance is starting Bombs are going off fat lady is about to sing D Thomas it falls within the terms of reference of the commission so yes part of state capture D Thomas yes Tom your understanding is not wrong and this deal they did did exactly what you say Adv Hofmeyer klap daai vroumens sy speel dom Sidney p you very correct paid on behalf of her mother my foot Jacob Zuma watch and learn
Anne M.,Deeoer * Deeper "Her lawyer is with her today @Elvis Malakoane 😃 @D Thomas One of many corrupt transactions. The Auditor General has issued many qualified audit reports which have been ignored. "@D Thomas the NPA was also captured @Gareth Morgan she was the previous Head of Procurement at SAA Technical No longer at SAA. She's an admitted advocate so might be practising in that capacity @D Thomas Are you South African? We don't have the death penalty in this country. Do you blame her? @Elvis Malakoane You're right "@D Thomas That the culprits will eventually be prosecuted Accounting and Asset register is not that complicated The rot and corruption has to stop in order to save our economy. We may not recover enough money to cover the cost of the commission but the corrupt characters have been identified. You too Was the Head of Procurement at SAA Technical. She's no longer at SAA. @hlengani khuvutlu Hopefully SARS has someone sitting at the commission disguised as a journalist 😉 @Pastor J @Rory Lee Farnham Botswana's currency is stronger than ours. "Hopefully @Mtokozisi Baleni The last person who saved anything on the flash drive was Ms Mamela. The meta data (properties) show that. I agree - her technical expert can check He's going to tell her the same thing (if he's honest) @hlengani khuvutlu Yes Yup "Just because others contacted you on your private e-mail and personal phone Thank you @Pastor J The funeral service was broadcast by SABC Lots of @Acid Zil Transfer of skills is not always done. "Hello @Thulani Bukani Ms Mamela @Michael Wild They met at some function - it was said on Friday "@Michael Wild If you can Correct @Hennie Cloete Correct Thanks and you too @Pastor J
Person of interest,deeper.... I did not agree with it legally? ZAP BOOM BAM 🔥 it's a nervous tic "SAA down the tubes because of this kind of activity She was implicated by previous witnesses. "Irritated Snotklap she picked the wrong people to try and bamboozle today "Crisp honest answer please Ms Memela "oh boy Rory go home Rory came on after we told Experimental to go home. must be his brother. "Rory The Metadata Noose tightening "Chair I had a three tire wedding cake once... Practice 👍 👍 👍 Rory "phew Ms Hofmeyr must be exhausted. Slippery witness.
Georgina Yawa,boom 🤔 my lunch is over
Kevin Simon,"LikeImean This was a thinly disguised money skimming system. RET in action? She is making sure all these people are called Crisp answers? Read the document then tailor you story. Sit down! The meta data is reliable Tier? you mean
Paul Buchel,"Yes or No That false smile makes me want to puke. "@Lex Luger​ "@Lex Luger​ DCJ has to coach her in answering the questions. "@Anne M.​ "YES OR NO dammit "Oh dear "@Stronger together​ She is going to need a poofy break soon. "@Lee Hendrix
D Thomas,please can anyone confirm if this is part of state capture? It appears to me that this is a transaction that should have been subjected to audit (internal and external) Elvis thanks but my understanding of state capture is where the activities of state were severely influenced to almost inability to act in the interest of the country "Anne Anne thanks for your response but my concern is that the penalty for state capture in some countries is death. "Anne Dominic the prevention of destruction of the country is to put effective controls in place Anne cheers. Appreciate engaging with you. take care of yourself Dominic thanks. That means we have a much bigger problem that requires a comprehensive review and decisive action Dominic thanks for your kind responses. Well noted. Cheers
Sherwin Peters,this is such fun to watch The Hoff is brilliant DCJ Zondo you Boss stalling tires? tears 🤣
