author,message
Stanley Mkunda,😈😈😈😈😈😈
Madelein R,Morning All Congratulations! 😂😂😂 FF+ is a surprise "@Thando Nkutha "@Misfit Toys Results as 9 this morning: ANC: 55.04% DA: 26.04% EFF: 8.23% FF+: 3.21% IFP: 1.58% ACDP: 1.09%
arnold ncube,who's winning
Avis Yetti,EFF dom for free ANC African National Chors DA Dead on Arrival ANC leads not by example who'll call a boy juliass anyway sath afrikans have been left with an hobson choice of a lame duck ANC back to the drawing board of a failing Eskom and no service delivery. the hawks aided and abbeted the Guptas to escape ANC African National Corruption better the devil you know thsn the devil you dont know economic free and dom front and backside
Dominic Przybylski,@Madelein Huxtable polarisation in response to EFF and BLF. SA is separating into different races again. @Misfit Toys Eh? Corruption is cheating. Yup! DA don't know what they are anymore so voter is bound to lose faith. Only 27% of results in. Gangster Ace will become next president soon.
Khayalethu Tyhoba,ANC Leads Those are in Goverment in waiting can continue with their WAITING Corruption is with everyone in that PARLIAMENT including CIGARRETS party
Befaith Boutique,Are we still here?
Ongeziwe Luthando Mhlakaza,barry white voice😂
Gift Handson,The results are not yet confirmed We waiting for finals ANC stole the results
Carnoth Ngomane,@Thando Nkutha They we more focused on discrediting the ANC than pushing their manifestos @Thando Nkutha yes and now ANC needs o fully rid itself from corruption and focus on burning issues "@Thando Nkutha he cant do it alone "@Thando Nkutha yep he needs to be more practical than making the right noises with no action @Misfit Toys dont say things that you cant substantiate "@Misfit Toys thats my point "@Misfit Toys these are issues of national interest and it carries lots of sensitivity with it
Ndlovu Leonard,Is this man the Mandela cran?
Karin Loggenberg,jip... Nothing is gonna change... that is a promise 😭 maby we should consider buying GENERATORS... Big trouble if anybody voted more then once True
Harry John,BOSASA
Madala KEYZ,People chose corruption Only in South Africa has corruption become a common and acceptable act among the citizens 😓😢 for about 30 years of freedom..nothing has changed just that those in power fill their pockets more and more😧😭 The IEC is suspicious ...how can people be allowed to vote more than once?😭😭 Every instotution is censored by the government ..hence they will never be fairness in SA😭😭 .......
Thami Ngwenya,"Not going to comment People has spoken respect
robert rono,malema best Joyce
Tersia Manoko,ANC though we hope ANC will make change
ya thesele thojana,"We will forever remain stagnant as a country for as long as ANC rules "Facing recession in SA will never change
delphin yvon Moukouma Mboussi,BLF is leading with their arrogant leader
Magda Seguin,"Top 3 parties leading at present:ANC ANC voters are in need of more suffering and abuse "The UEC did a great job "The full results are still a long way off "Mr Mamabolo explained that the amount of people voting twice will not impact on the results The IEC has a mechanism in place to trace who voted twice and where.Everyone has been so emotional and paranoid even spreading fake news on Twitter. "Sowetan just published a photo of voters in booths facing a wall "I watched all the IEC press conferences throughout the night
Tumelo Digashu,one two one two
Born free,KFC for tea Well The ANC had better deliver that faith because this is their final and last chance to do so. Roger that The wheels of justice must turn and the corrupt must be accountable and punished. Yes C R will have to be very Sulligent and selective choosing ministers with integrity and intelligence. dilligent The ANC will have to govern with transparency in that all Government entities must publish the financial aspects costs and procurementsabd Audits for the public to see. No-one should be a President or a minister or public servant where there may be a conflict of interest. Hopefully the EFF supporters have seen through Julius Malena and his hoodlum party. "If the ANC do not deliver on its manifesto rather march to the Presidents house I don't think any amount of rigging would make the difference. Aficans are not politicians they are people in business with conflicts of interest and serve their own interests. Last chance for the ANC. Yes. South Africans will not tolerate any more corruption. The DA needs more power punch and a clear manifest. Race should not be the criteria. A party can have people of colour that represents what South Africa is.. known as democracy. Julius Malema wants to nationalise all private entities.. that would be the absolute ruin for SA. look at SOEs they have looted all the money and brought SA to her knees . yes this is true about ND Zuma she was captured. There were certainly South African whites who were apposed to apartheid and joined the movement against apartheid. Benni Tandi my sincere sympathy but who were your grandparents killed by the terrorists or who?? We know during the war years that the terrorists killed many of their own people and intimidated them. Barack Obama was the worst US president ever not because he is a coloured man but because of his policies and the trillions identity he contributed to National Treasury. He was selected not elected. Of course black lives matter and their must be progress in this regard. Obama incurred trillions in US dollars if debt to National treasury which President Trump has inherited and has to fix. Stop the hate speech in order to move forward you must look forward. look you cannot undo the past. Must move forward. @Normane Zwane.. what must I correct? I was not part of the apartheid . It's not about race it is about merit. Jacobs showing his face only because the ANC have won. Last chance Jacob but you belong in jail. it's true Felix. Africans were tribes living in mud huts and wearing animal skins and loin cloths when settlers arrived. Read the history books. It was the white settlers that implemented farm schools and education It was white settlers that designed infrastructure and built it ..yes with black labour. This is all part of history. Education started with European settlers. Whites were the first black civilization No I am not a racist at all just talking facts.. historical facts. I am not an apartheid follower just a historian. well the Europeans saw that the black people had not done anything to progress in comparison to Europe. African Tribes fought African tribes Seasons are different in Africa and Europe so yes perhaps that is a true statement.
