author,message
June Foyer,Yed
Eliot Chauke,Stronger man c'mon motion of no confidence is tabled by ATM EFF And RET forces hv no influence.. hv nothing to do wth ATM motion Cyril must just go... Cyril has lied to parliament... lied to us... lied to global community watch SONA next week. Cyril is in trouble
Kevin Simon,Stronger together ; BLOCKED Rusty SpyGoat; Really? Watch! BLOCKED Chosen One My Pleasure. An aircraft maintenance organization needs to be registered with the CAA and they have to jump through hoops to show they are competent and have the necessary assurance systems in place. The supply of components is very carefully controlled. Yesterday's witness I don't think understood too much of this. You need years of training and experience. Not sure I saw that yesterday. xolani raygan. Please clarify "I think we've seen much of what is said at the commission in press articles. However xolani raygan. Does that mean I must agree with everything the president says? "Malema's charge
Chosen One,My learned friends "@Stronger proof @Concerned South African lol Lawyer looks pumped. Like someone ready to drop a bombshell. Can't wait
Rusty SpyGoat,@Concerned South African you are such a snowflake. You cant censor people because they hurt your feelings or you are trolling...lol the blockage is real The chair's investigator sounds white...lol @Anne M. thanks @Anne M. what is the role of an advocate? @Anne M. Thanks
Sthembiso Malunga,why we are hearing anything from Molefe and Dudu Myeni
Anne M.,Dudu Myeni's saga is at the other hearing "@Stronger together If it was an acrimonious divorce "@Rusty SpyGoat He's an advocate "A Mr Human "@Lukas Hamman Yes @Lukas Hamman And more people added to the unemployment pool. Hello @Immanuel &@Elvis Malakoane @Sipho The Xing You are repeating what you said yesterday. @Elvis Malakoane Many years ago (in the early 1900s and earlier) Europeans fathers used to pay the prospective grooms a dowry - opposite to what is done in South Africa. Indian people (in India) still exchange money and jewellery. @lawrence muhle Are you saying lobola is a commercial transaction? "@lawrence muhle I never said the (European) dowry was a commercial transaction "@lawrence muhle Please tell me about ""damages." "Aha
xolani raygan,I think south africa is going to let this go🤔 people are getting free grants and some south africans are busy with heist so the rest of us go to work... South Africa is not going to bring all these allegation into court and i believe the system is hacked 😐 How can a lawyer go against the President Of a Country???😂!!!South africa is one country that disrespect it's President. Our President is rich so he doesn't really need government money. For those who dont know : EFF President is going down on charges of fire arm😂 @Elvis Malakoane ngena siyaubona emyango🤣 😂@Sipho The Xing 😂🤣 depending if she is educated no tax lol They bad b**😂 NO I dont think gays pay lobola yes You have options when you get married... I guess i'm lost...🤔What is Black natives? I am black and i never done that just saw you'll know😂 If i was rich...i'd buy all those who are beautifull and use them lol
GAMARAYVIDEO,"Do you think this will yield any result...I applaud the effort
clive oconnell,"Under oath should mean the truth Pres Trump is not respected by too many SMERSH not Mi6
makhosi nobhatyi,Cyril is going anywhere "Eff doesn’t scare me at all
Piet Madimetja,Eliot tell us that secret. when you said Cyril he's in trouble next week. Don't mention headless people.
bongile sango,Eliot I agreed with you Cyril is going to be in trouble in that SONA.Maybe they going to postpone it
Pastor J.J,GM Anne. Who id the witness today? @Anne M. Thanks @Anne M. A blessed morning to you too my brother...@Elvis Malakoane
Lukas Hamman,SA Express also under buisness rescue.
Arlindo Silva Antonio,stronger together yesterday was great victory for the light.
Confused Dad,boring
Immanuel,"Hola Amigos
Elvis Malakoane,greetings to all peace loving citizens of this Group Sipho The Xing I only pray that lobola must be abolished cos even when you divorce u don't get refund I am bleeding Bru Tinashe yes Tinashe divorce is allowed even if u paid and my ex is married again I am opening a case of money laundering against her parents No they name the price and u pay then divorce no refund no receipt I think I saw a gay couples in lobola ceremony on Moja love lobola is human trafficking Felix you pay money and take a human Kennedy finance your own stress in my next life I won't buy a cow if I can get milk from shops Felix Muyoba I paid my last cent for cow and it ran away with the milk and lobola Felix Muyoba I am just trying if I loose at least I tried Negotiate with a farmer to give cows and the following week he comes with the police and arrest all in laws for theft is there any Afrikaans person who tell if they also do rituals similar can
Tinashe Mangena,Is divorce allowed when you pay lobola?😊😊😊 Is lobola exempt for income tax? "Lobola Issues solved *** We rent lobola cows
NQOLO,YES DIVORCE IS ALOWED DIVORCE IS ALOWED NO LOBOLO FOR GAY IN ZULU NIKIPITA QHA
Mbongeni Mapipa,"But I dont see any issue with religion. Anyone who joins it does so voluntarily
Will Granzier,"Tinashe Chirindo If you paid lobola and there is a divorce I think youre entitled to a refund xolani raygan can you claim it as a tax deduction ?
Diwi The Doer,Pay laybye
victor ngobeni,ZONDO COMMISION😎
Freedom now,It's a jungle out there So you want to tell me ZUMA likes it up the ring!!! what happen when she is useless do you get your money or cows back? "@ xolani raygan they are the ones destroying SA .By burning 
L. M,"how do you define ""black""? @Sipho The Xing" "@Sipho The Xing  then your scope is too narrow @Sipho The Xing "that guy at ""sewende laan"" is prepared to pay lobola and that is called conformity" let it be clear and known that paying a dowry is NOT a commercial transaction whatsoever "Nada "i stated that because it an insinuation from other people in this chat. And yes of course "that goes the same if you did not pay ""damages"" if there are any @Anne M." "if i impregnated a lady before paying lobola then i have to ""pay"" for that PLUS the dowry"
msentz vlogs,lol up the ring
Felix Muyoba,@Elvis Malakoane no man @Elvis Malakoane 😂😂 "@xolani raygan true..native is generic (indian natives @Elvis Malakoane you are trying to change the world order
Kennedy Dzotizeyi,wht do we pay it anyway? i mean why do we pay lobola?
roza,this is sooo boring today the dowry system is banned in india i think lobola is a form of respect shown to the bride nd her family i may be wrong plz correct me if i am ai
Anti Suz,"Traditionally with Afrikaans people
Paul Buchel,@Anti Suz​ The booze account cost more at my wedding
