author,message
Lucky Thwala,kwasuka ukushisa "she start acting like umama umemela mayesuka Lana uyonxila akukho okunye kate uyabaleka manje kwasula nkosi yami
Kevin,What was for lunch peoples.....hmmm
Gareth Morgan,she came back whoop whoop "hofmeyer just schooled her - do youknow the alienation of what what act  "she know fo^&all how does she even have a job if she cant remember the cost of a house money that came out her pocket  can anyone confirm the back story on this ? did she get corrupt money and buy land ? @Bev Daniels thank you . "@Bev Daniels i can see why she is stuttering and spluttering  "how is she a legal mind  lie lie lie just admit it and get a lighter sentence lie lie lie i wonder if her kids are embarrased or proud ? "my question is where is the actual money from that she used to buy the house ? if you look at this there is no issue  @Yolo More yup just before lunch @makhosi nobhatyi thanks so she is anaughty lady boom welcome to the party sars sars the knock out blow cause its not enough so if her mother was donating the money then sars needs to chat to her about donations tax ???
Scorpion Sting,@Rob Nel That was a beeeeg sting bro. Did you miss the face?hehehehehehe I dont care what you mean. I care about the truth tannie Absolutely on point @Lucky Thwala U can actually @Abdul Dangor . Consider all the vendors who want tenders. Stealing and Lying@Antoinette Meyer She is a Lawyer as much as my wife is my husband. @Fomba D Sesay ....Crooks and Robbers.South African style Is Pap and Cabbage everyday fattening? Cooked and now Burnt @Abel Matshidiso I know @Anne M. Judge Judy NOW PLEEEEEEZ This Aunty is throwing her mother under the bus. Its friday afternoon@redriger . Tea? This Tannie has made me drunk without even one single Dop @Bev Daniels ......Dont say that. I got rotten fish from the fish and chips shop for lunch @Roza essack Malemas house was also bought with stolen money.hehehehe I would be surprised that she will get back into the house tonight. SARS is already changing the locks as she talks and lies I am now drunk without a dop in my veins but by all the lies. So pleeeeeez excuse my language about to come. apologies in advance @Immanuel ...katie got a blackbelt under her dress.Basop The older woman@Roza essack . And her father is the one married to the older woman. @Terrance H. Parkin Are you swearing? She made a Zample i heard her say @Roza essack .No more. SARS changed the locks 15mins ago I am poor and I like Bedfordview very much@Roza essack @Kung Fu Kenny @Jacob Zuma ...Check under your bed. hehehehehe "@Person of interest ...Thanks for your conern. But @Person of interest ....Our is different. We are massaging each other. Which one did u suggest.hahahahaha Paid Lobola and damages already. Seems like by monday I will be getting the damages refund from you bro
Mike Moja,like I mean tltltl
Robin Boyes,"""Chair "felix "The English language Felix "It's FRIDAY """I might not have applied my mind""...... in spades
Immanuel,i mean?? what does she mean?? dumb lawyer😄😄😄 this lawyer doesn't & remember much neh? does she is she a lawyer for real????👋👋👋👋 seems the house was a donation wow😳😳😳 this contract is dodgy right?👋👋 "traversing "why does she kate ms hofmeyer go kate wow😄 ms memela-zuma😄😄😄 "pleading ignorance sleep not sounds very dodgy to me? "this woman is not a lwayerb period If the Chair was not here she was gonna beat kate to a pulp😃😃😃 "i can discern that she is trying to intimidate kate to back off "oh really now "wow ms hofmryer "now she wants proof from katie that this policy was adopted
Rob Nel,I mean really....I recall what I paid for a property 25 years ago @Antoinette Meyer Now you know why most SOE gone turtle This lady is a BS with a degree She is an advocate??????
Abdul Gafoor Dangor,I mean I mean. Yes. No. As head of procurement you cannot get a bond for R3.8 M LIKE I MEAN. Words used when she feels implicated
makhosi nobhatyi,Answer the question 🙆🏻‍♀️🙆🏻‍♀️🙆🏻‍♀️ Hayi lo mama has attitude ngoku 😂🤪🤪😃😃 She has attitude 🙆🏻‍♀️🙆🏻‍♀️ What is professional close people? 😂😂😃😃 you mean they may do some favors? @ Ann m "Lie as much as you can mama to cover your skin Ewe she is xoking now badly @ Phillip Cwazibe according to the law this makes no sense what she is trying to articulate "Remember she is here by being summoned by the judge she couldn’t want to come here There are questions she feels like not necessarily to be answered or want clearity why this question asked? What is connection with ?@ Gareth Morgan I have no knowledge or I don’t remember 😳😳😳🤪🤪🤪 skellem "All those who work at procurement All these thugs they tried to be clever "Evidence is coming mama relax Nowonder her mother is rich or not coz sound like she’s eating zambane laka pondo
Person of interest,Answer the question dammit tell HER Judge SGEBENGA FOR SURE Robbed us blind You don't need to know where the question is going mampara wena "She will be zapped before closing time "Slip Knot Investments Slip Knot!!!! yes... Bam!! Tight Knot! They dragged her kicking and screaming 😱. She underestimated Ms H LLB - Lekker Lieg Bongi Boom! 😂😂 "Digging herself a bigger hole Something rotten... Sleep Not! No wonder I'm so poor. "No Her version hahahahaha🤣😂 Thank you judge luckamien soup luckamien word salad The plan is to steal all our money 💵 Nail her Ms H. She's playing around. who is mother? just initials... Hanging herself Platgery! "Roza Luckamien in a corner now Like glass I am poor. I need a house. "Gabisile Pathetic this woman She hates Kate "But Dewald Orange jumpsuit for this woman "Kate "Poor Ms H "lol Think they may have to subpoena her again "scorpion 👍 😀🤗 who do we vote for now?
Antoinette Meyer,mm... "so WB whatttttttttttttt? where do these gov. workers get their salaries from? Rob....eish like I mea. am in shock..... she is so guilty!!! of??.?... smiles maybe degree is also like imean huhhh. transport feul??? freestate oooops "like I mean and stuff!!!???? really Roz pass her the hammer mmmmm.....🙄 and so Where did the Mother get that money but she's SLY it is clear this woman is doffff she's guilty?? of something "uncle Ray STOP this woman now I think nof
Gabisile Mabuza,thanks DCJ she must answer the questions this woman has just exposed herself a legal debate she can not win why would someone with a diploma in drafting contracts sign such an agreement? this woman is a liar sis repeat again..my foot unlike a lawyer this woman's vocabulary is very poor tel her DCJ this woman is arrogant just say what the position is its corroborate and not collaborate stupid lawyer this woman is a disgrace to the legal profession
Ms Cee,"sgebenga  "😂😂😂😂😂😂 "Thiza wam  "now she's dizzzzzy  😂😂😂😅😅😅😅 😂😂😂😂😝😝😝😝
Anne M.,"If everything was above board Bam! Now we know why Ms Mamela didn't want to come to the Commission. @funicanz And also an admitted advocate "Yes Yup @makhosi nobhatyi Work buddies @Scorpion Sting 😂 "@Gareth Morgan She knows @Dingaan Ndlovu We haven't been told anything about her mother @Norman Zwane Yes "@Lesego Mt Soon @funicanz Very kind "@Michael Wild True Go Judge! @Abel Matshidiso we don't know if her qualifications are real or not @Dewald Rooi I hope SARS has a person attending the commission. There are lots of people who probably didn't pay what's due. Bam! There we have it - SARS has been mentioned. Yes But you won't have to answer for anything later on if everything was aboveboard @Jacob Zuma Ms Mamela @D Thomas It wasn't. The King Commission was established in 1994. @D Thomas Ms Mamela is a lawyer @Jacob Zuma Dudu Myeni is In another court fighting against being declared a delinquent director "@Jacob Zuma No Ms Mamela is scared to name anyone else involved in corrupt activities because they will name her as complicit. "@MJ Paperwork in terms of subpoenas etc that must be signed. They do have secretaries to do the typing. They also hold meetings
Nielan Nagan,"is Ms Hofmeyer Judges Daughter
abinetoshumba,it's too serious for a friday please lets do this on tuesday I beg oooh but that's not taxpayers money lets get to the point
parkinology,like I mean ! "this fat thing keeps on saying "" like I mean "" !! a skelm indeeds words .." " "I think she is lying like a "" negative gemini "" !" Positive versus Negative !! dronk geslaan ! "she's #$@##$#+-'""&" one more nail in the coffin ! yes. ! vas in die kas !
Mighty Mesolo,like I mean
