author,message
Tharaxis,"I love how a broadcasting company such as the SABC with millions of rands and technology Seems they've never heard of Stereo sound "I also love the soft picture very should probably just hide chat yeah but they just come in with new names "I was about to say well he did work for ANN7 100% "people can say ""this is not what I said"" and put his entire testiony in jepoardy" "@Zinhle Omontle because it's a legal issue "and the Judge is right very likely
Magda Seguin,"SABC was captured by Hlhaudi...another Zuma appointee Sabotage...SABC please act on the hackers SABC Digital please control the invasion of these bots Someone mentioned yesterday that the IEC was captured too Zuma infiltrated and corrupted each and every institution he could in SA @hilton module I remember very well when Zuma said that Someone cast aspersions on the new CEO of the IEC...and it may be correct This testimony about the OEC is a bombshell...watch the fallout soon The elections were a farce...what about the boxes found and the bad ink etc...nothing was investigated Oh so you are not complaining that the country was stolen? Not complaining is complicity Future generations will be amazed of how some people flocked to the ANC in spite of state capture Being part of the solution and putting pressure on the NPA to do its job is crucial Focus on your party?What party?South Africa belongs to ALL who live it... "Most of the implicated are still in the ANC "@makhosi nobhatayi that is exactly what Shamila Batohi said in her presser "@Solly 12 Exactly...they act on what they are told.Ace uses the line of party allegiance "I do "The person who edited his book should have assisted I am systematically reporting this harassment bots Thanks YouTube for removing the bots and also exposing who it is This man was only at ANN7 for FOUR months off course he will remember everything Zumas defence is getting thin...you can see how his previous lawyers disappeared...he will have no place to hide only maybe Dubai @Tee Makara you are correct "@michael mbatha I remember Judges are human beings and also has biases it seems In a sense I agree with the Judge but he could have been a bit nicer and not so rough on the guy.He was very lenient to other witnesses like Manuel Zumas lawyers was not up to the task in his last appearance..SC Trengrove was far above their argument @jett888 true look what they are doing to Julian Assange and Chelsea Manning CJ Moegoeng has stated after consultation that English only must be used in courts...the judge in the Zuma case overruled his Zulu request It will go to court...Batohi and Cronje was in fire in their press conference "In SA the judiciary is independant "Yes we trust him What crimes?who must go to jail @Solly 12 You can follow it on Twitter too I assume he meant 'him' who is our ex president Oh very!! really? for a joke? I agree wholeheartedly @Solly 12 We have a very strong constitutional democracy..but the criminals still have ways especially when they have absolute power like our ex president Google Daily Maverick ...its an investigative website...also Amaghunbane You will get all the information on what is happening "Especially FOX news The book has already been published Converted how? "I am nearly finished reading a French book about Russia and the oligarchs...the US was infiltrated by the Russians a very long time ago Putin is the ringmaster..they di the same in the UK Gigaba has A LOT to account for..he is still on the ANC NEC South Africans should thank this man for his testimony..taking on the Guptas and Zuma is the same as Agrizzi taking on Watson "Barr was so dishonest about the Mueller report Ok guys...I. off.Too much bots now.I suspect sabotage Thanks @Shaun Lukhele If the witness had to write what he felt in his resignation letter he would not have been alive today "The judge is nitpicking Leave it there please judge The judge never questioned other witnesses from SOEs who resigned...YOH what is this? Zuma style intimidation.KZN political killings are rife If he had mentioned his grievances in his resignation letter he wouldn't be here today Manyi must be subpoenaed to testify The Guptas used South Africans to terrorise this man Zuma is a total disgrace! I wonder why? True @KEITH "I am fully aware about Trump The Guptas flouted BCEA all the time
Wildthing,yes me to Pipi time for Judge Zonda is making sure it will stand in court. must remove the quotations
Queen K,We are not safe Annoying Very 😂😂😂 Tired blocking Very hostile indeed Are the boys still at work? Bots*
Carl Schmidt,Gutpa Bots are very busy today Gutpa robots are very busy today Its probably Tony Gupta himself..... Thanks Thando - they are showing as blocked this side too now.
Zee Zondani,i dont know if thats a virus or what😂😂 probably duduzane who said we are complaining? indeed makhosi any party is capable of doing such and even worse. "we are far from complain Oh I am very happy about my vote. very pleased with it. The right organisation is leading. now our hurdle is to deal with the aftermath of the zuma maladministration I really dont know how many more years this will continue. we kept asking urselves that last week these people wll be dead by the time its time to act on them "Ramaphosa might not even be president by then zondo must be rush this thing we dont have another 10 years who would remember the exact words of a conversation that took place 4 years ago ay zondo is grilling this guy. tjo what is this going to do to his credibility iam sure zuma is smilin right now by this
kenneth mampa,"He is not making up story "They will be no justice served after this This commissions is an other wasteful and unaccounted expenditure. we must take law into our own hands and deal with dis criminals "i believe in traditional courts
hilton modike,"with Zuma's voice .what is state heee? did the guptas captured the legislature "guess who said this ?did the guptas captured the judiciary "NPA is useless .do u think if the guptas did this in China they would b in Dubai laughing like that . look at this churches in South Africa .will they operate like this if it was in Kenya  bushiri and this bo alph lukau pays the same people we elected to rob the poor with their evil ways of manipulating the poors
Ntuthuko Mbhamali,😂😂
Siyabonga Dladla,WHAT'S GOING ON HERE?
