author,message
Unako Galada,🏃🙈
BRICE ROMAIN,.
Scorpion Sting,who is the crook today? @Granny Mokwena .Thank you my friend. and gud morn to u @Nelisa Kanjana Always a tea break @Granny Mokwena Never "@Chantel Goulart ...Considering her situation Yoh.Another adjounment so kwik @Luckey Binali .yes u rite @Felix Muyoba Do u also think she looks stressed out? gd morn@mi Hola @Immanuel . Is it going to be fireworks day today? What can we expect today? Who exactly is the witness @Christiaan du Plessis Thank you so much my friend @Christiaan du Plessis Is that what happened Immanuel. Maybe they should get Mossad to talk to her.@Immanuel Is there anyone here that is innocent enough who wont let themself be bribed for a few millions???? He was the biggest crook i believe@Immanuel I can measure with my bare eyes @Rubin Naidoo . I got the measurements already for all the crooks I am going to give her a nice big sting today@Yolo More They say that foto was 2 years old. Do u believe?@Immanuel Can we share@Immanuel I dont like Dudu girl I refuse that fool u want to share too@Person of interest @Terrance H. Parkin ...your english is confusing me. maybe terrance is not from south africa if she shut up she cant confess @Terrance H. Parkin "Sounds like she graduated from the ""JGZuma School of Studies""" @Elvis Malakoane Will you pay a cow for this girl. Or perhaps a few cats? @Abdul Dangor ...That seems like the 500million question Yes yes @Immanuel "If this lady says ""I mean"" one more time I like.I like @Derek Main This is no Lawyer. This is a COCKroach That dress looks like a nightie or a prison dress. "Or maybe she is a ""blue bull""" Okay DCJ. It is time for the Pee break adjournment R7.50 at tops i will say.@African Refugee It even knocked out the front teeth@African Refugee This lady is a very uncomplicated crook Its time for the beeeeeeg STING This cant be a true reflection of the Advocates we have in this country.? We are in deep trouble if it is.
Granny Mokwena,"advocate Memela Memela must be questioned by my Has this commission ever started at 10? what was the question again?
Sky,The waiting is long. Does it start at 10pm because its now past 10am? "And apologies for starting late Tea time already?
Chantelle G,yoh!
Felix Muyoba,she is nervous she should relax @Terrance H. Parkin true this one looks to be a serious crook @Scorpion Sting 😂😂 BEE is the beginning of corruption @Lydia Legae true too much bureaucracy leading to stealing of money @Person of interest 😂 she talks too much
Danny Paul,the matter is courage
Maureen Sole,why do we have to see the transcription which is inaccurate anyway?
Luckey Binali,"sorry chairperson but the question u asked me
Elvis Malakoane,Goeie More Dames en Here van die vetkoekpaleis Mike Moja dankie Mike ensuring Goeie More I feel like speaking Afrikaans the whole day today I mean I am not telling you what I mean just mean to mean like what I mean Scorpion Sting This I will pay with cheque and make sure it bounces African refugee I don't think it is racism around that is a problem is usage of race to shift attention and benefit the few BBEEE is like communism everybody get something but in theory African refugee remember ANC leadership is like stokvel resources rotates among them shamelessly true Derek Makhosi nobhatyi it shows you depth of rot and corrupt intend cats are clean she is saying much to keep all in the dark In afrikaans it said Hou hulle in die donkerte en voer hulle K*k sy lieg soos n getroude Man she is getting thirsty right there! Adv Hofmeyr is a bullet that seals a civil war she knocks you down towards the end thirsty she is a very bad person and her poor mom was used as a conjude
Mike Moja,@Elvis Malakoane Goeie More meneer 😀😀😀😀 "@Elvis Malakoane ja ook my. ek wil net Afrikaans praat vandag "@Immanuel . a certain Memela @Michael Rijsmus i agree with you "@Norma Day Tltltltlt ""I mean hehehehe this lady is seeing dust @Raven Penny 😀😀i agree with you and it is getting hotter yes
Immanuel,Hola Amigos👋✌. Hola Amigas👋✌ who is the witness? the lady who was reluctant to appear before the commission who cited that she never confirmed the attendance? "@scorpion yes there is the witness went quad- biking in nkandla?🤣 "evasiveness and equivocating will be the order of the day neverrrrrrrrrrrr u can have Ms D myeni😆😆😆😆 ms D is all i can offer for now amigo😁😁 "my lobola has already gone forth through Group 5 security to her "@scorpion i agree ms hofmeyer is emphasizing the issue of post grad diploma in drafting contracts. she is preparing her guns for this clever witness what is the connection between LLB and SCM procurement. its like a plumber who then works as professional nurse. supporters?👋👋🤚🤚 ms memela is a hostile witness coz she wanted to evade the witnesses stand. she came under duress??👋👋👋 "she looks well fed so she compiles a document and also have the opportunity to play oversight role on it at exco level wow this is interesting ruri why does one guide service providers privately ajhh this advocate is something else??😅😅😅 guide privately.....🤣🤣🤣 why is so verbose???🙄🙄🙄🙄 "she is upfront neh  which team is the zondo team??? anybody know??👋👋👋 @Gareth she is busy battling with grade 5 ABET😅😅😅 "xhosa women are potent hey some check with law society and bar of advocates if she is admitted. im not persuaded. she is more of a crook than an educated person to me she claims to be
