author,message
Cleophas Chikwadze,there is no sound nor activity. may you please activate the inquiry recordings
Linda ERASMUS,STARTING AT 10H00 Why can't we see?
Dmitry Nikashin,I wonder who's going to testify today?..does anyone know? poor sound! where's the sound? Welcome Бекзат from Kyrgyzstan John James thanks
jeevan singh,there's going to to be 4 or 5 of them. yes we want action. begin the arrests. wait for what. arrests now So far DA is clean. agree Dudu No escape. She is done. lock her up now. no games. We want ZUMA in jail. The big fish is ZUMA. MAKANDAKANDA. EFF is Black party. DA is a White party. Is this correct. Makwa. I tend to agree with you. EFF is a Black party. DA is a party of all colors. If only the ANC not stole the money for 24 years. The land would have been back in the hands of the Black people. Opportunity missed. Cameron. 80% of the land in the possession of the Whites. needs to be shared equally amongst all south Africans. ANC failed to buy and build houses All land must be shared equally to all. New NPA boss Shamila batohi is in town. Desmond Nair magistrate must go to jail. YO YO YO.
Shaun Ketile,Who's the witness for today?
Viktombi,Morning morning There are many mics that are not muted May you please fix sound hehehehe he wants to finish and leave the stand Cash? He is cracking He chooses what to remember and what to forget Big LIE now You dela with someone for a year and dont remember their name? Not so helpful witnes He cant lie that he doesnt remember... He should say I cant disclose name Saying I cant remember is lying under oath "@Thando Nkutha But since you are dealing with the person ? @Thando Nkutha Asazi @Thando Nkutha maybe We cant be in his brains WHo is this one now?
Musa Bakiti,Agrizzi please come back and name the churches that received the money from bosasa Gavin Watson love him or not he is the best in businessman. Send me BBM andiyazi made in South Africa Juice staff.Don't watch alone watch with a girl friend not a wife.Viva SA Sharp baba Funny face Watson give us sound Awe Franco so help me devil @Fikile Khumalo 😂😂😂 @Sphelele Mavundla this show Afrikaaners are africans . Viva EFF
Desmond Masilela,Morning everyone I'm not sure if his from Bosasa this guy. SABC please sound is not clear @velaphi msimang. Thank you Velaphi Mara SABC please sound is not okay True caller only came in now. For us to believe his version the witness must give us the names of the people who threatened him. also the name of the Bosasa Boss. Mr Pretorius must allow the witness to talk as much as he can. @rohan barnard. Really?? I only knew true call since 2016 @rohan barnard. I'm also not sure when it was established. will also google. Thank you @rohan barnard Is that all?? only 20 min Who is this guy and where is he from? Is he from Bosasa? 🙄🙄🙄 This guy Answer very quick @Amanda Bentsile. 😂😂😂 Pretorius is coming to him I think this guy was supplying food to Mokonyane The guy will throw more bins. SARS must also investigate this. the guys are running away from paying SARS. Here come Mr Pretorius.... uyamyela manje. @Amanda Bentsile 😂😂😂 You can't forget the name of person you where making deals with him. His pr His protecting his dodgy friend. Can the chair tell the guy that his still under Oath please. This guy is telling liar. Chair Please get the SAPS to lock this guy right now. Jah!! Jah!! So the man can't remember all the guys he was making dea deals with them SABC pleas show us the video Dont think. Tell us what you know. SABC please show us the video "Forgot the name!! how possible is that?""""""""" Many times How many times did she visit Mokonyane Guys lets not worry at all. The Chair has said that NPA must start to investigate and prosecute who is implicated. @Dj Bozemanl This time they will all go to jail. The Chair has said that. He has instructed National prosecuting to start with their investigation. @Thando Nkutha 😂😂😂😂 @Thando Nkutha. No why @Dj Bozeman . On that one you right. but this time around things will change. @Chima Ramukhesa. 11:30 SA Yes He mus tell the truth Yes Mr Pretorius... tell him @Amanda Bentsile. As you said Amanda Opening a box. But you dont know much is in the box. The guy was quick to answer before in a rude manner. Now his soft!!!! Yes you have come to your sense boy!!! The person he was delivering the money. He still can not remember the name of that person. This guy he think this is a joke. @careo @Cameron Kim. 😂😂😂😂 how many %? @Cameron Kim . Bosasa boss wont even notice that . That is nothing to Bosasa. @Jane .Blamire. I think they need to bring 20 L of bottle. Guys where is Adv Maseko? The chair want to go urine. @Thomas Phekonyane. Why dont you trust him? he was employed by this Commission. Dudu Myeni must reject this evidence as well. Mokonyane again!!! @makhosi nobhatyi. Anaconda..... @makhosi nobhatyi. Abotsotsi be ANC...... manje u President uyabona bonke ubufakazi kodwa uthule tuu ngo Mokonyane. @makhosi nobhatyi. Will wake him up with votes!!! watch Bye all guys.
MASIPA ITUMELENG,Joyrnerlusts are testifying today I mean journalists
Lavhelesani Ramudingane,sound quality? sound is still bad
velaphi msimang,adriaan basson is a journalist he has written on bosasa for a long time Youre welcome Desmond Gilbert Lawrence The witness is now gilbert lawrence Gilbert Lawrence "Gregory Lawrence is the witness 😀 Nomvula is at the Dept of Environmental Affairs "Frank Dutton
