author,message
Person of interest,"OK Nervous ZAP BAM BOOM Before the Guptas were toxic lol BLAM He has reason to be scared. "When she says she needs his help We blocked him "Whoosh "Paul yes Block granit he's toxic Lawyer! Tkhalefang please do not feed this troll Claw back😒 BLAM BLAM Truth is not hard to say boet! Lawyer sweating 😱 He may have been paid to miss crucial info? He shouts when he's scared Very scared Yes Clearing up names of crooks that were there before he was selected Now we know why he was brought "Yes Elvis New directors.... this is why they whole board was replaced When you tell the truth you don't sweat you don't shout "That directors were brought on Chair needs to rest. Edwin yes "Oh Chair got bad chest hey?
Pansophical lighthouse,Oh yes! and we're back
Gareth Morgan,whio is this pamensky cat - goody or baddy thanks any proof this cat got bucks from the zuptas ta do we know what the name of the currency in ZUPTANISTAN WAS ? @Rob Nel thanks
Elvis Malakoane,mikey likesit are you awake now? bombs are coming off not yet maybe tomorrow sexy is ex wife after divorce settlement that is oxymoron sorry guys answerd something that has nothing to do with civility yes just did are you guys following this ? Elyou he is playing safe but he late his on the trap this guy did not steel money but he was used by Guptas and he bacame incompetent I think he took medication he is drowsy o he feels relieved voice is back yes they used him to get money and he got his fees only His attorney is a value for money he saved him today because alone he would lie worse
Pastor J.J,@Gareth Morgan He was a Gupta deployee @Granit Xhaka I am going to pray for you like I normally do for degenerates like you. I will pray for 5 hours non stop bcos the 5min one wont work for you. "@Granit Xhaka If you are black
Derek Main,The rand is tanking. Thanks for that all you ANC voters. "@Concerned South African I'm inclined to agree. As much as I am opposed to the death penalty @Quest Yes - Chair must ask him to not speak so loudly into the mic (for a change). When are they going to ask him questions about Guptas and Optimum? @michael kalamoudacos Yes but surely they could have asked him here too. The only reason I can think is because this part was only about TNA
dee dee cocroft,not a person of interest but a witness please block Ryan John
Rob Nel,"@Gareth Morgan he was a director of Oakbay Mark Pamensky
Michael Webb,thank you
Paul Buchel,"They should stick a stethoscope on all the witnesses
michael kalamoudacos,ryan john. you saying stupid things under the eff banner. stooopid. go away. done google him OUTA is charging him yup
Anne M.,"@michael kalamoudacos Click on the person's name @Aposteln Trynt Eskom and the Gupta companies Thank you Pastor J 😃 @Elvis Malakoane Yes Yes
Easy D,@ Paul yes I agree with you also. LooL
Granit Xhaka,mans not hot "she is very clever as a black man i find white women the hottest yoh white women are sexy neh sexy is not black-eyed white is sexy well white women dont smell "white women don't want money only @MrAubery yes earth is flat a study says all people find white women the hottest "i am a black man who speaks truth how many black women won miss world? 0 @Quest Granit xharka is the best midlfielder on earth Messi who? @Pastor J pray for all the char sugar addicts to @Quest who you support? @Quest how is 16th place? you need fergie back they must shave too. the white womens hair is silky and straight .black women have steel wool hair @Quest Epl do you even watch? "dude @Quest name Man utds 2010 team. you a fake fan. @Pastor J i am half asian( Chinese) and black. my mom is Asian. "black women like me as i am black with nice fair skin and straighter hair @Pastor J i look like niomi osaka "@Quest you used Google. please watch soccer man @Quest name the subsitutes he looks like zidane the autorney will save him? na hofmeyer screwed him mr tsosti i never seen this man in my life Johnny sins gupta naziboi haha he is a thief zombie day today
