author,message
Neron Premraj,I mean like 😀 People sitting on all SOE boards are placed there strategically to manipulate the system
Briony French,were they not supposed to start earlier today? and now they late
Eliot Chauke,Zondo is still chowing the sandwiches 😂 when its time for adjournment... they are very punctual... Hofmeyer is a hired gun... dont miss the presser today at 12.. RET Forces are uniting to defend President Zuma Zondo takes sides. he protect Hofmeyer and abuse Memela @Mabunda 😂😂😂😂 questions on AAR since last week... Hofmeyer is playing. cant ask 1 thing for 4 days Hofmeyer shouldv finished wth Memela by now. Hofmeyer is wasting out tax money Hofmeyer was not well prepared for Memela. lets be honest... she should have finished by now. remember DCJ had to ask for extension. Hofmeyer is not doing justice to DCJ lets focus on Memela v Hofmeyer & Zondo Zuma is attending SONA tomorrow👀👀😂😂😂
Gareth Hellyar,Morning all. Also thought was going to be an early start. "With Mamela on the stand Its also a short day. Maybe only till lunch. Dead in the water. I bet got sick note today. "Watch the space. Or "Why is she there with her laywer "If you have not done anything wrong "AA a handout "And DOA. Dead on arrival. Lets hope that non of them get in another SOE company ever again. #employed. She is going to blow her nose on her sleeve any minute now. Its the udder one. Always. What does she understand? Always my understanding. Where does she work? Because its our turn to eat now. All on the gravy train. Big fat cats. Like Hlaudi. When they are lazy. She was laziest person there. What does she accept? KO!! "Is she deaf? Or Stringing a line. Thinks she can bamboozle Adv. Hofmeyer. Not going to win. Got her degree at Checkers. Who is Gedleyihlekisa? "SO Thank you.
Maggie Render,Just before they adjourned yesterday it was decided 10am start. I agree Gareth 😀
bongile sango,@Briony French that's what I know also they've said today they are starting early
Pastor J.J,"It was adjourned to start at 10.00 a.m this morning. But I wish you all a blessed and safe day.🙏🙏🙏 @Phillip Cwazibe You are 100 right. I also heard that bcos they did not turn the mic off after the adjournment 100% correct @Werner Opperman . The only thing big about her was the useless and baseless accusation yesterday SARS should go to Parktown and repossess all the beads. This Advocate is driving me to become an abusive person. "Ms Memela""s biggest mistake and to her regret will be to have hired this "" Supposed Advocate"". Yoh this is bad stuff" "@mandisi ntauzana ..Yes you are right brother. But we must agree that she is a ""useless"" one." ANY VOLUNTEERS.??????? Lets go to Bedfordview and change the locks and keys for the house.hehehehehehehe "Does the crop have an element of ""holiness"" to it @Kung Fu Kenny ...hehehehehe" @Eliot Chauke ...Calm down my brother All these nonsense TROLLS. You have a choice today.DOOM or MORTEIN. @BeachDude420 Peters ...Mummy had her mouth shut up this morning and is now chained to the desk for the rest of the day Does anyone need permission to give this Tannie a running klap. Permission granted I tell you @Jacqui Baumgardt . This Tannies is something else You are blessed my friend @Person of interest Someone unchained this woman again @anya van loggerenberg ....A College based in a block of flats in Hillbrow and run by an illegal immigrant. I hope the info was helpful.hahahahahaha @Elvis Malakoane ...Do you promise bro that she will not stand up again. And...who unchained her form the desk anyway? Have a safe and blessed trip@mandisi ntauzana Yes@John Fagan ...The one who is as sick as a dog Have a blessed and safe weekend all
David Naidoo,Hi guys is this lady an advocate.
anya van loggerenberg,does anyone know who's going top be in the hot seat today? @Phillip Cwazibe thanks cant wait to see what she's wearing today 😂 maybe it is the coronavirus 😷 "You #GoKate "i wonder @Pastor J sounds about right 😂😂😂 """stealing is only wrong when you get caught ""- African proverb" if it is not bolted down it will be stolen checkmate "@Rory Pro its true and shocking
Phillip Cwazibe,Pastor J will be short today. Overhead Ms. Memela say that questions asked were irrelevant. Earlier she sighed and offered no comment to one question. This last question and follow ups will finish her @anya van loggerenberg ​ Ms Memela nad Mr Dzeku or Ndzeku. @anya van loggerenberg will see just now. Maybe in black today. @Patrick Haingura ​ Adv H proved that she read one paragraph in full including a sentence she was accused of deliberately leaving out. "@Dominic Przybylski commerce and not understanding ""conflict of interest""" Boom Boom 2062🔥🔥🔥🚒🚒 boom 2064🔥🔥🔥🔥🚒🚒 @ Anne M. ​ I would ignore such comments made by @dada ngova @ Dirk vd Westhuyzen ​ white monopoly capital is something that does not exist. Judge is lecturing Ms Memela. @ Sunshine 53 talkative...... @ Gerda 7 ​ She wants to debate or she is the type of listen to me because I am the expert. Politics. "Rory Pro ​Anya van Loggerenber Then you wonder why government can notbuy a laptop at Makro for R10 @ Rory Pro @ anya van loggerenberg I could tell my own stories but not here. @ mandisi ntauzana ​ Where inMount Frere? That was once my home. In town while I was student at Mount Frere High school. 1974-1977 @Hennie Cloete ​ BEE was not structured correctly. Kung Fu Kenny ​@Derek Main that is true. The new 51% partner does not even bring sweat equity into the business. It is like leasing ones identity. "@ Kung Fu Kenny ​ while not contributing equity
Maryann Diamond,here we go "juicy  amen true soooo arrogant true Bev me too im giving her a job right after this yooooooh wow ???!!!! trouble child say again being sick has nothing to do with telling the truth no its not sorted true wow now sye has step over by liying to the judge yooooooh ... ill pray for this woman here she is what is she saying yoooooh confessed booooom now they switched off the mic's asap -@mandisi that is exactly why she is asking Mamela cuz she had her 2c in the board and she made decisions in the board as well if u listened yesterday she was part of some meetings amen Norman !!!! @mandisi scroll up read my comment then ull understand @mandisi ... ur comment proves my point that why we are where we are .. dont pick and choose what ull listen to.. thank you @nyasha she oviaaaaaaaaaaaasly lied yoooooooooh ... hence the questions that followed from Kate .. eat ur own words @Mandisi amen we allknow who @Mandisi votes for ANC amen Anne Amen Norman Go ANC @Mandisi.. lol "she needs all the colour  "@mandisi  takes one to know one lol dont insult our intelligence woman yup lol yoooooooh lol lol wow ll never hire her @Brian booooooom!!!!!!!!!!! cant wait true me too boooom Where is @Mandisi. whoopp
Reinette Raubenheimer,adv hofmhofmeyr- virus she said she is a conveyancer attorney.... to negotiate.... playing for time
Kevin,Morning everyone.... I can't wait for cross examination....it's going to be hilarious Even Judge Zondo best behave today...Katie will even slam dunk him 😂 Morning Bev Our little Katie is going to get very significant job offers after this episode..... Slam dunk Judge....sit her down and muzzle her Hahaha Kate is so sweet and smiles so lovely to Memela....I hope an ambulance is near...memela is going into a panick attach shortly followed by a nervous breakdown. As HOD procurement she did nothing that was required of her post....SHE WAS RESPONSIBLE..... Whahahahaaha....slam dunk...proud of you Judge Problem is Mbanjwa can't see Zondo as a racist hahahaha.....now what now. Imagine if a person like Katie was put into the post Memela occupies in SAA.....Nobody will get away with nothing....Pity she is not BEE Cross examination is going to be exciting...Judge is going to loose his s....t with this Memela attorney's even more incompetent attorney. YOU ARE RESPONSIBLE AS THE HOD woman....ai Oh wow......so conflict of interest is relevant to our lovely Ms memela.....what a shock hahaha Memela ....our Ms Katie CAN READ.....ai
