author,message
BlondeCookieLover 74,@Glenton Netshivhulana I think Jan Fourie 😄😉😉 dude was instructed to expose mr x what Zakwe hav 1st name? @SanFran Arnold 😇 zuma had us closer 2 zimbabwe chaos than many kneew 😋😋😋 its lover not rubber 🙃 bribe former public protector proposing these people must get amnesty 😲🤮 any duduzane zuma supporters here? 😄😄😄 thx @Anne M. how was the night? awwwww can we condemn thought of duduzane zuma entering politics...thx 😊 🤣 he's enjoying the sights @johannes mailula Johan Fourie apparently
ALTA,@Heather Durr 😁😁😁😁 mike GM @person of interest GM @Reece GM yolo 😘😘😘😘😘 sanB 😘😘😘😘 @Heather Durr.... lekker friday popcorn ready😁😁 @Joel Aphane ... BEHAVE!!!! Annie hi😘😘 yolo mwahxx ag nooooooo @melds melds GM Simphiwe hello may you have a great Friday lets count how many times.... may i dont answer ... bet you more than 300????? Annie .... waars daai tequilas 😂😂😂😂 @Suade hi hi @Anne M. hi hi😘😘 @Suade - sorry i dont understand explain please @Pastor J.J.... some1 need a whip please @Suade.who's hair please @Pastor J.J.... thank you @Suade .... i dont like trolls please @Suade .... no im an alien from mars just visting trolls to see why they are nasty @Cruda Bex GM @Suade... then i apologize @Suade.. thank you zinhle.. GM the a team are here ... just waiting for Naledi Barron @Suade awwwww thank you its the 1st time some1 tell me im cute zinhle... they are here ... but sabc dont show all the chats ... i had to refresh my YouTube maryann GM @Suade... yes she is sanB do you see me @Heather Durr.... nice song .. sound of silence 😁😁 @melds melds 🤣😂😂 not respond ... again😭😭 @Elvis Malakoane... phewwww thank you 😁😁 can this lady not even answer 1 question?? noooooooooo npooooooo rohan goeie more zinhle..it was me tuli madonsela that institute this commission zinhle i believe you but me madonsela started it and i do have so much respect for her.... wish she was SA President Simphiwe.. me Madonsela Zinhle... but and its a big but he hate some people ☹️ @Andre Geldenhuys.... exactly me Madonsela is pure 1 of the best Khanyi... do you see me rdup GM khanyi 😘😘😘 rdup😂😂😂😂 rdup.... so you are also a shorty like me 4'8😂😂😂😂to short must climb on a chair to put dishes away @wim louw goeie more @wim louw dankie tog ek dog jy ignoreer my ook she's not there ....maybe orange overall ok ... she's there😁 @Suade... stop it and focus on this commission please @Suade... thank you very much lutho....exactly ..... wait.... may i not..... told you😁😁 noooooooooo .... wait.... here it comes.... told you😂😂 .....here it comes..... told you😂😂 wait 😂😂😂😂😂 ... and ........ may i not. noooooo 🙄 @Sal SA GM to you 👎👎 oh my word no maam no ...here it comes told you😂😂 🤪 no no no may i not oh my word its getting even worse Aubrey.... explain your point @ wim louw ek mis ook naledi Aubrey if i was its not your business yolo wats die Aubrey se problem 😠 Aubrey.... dont incriminate YOURSELF Canis GM @Andre Gerber hallo nooooo not again no no no @wim louw... Jennifer Rush power of love noooo who are a songwriter amongst us ...... may i not respond.... this will be a nr1 hit wait yes ms kate yes yup miss kate and DCJ will get that documents wow trolls are very busy again today @@GB my fingers are on the block dots 😂😂 GM Simphiwe... lets give the trolls some tea maybe they will calm down rohan yes my fingers did the talking on the dots😂😂 zinhle what i mean block him no zinhle is ok rohan zinhle read my 2nd reply i did not mean u but howard siyanda i did not mean block zinhle.... i spoke to zinhle to block howard..... can you understand @Zinhle Big Daddy Dee. i did not mean block you .... you ask a question about howard so i typed fast and said block howard. you misunderstood me @Siyanda Jola i explain to zinhle but i dont think he saw it @Zinhle Big Daddy Dee...... please wim louw is our friend we are on this enca sabc platform a long time ago. @ wim louw ek jammer jys hier in betrek ek vra omverskoning naledi hi @wim louw🤗🤗 @Aubrey De Bliquy. now you leave me ALONE dont ever talk to me again you are a real stirrer. @Ungerer Myburgh hallo daar😁😁 @js Bach hello sanB i feel bad like people like this aubrey makes me feel that im a useless thing B you know me so well but for sure it hurts hey you all just had a nice cup of rooibos let the games begin😁😁 @wim louw..... no no no you promise me a rose garden😁😁😁😁 sanB😘😘 a b c hi hi @wim louw lief jou ook Naledi fine😘😘 Khanyi 😘😘😘 wim sanB you're simply the best ... tina Turner 😍😍😍😍
Gray Lawrence,do you think Zondo will charge Dudu? or does he have a choice here we go again Goodmorning Alta😃 she needs time to consult her lawyer "Zondo should step in "Yolo now it appears to me the evidence is enough for the Hawks to slap her in cuffs like now worried look on old Dudu "not one time had anyone questioned her not answering she's sitting on the file "to much time given to her to confess her innocence
Adrian Fray,DuDu knows she is in big trouble and now left to fend for herself. She should answer the questions because most things are public knowledge and can not prejudice her case(s) in civil/ criminal proceed Kathlego Maboe an learn alot from this lady
KrsOne,sabc WHAT IS MKHOKHELI xhosas assist
Joel Aphane,Mr X = Zakwe Mr x was helping the corruption to be done.. you can't condone and fight corruption at the same time. if u don't want to talk about anything else leave me to speak my mind "if Dudu received money and it was coming or going through Zakwe Mr Zakwe. Mr Zakwe. Mr Zakwe.. if it's crime let them charge me.. it's his name. Mr X is Mr Zakwe don't worry about those who already chose sides.. I also have a right to chose a side... Mr Zakwe's friend is now talking here let's listen @yolo haha u can't put a black man down... 🤣 🤣 🤣 yesss Dudu... leave them stressed there is a case going on regarding this issue.. don't incriminate urself Dudu. Eff 👍🏽
Person of interest,@Joel stop it @Pastor hey my friend 👍🏾 @ALTA helloooo🔥 "@Joel ok @Joel ok blocking and reporting you for harassing me @Anne M hello my dear Her statement is true according to her legal advice? @Naledi is late because Mud Island still asleep There is an evidence leader coming up who is a black man. Should be interesting...
Pastor J.J,@ALTA Hello Alta @Person of interest GM my Friend @SanFran Arnold GM Bestie @Joel Aphane There is a Legal Order in place NOT to do what you just DID. Its a Criminal offence. Just be aware. @FieliesSA He committed a serious offence and has been reported by some already @ALTA 100% a PK coming soon @Elvis Malakoane I see you bro @Elvis Malakoane Bro ask Bianca if she see's me? @SanFran Arnold I see you clealry Darling. I dont see a night gown though like someone else did. hahahahaha Dont forget to remember.....Agrizzi will be charged together with Doods for this offence. @Elvis Malakoane I think he kidnapped the dogs and ran away. Far far away from this skelm..@Yolo More We didnt know that the ANC was Crooked Skelms before they gained Power. With the EFFer's at least we know that if they win an election in this lifetime that we knowingly elected Crooks and Skelms. We didnt know that the ANC was Crooked Skelms before they gained Power. With the EFFer's at least we know that if they win an election in this lifetime that we knowingly elected Crooks and Skelms. We didnt know that the ANC was Crooked Skelms before they gained Power. With the EFFer's at least we know that if they win an election in this lifetime that we knowingly elected Crooks and Skelms. @Simphiwe Kubheka Meeeeeeee @Cruda Bex That 2 mad people and thieves then @Khanyi. AgeGracefully here darling I am Voting for Ali Baba. No one else. @wim louw Perfectly said but needs to be repeated every 5 minutes for the fool to figure it out @wim louw Are you still wasting airtime on that 20% Grade 4 Graduate pavement special? @wim louw I understand. hahahahahahahaha @rohan barnard Tell us who you blocking and we may join you too @Fabian Moodley She is the Evidence Leader and the questions are based on State Capture Corruption relative to that particular matter. Hope that answers your question. @Fabian Moodley They both work in concert with each other @Fabian Moodley It has been Legislated that the Commission evidence and other Investigative bodies collude with each other on State Capture matters "@Fabian Moodley All forms and in nature @Sanjay Maharaj 100% correct @ALTA Ignore or Block those who upset you. Dont allow it "@Aubrey De Bliquy I have always respected and been inspired by your contributions to the chat. Today is quiet different @SanFran Arnold We should be very concerned and alert when we find a snake smiling at us. Its intentions could be misleading. How we get fooled at times to find out otherwise. @ALTA @Mbuso Ndlovu I had a female Donkey I called Kate. Which High School? 😅😅😅😅😅😅😅 @Sanjay Maharaj Alta is on my Whatsapp Group. She will never be there if she was
Yolo More,"@Mntase Why do I still have Joel Aphane🤔 I blocked him last week. Let me block again. Block all the fools. "@ALTA gm my love 🤣😂😄😃 @Simphiwe Kubheka tjeeeeeeeeeer these crooks😊 @Ntando Mpofana our patience is not like Zondo's obe😚 Nkokheli = leader @Cuda Bex gm beloved 🤗 @Gray Lawrence there's no need. Now I see the commission's strategy. They must let her make fool out of herself. People you need to focus on what Advocate Hofmeyr is saying not to Myeni you will understand why the commission is not shaken by Dudu's stinky attitude. Aha! @SanFran Arnold 😂 Nkokheli Listen to the evidence leader people. Dudu is in trouble here. Dudu Myeni is swimming in sanitation Hofmeyr is burrying Dudu alive🤩🤩🤩 @Elvis Malakoane is she married? I doubt very much. She is not a marriage type. She is too stubborn to be someone's wife😜😝 After her evidence she is going straight to jail @Zinhle Big Daddy Dee AMANDLA fighter😃😄 Kate 😜 @Andre Gerber hey you Talente is Dudu's son. "@Lulama Nombola @Norman Zwane 😂😅 dont even go there. Anything is possible with uBaba. Maybe some entanglement(anyana)😜 @Gina deW 🤣 "@Norman Zwane fortunately for you Yho! @Norman Zwane I hope that R500k is not from Aggrizzi's laptop case😄 @Norman Zwane 🤣🤣 I am dead by 'yonk'intsipho iyageze'🤣 @Noxolo Tshonti I disagree. We want all the juicy details of her looting. @Norman Zwane 😜 DCJ is not Ace Ngcobo "@Norman Zwane no man Dudu is a criminal already @Norman Zwane 🤣 that happens happens to all of us. But I agree with you on a point of a dribbler😅 Fry her Kate But Dudu ask for clarity as if she will respond😋 Innocent race cards😄😅 Yes chair Shatap! @a b c hey you late comer.😄 "Aubrey Bliquy is one of RET thugs "@a b c I feel better today
SanFran Arnold,"The name of the witness Mr. X @Person of interest hello there "@Joel Aphane yuo are free to chat just please so that we all can chat here together "@FieliesSA yes @ALTA more sé my vriendin:virtualhug: eNCA is live "@BlondeCookieLover 74 please stop mentioning even the surname "@Sabelo Nxumalo because it is alleged that he received death threats @Annie Van Niekerk morning skat:virtualhug: @Salmaan Abrahams gm @BlondeCookieLover74 Rubber hello there @Anne M. 🤦‍♀🤦‍♀🤦‍♀ sabc "@Bulali Dazana yes @Salmaan Abrahams they are bored and have no intellect. @Nkosinathi Nu the use of this is for the chair to have a clear picture of what happened. Connecting the dots. It is very important @hlawulani ellon she is here because she was subpoenaed "@Minnib Prince that is because she will be charged wit perjury if she contradicts anything "@Elvis Malakoane may I not respond to the question so that I do not incriminate myself "@ALTA I see you skat "@Zinhle Big Daddy Dee gm "@Elvis Malakoane I answered him @Pastor J.J 🤣🤣🤣 @Zinhle Big Daddy Dee hehehe🤣🤣🤣 imagine 🤦‍♀ "The evidence has to be admitted into evidence "@MUSA HLUNGWANI legally "Dudu is here because the DCJ ordered her to be here @Azania Afrika that comment is not founded on truth. The Gupta's are definitely not white. @rohan barnard hello skat "@Richard Skinner it means ""my leader""" @Zinhle Big Daddy Dee it is not just the EFF. The process includes members from all parties across the board. "@wim hello @wim louw hehehe @moemedi tsenang she came into contact with somebody that tested positive for covid One can only use this privilege if there is court proceedings pending. JZ can't use this excuse @Suade - You are talking crap. Please keep quiet. @Khanyi. AgeGracefully Lady K gm. @Sabata Kambule exactly @Andries Mulaudzi she did not agree the chair forced her to come by way of subpoena "@lufuno shumani muloiwa I am all for debate on the topic "@Mzalwane Mzala indeed "@lufuno shumani muloiwa what is the ANC doing with their illiteracy "Why doesn't Zuma just go back to school *Matric @Gina deW 100% @wim louw 🤣🤣 listen properly 🤣🤣 @Yonds Athini a break was taken in order to sort out file delivery to Dudu @Yonds Athini always a pleasure Dudu disconnects to get instruction from her lawyer that is there in the room @Roberts Roberts watch tomorrow morning they will be back @Simphiwe Kubheka it is her lawyer @Simphiwe Kubheka yes them. The commission is sitting tomorrow "Carry on Kate @SABC News THERE IS NO SOUND "We want to hear her rant @rohan barnard 🤣🤣 @ALTA skat where are you? "@a b c hi @a b c me too. They must becaeful if they did. I won't take nonsense @a b c Our dear @ALTA was earlier called a racist. That is unacceptable as she is not. People on this chat should not attack people they don't know and make such serious charges against them. @Pastor J.J agreed @a b c she will be back soon @Sanjay Maharaj she is not racist and that line of commenting should stop Oh gosh the race card again "@ALTA yay come Dudu tell us who is Mr. Y @ALTA I'll be there for you - The Rembrandts(FRIENDS) hehehehe
