author,message
Lucky123 Thwala,what time are they coming back? thanks six hundred thousands viva smith viva
hilton modike,30 minute guy mara anc is rotten .i mean who on earth would have believed that a guy vincent smith can b corrupted like that going to an extent where he got paid monthly as if it was a salary i guess there is a former head of operations who used to work for busasa willing to tell all .about the people who were paid why is the hawks not arresting this people iyho 😷😷 @keith sindile dinabantu i have a feeling that zuma was right when he said he will expose most of the politicians who stole so much .its will take 10 years 4 the Anc 2 clean itself @mfumo Maluleke nwana mhani there was a corrupt tender given to bosasa at the airport and they were paying vincent smith R670000.00 & they did his security upgrade @his home 4 free .at a cost of k200 the guptas were real mafias the story that they employed fikile mbalula to b a sports miniter came up again on weekend .i guess made it a point that they put dirts on all the ministers cyril ramaphosa have got a women to work with i c a courageous women like thuli madonsela in her .this women was bullied so much & never succumbed @amanda watson i guess there was a way that she could be accessible with all this pressure on her .because i guess she feared that she have to explain things in a way they wanted her to the manner in which she was treated by faith muthambi as a women is embarassing . i cant believe that some women help men to perpetuate patriarchy against womens "to.all the womens in this country  @j ganasan .i guess it was fair to let her remain on her position if she was not comperent.the fact that she was acting for this long it tells that she is competent. @j ganasan i thought u could c between the lines that she was treated unfairly. @j ganasan .i think u would have felt much bitter if it wad u .because what was happening to her was unfair .and she was bullied by ur brothers atul's puppets philane u can say that again .i would have felt the same j ganasan u r a typical gupta puppets .why dont u ask the guptas to return home if ur mom was obesse were u going to say it .who u are to charge how she looks .that tells how stupid u saw her that tells that u are stupid .since she refused to b a puppet for ur master
TG Swartlane,They’re supposed to be back now@11 Mzansi time "There’s zuma faction in this comment section You are right @Thando "@David Masupa the problem with corruption is that "@David I was so furious  Absolutely @Dalu
KEITH SINDILE DINABANTU,"@Lucky123 Thwala Thing is "@Lucky123 Thwala I am sorry @hilton modike Hawks are still trying to entangle themselves from state capture. They were deep in the state capture ditch as well. @hilton modike Spot on! Zuma was correct! That shows there is a lot of corrupt to be revealed ahead of us. This calls for a lifestyle audit for all these corrupt fat cats
mfumo walter maluleke,what is this issue about vincent smith. Please fill me in
Marvel Mushavhela,"Are there any high profile cases that Hawks persued Can we all block this Ganasan dude - He's got energy in discriminating other folks just because of their skin colour and how they look. It just can be..mxm I've blocked them already
fernando visagie,"Just one question  "This dude is out of order "Uncle cyril must also come in and give account
Francois Cape Town,"They should also ask Cyril Ramaphosa what he knew about state capture
Floyd Nkuna,The position was vacant for 6 years cause the Guptas were still looking for a stooge.
Amanda Watson,"What happened was the always accessible
Black Panther Amen Kuma,OH OH 👀 UMM SOMETHING BIG SHE IS COOKING
Fritz Faro,Thando lots of posts vacant but unemployment is high?? Eish! Talking of efficiency?
Phineas Motaung,with all this evidence why dont we have these officials being on the dock. We were made to believe that the inquiry wont stop prosecutions but nothing is forthcoming. I don't say they must be sent to jail but this evidence should be running parallel with evidence before a judge. Remember this evidence is evidence before court yet. No Thando you dont seem to understand. Gupta leaks were enough prima facie evidence and readonable prospects of prosecution. successful prosecution did anyone implicated deny authenticity of allegations the only denial was that Saxonwold could have been a shebeen No Thando Hawks is the investigating unit not the commission
Sharing Fam Space,ayikho iphunga yehlathi isizulu sisho njalo kuthen abantu abamnama besenza nje
Gambu,A 6 year vacancy on a country with so much unemployment.😒
