author,message
@Orinea Mugoḓo,✌️
niharika niharika,hii
Madelein R,SABC the sound
babette fagan,Sound please No sound please
DJ Sbu,sound hola
SABC News,"apologies for the sound problems
Lew464,SABC 30%ers. SABC BBBEE at work.
Lucky123 Thwala,what is pool feed? terrible sound It's Brian Molefes tokolosho doesn't want us to hear this damming testimony enca? it's lizard not crocodile
Tich Ziny,thank you SABC
Epnet Streaming,Fully understand SABC sound is always the biggest problem. You would think it video but no it is always sound - sorry for you. Regards Gordon
Derek Main,@Lucky123 Thwala Sounds like something from Nkandla @Thembisa Odendaal I think he looks quite natty.
Dan Brown,SABC use an Ocean Feed then.
Allan Xu,this State capture inquiry will be going on forever
Tony Better SA,I have faith in Deputy Chief Justice Zondo - He will get them all. Then NPA will put them in orange suits for many years Only ONE problem. If ANC get rid of Pres Cyril we are all doomed.
Nkululeko Malandela,is everything going ryt
Granny Mokwena,may we see corrupt politicians go to jail in our lifetime. I love his accent to bits💞 it's very disappointing sound tog state capture is now classified
Khaya Nomoyi,They were actually treating Transnet like their own piggy bank.
Thembisa Odendaal,Anyone who wears a bow tie for this kind of gathering is beyond vain...so embarrassing they can't even act serious...even serial killers dress appropriately Sorry guys this is making me physically ill to see this incompetence
Peet Venter,Haibo Thembisa! @SABC DIGITAL NEWS are you aware of the problem?
Nelson Musoliwa,If Brian molefe is counted among the so called Black excellence then it will need re defining Still remember how Ben Ngubane was so furious about former PP Thuli report on state capture the day Brian Molefe cried in public saying the PP will be responsible if Eskom looses Molefe. Sabotage perhaps how can it take so long to fix the sound
Lawrence Logie,"i can""t wait to see what will happen
Noluthando Masondo,"Thembisa Ondendaal "@Granny Mokwena LOL "the sound hle
Lindile Arm,Amandla!!!!
Briony French,Whats with the ticking on the sound? Where is the warrant for Brian Molefe's arrest? Where are these State Capture Policemen? SABC this poor quality is why no one will pay you.
phemelo tshukudu,"Lol Thembisa as for bow tie The sound is bad now We cab't hear the deceiving properly 😁😁 Gone mute now . eik "PIC Commission of Inquiry
funicanz,Thought it was my earphones
Lungelo Dlaba,Please work on the sound!
Francois Cape Town,This commission has been running for months... and every day you have sound issues. SABC get your technical staff to fix it once and for all!!! "We asked fix the sound SABC was better under Hlaudi...🤔
Moeletsi Wabatho,morning what have i missed?
richard borain,SAbc....ur sound technicians r hopeless Who is bribing u guys Iqbal?? Another thief SABC....WAKE UP Amazing.....a very pertinent piece of evidence re that crook Iqbal
Mamoloko Matsimela,Sound please
