author,message
Sipho,Bloody load-shedding in Durban
Thembha Mlotshwa,"after Ramathlodi testimony yesterday
Clarence Mentor,Straight knotted ties clearly only applies to male advocates. We have power in cape town. Maybe some load-shedding elsewhere. Eish @Robert Russell We must be protected from load-shedding for we are housing Koeberg Nuclear Power Station and Ankerlig Open Cycle Gas Power Station in Atlantis. Cheryl please talk over the mike. Volume!!!!!!!!!!!!!!!!!! The less involved you are in government the more they cut your audibility. It is evidently clear empty vessels do make the loudest noise. Cheryl Carolus is clearly no empty vessel. Juffrou Hofmeyer ek gaan jou by die prinsipaal aanlka. Maak geraaas asseblief. It looks like that lady has stolen the amplifier today. ENCA is busy undermining the SABC.
Robert Russell,and Cape Town as well... @Sipho From Plattekloof to Table View... nada Eskom also cut their power @SABC Digital News ....watch the convo FFS Guys go to eNCA the sound is perfect...
Thulani Mthembu,Volume just went down Sabc volume? VOLUME
Vuyokazi Kadalie,volume pls Sabc
Petrus Mthimkhulu,"cheryl is voice shedding
Hlangabeza Mgodeni,volume please
Ewald Kruger,😀 @Clarence Mentor​Juffrou Hofmeyer ek gaan jou by die prinsipaal aanlka. Maak geraaas asseblief.
Mamoloko Matsimela,Volume too low
Wildthing,But you can get in and out SA through a fence between SA and Zim or Moz. SAAs we blocking people that Come to spend money to help the poor. But let thieves come in
Africangold16,i thought it was just me the sound is terrible
Sam Monkoe,@Yose Human Thula msindo
Abongile Nohayi,TF volume
Ashley Riley'Van Seckel,phuza voive phuza voice
Onie Mtintsilana Gushman,Sound system terrible here move there
nyawo / foot,😯😯
Mike Jones,Just another government organization setting a low standard and consistently failing to achieve it!
Pastoolio Poggempoel,"Hey losers
Jabu Malinga,"ya
